TI=0.05 | U_mean=8.00 | Ct_used=0.81 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_8_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
1.02 8.30 1.07 0.25 -0.65 0.67
1.03 8.31 1.06 0.26 -0.69 0.67
1.04 8.32 1.05 0.26 -0.73 0.67
1.05 8.34 1.05 0.27 -0.77 0.68
1.06 8.34 1.04 0.28 -0.81 0.68
1.07 8.35 1.03 0.28 -0.84 0.68
1.08 8.35 1.02 0.29 -0.87 0.69
1.09 8.35 1.01 0.30 -0.90 0.69
1.10 8.35 1.00 0.30 -0.93 0.69
1.11 8.35 0.99 0.31 -0.96 0.69
1.12 8.36 0.98 0.32 -0.98 0.69
1.13 8.36 0.97 0.32 -1.00 0.69
1.14 8.38 0.96 0.33 -1.02 0.69
1.15 8.39 0.95 0.34 -1.03 0.69
1.16 8.42 0.94 0.35 -1.05 0.69
1.17 8.45 0.93 0.35 -1.06 0.69
1.18 8.48 0.92 0.36 -1.06 0.69
1.19 8.52 0.91 0.37 -1.07 0.69
1.20 8.55 0.90 0.37 -1.07 0.68
1.21 8.58 0.89 0.38 -1.07 0.68
1.22 8.60 0.88 0.39 -1.06 0.68
1.23 8.61 0.87 0.39 -1.05 0.67
1.24 8.62 0.86 0.40 -1.04 0.67
1.25 8.61 0.85 0.41 -1.03 0.66
1.26 8.59 0.84 0.41 -1.01 0.66
1.27 8.56 0.83 0.42 -1.00 0.65
1.28 8.53 0.82 0.43 -0.98 0.65
1.29 8.48 0.81 0.43 -0.96 0.64
1.30 8.44 0.80 0.44 -0.94 0.63
1.31 8.40 0.79 0.45 -0.92 0.63
1.32 8.37 0.78 0.45 -0.89 0.62
1.33 8.34 0.77 0.46 -0.86 0.61
1.34 8.31 0.76 0.46 -0.84 0.60
1.35 8.29 0.75 0.47 -0.81 0.59
1.36 8.28 0.75 0.48 -0.78 0.58
1.37 8.27 0.74 0.48 -0.74 0.57
1.38 8.27 0.73 0.49 -0.71 0.56
1.39 8.26 0.73 0.49 -0.67 0.55
1.40 8.26 0.72 0.50 -0.64 0.54
1.41 8.25 0.71 0.50 -0.60 0.53
1.42 8.23 0.71 0.51 -0.56 0.52
1.43 8.21 0.70 0.51 -0.52 0.51
1.44 8.19 0.70 0.52 -0.47 0.50
1.45 8.17 0.69 0.52 -0.43 0.49
1.46 8.14 0.69 0.53 -0.39 0.47
1.47 8.10 0.68 0.53 -0.34 0.46
1.48 8.07 0.68 0.54 -0.29 0.45
1.49 8.04 0.68 0.54 -0.25 0.44
1.50 8.02 0.68 0.55 -0.20 0.42
1.51 7.99 0.67 0.55 -0.15 0.41
1.52 7.98 0.67 0.56 -0.11 0.39
1.53 7.96 0.67 0.56 -0.06 0.38
1.54 7.95 0.67 0.56 -0.01 0.37
1.55 7.95 0.67 0.57 0.04 0.35
1.56 7.95 0.67 0.57 0.09 0.34
1.57 7.94 0.67 0.57 0.14 0.32
1.58 7.94 0.68 0.58 0.19 0.31
1.59 7.93 0.68 0.58 0.24 0.29
1.60 7.93 0.68 0.58 0.29 0.28
1.61 7.92 0.68 0.59 0.34 0.26
1.62 7.91 0.69 0.59 0.38 0.25
1.63 7.89 0.69 0.59 0.43 0.23
1.64 7.88 0.70 0.59 0.48 0.22
1.65 7.87 0.70 0.59 0.53 0.20
1.66 7.86 0.71 0.60 0.58 0.19
1.67 7.86 0.71 0.60 0.62 0.17
1.68 7.85 0.72 0.60 0.67 0.16
1.69 7.85 0.73 0.60 0.71 0.14
1.70 7.86 0.73 0.60 0.76 0.13
1.71 7.87 0.74 0.60 0.80 0.12
1.72 7.88 0.75 0.61 0.84 0.10
1.73 7.89 0.76 0.61 0.89 0.09
1.74 7.90 0.77 0.61 0.93 0.07
1.75 7.92 0.78 0.61 0.97 0.06
1.76 7.93 0.79 0.61 1.00 0.04
1.77 7.94 0.80 0.61 1.04 0.03
1.78 7.95 0.81 0.61 1.08 0.01
1.79 7.96 0.82 0.61 1.11 -0.00
1.80 7.96 0.83 0.61 1.15 -0.01
1.81 7.97 0.84 0.61 1.18 -0.03
1.82 7.97 0.85 0.61 1.21 -0.04
1.83 7.97 0.86 0.61 1.24 -0.05
1.84 7.98 0.88 0.61 1.26 -0.07
1.85 7.98 0.89 0.61 1.29 -0.08
1.86 7.99 0.90 0.61 1.31 -0.09
1.87 7.99 0.92 0.60 1.33 -0.10
1.88 7.99 0.93 0.60 1.35 -0.12
1.89 7.99 0.94 0.60 1.37 -0.13
1.90 7.99 0.96 0.60 1.39 -0.14
1.91 7.99 0.97 0.60 1.40 -0.15
1.92 7.98 0.98 0.60 1.41 -0.16
1.93 7.97 1.00 0.60 1.42 -0.17
1.94 7.96 1.01 0.59 1.42 -0.18
1.95 7.94 1.03 0.59 1.43 -0.19
1.96 7.93 1.04 0.59 1.43 -0.20
1.97 7.91 1.06 0.59 1.43 -0.21
1.98 7.89 1.07 0.59 1.42 -0.22
1.99 7.88 1.08 0.58 1.42 -0.23
2.00 7.87 1.10 0.58 1.41 -0.24
2.01 7.86 1.11 0.58 1.40 -0.25
2.02 7.85 1.13 0.58 1.38 -0.26
2.03 7.84 1.14 0.57 1.37 -0.27
2.04 7.84 1.15 0.57 1.35 -0.27
2.05 7.83 1.17 0.57 1.33 -0.28
2.06 7.83 1.18 0.57 1.30 -0.29
2.07 7.83 1.19 0.56 1.28 -0.29
2.08 7.82 1.21 0.56 1.25 -0.30
2.09 7.81 1.22 0.56 1.22 -0.31
2.10 7.80 1.23 0.55 1.19 -0.31
2.11 7.78 1.24 0.55 1.15 -0.32
2.12 7.77 1.25 0.55 1.11 -0.32
2.13 7.75 1.26 0.54 1.08 -0.33
2.14 7.73 1.27 0.54 1.03 -0.33
2.15 7.71 1.28 0.54 0.99 -0.33
2.16 7.69 1.29 0.53 0.94 -0.34
2.17 7.67 1.30 0.53 0.90 -0.34
2.18 7.66 1.31 0.53 0.85 -0.35
2.19 7.65 1.32 0.52 0.80 -0.35
2.20 7.64 1.33 0.52 0.74 -0.35
2.21 7.64 1.34 0.52 0.69 -0.35
2.22 7.63 1.34 0.51 0.63 -0.36
2.23 7.63 1.35 0.51 0.57 -0.36
2.24 7.63 1.35 0.51 0.51 -0.36
2.25 7.63 1.36 0.50 0.45 -0.36
2.26 7.64 1.36 0.50 0.39 -0.36
2.27 7.64 1.37 0.50 0.33 -0.36
2.28 7.64 1.37 0.49 0.27 -0.37
2.29 7.64 1.37 0.49 0.20 -0.37
2.30 7.64 1.37 0.48 0.14 -0.37
2.31 7.64 1.37 0.48 0.07 -0.37
2.32 7.64 1.37 0.48 0.01 -0.37
2.33 7.63 1.37 0.47 -0.06 -0.37
2.34 7.63 1.37 0.47 -0.13 -0.37
2.35 7.63 1.37 0.47 -0.20 -0.37
2.36 7.62 1.37 0.46 -0.26 -0.37
2.37 7.62 1.37 0.46 -0.33 -0.37
2.38 7.61 1.36 0.45 -0.40 -0.37
2.39 7.60 1.36 0.45 -0.47 -0.37
2.40 7.59 1.35 0.45 -0.54 -0.36
2.41 7.58 1.35 0.44 -0.60 -0.36
2.42 7.57 1.34 0.44 -0.67 -0.36
2.43 7.57 1.33 0.44 -0.74 -0.36
2.44 7.56 1.33 0.43 -0.81 -0.36
2.45 7.55 1.32 0.43 -0.87 -0.36
2.46 7.55 1.31 0.43 -0.94 -0.36
2.47 7.55 1.30 0.42 -1.00 -0.36
2.48 7.57 1.29 0.42 -1.07 -0.36
2.49 7.58 1.28 0.42 -1.13 -0.36
2.50 7.61 1.27 0.41 -1.19 -0.36
2.51 7.64 1.25 0.41 -1.25 -0.35
2.52 7.67 1.24 0.40 -1.31 -0.35
2.53 7.72 1.23 0.40 -1.36 -0.35
2.54 7.76 1.21 0.40 -1.42 -0.35
2.55 7.80 1.20 0.39 -1.47 -0.35
2.56 7.84 1.19 0.39 -1.52 -0.35
2.57 7.88 1.17 0.39 -1.57 -0.35
2.58 7.90 1.15 0.38 -1.61 -0.35
2.59 7.92 1.14 0.38 -1.65 -0.35
2.60 7.93 1.12 0.38 -1.70 -0.35
2.61 7.93 1.10 0.37 -1.73 -0.35
2.62 7.93 1.09 0.37 -1.77 -0.35
2.63 7.91 1.07 0.37 -1.81 -0.35
2.64 7.89 1.05 0.36 -1.84 -0.35
2.65 7.87 1.03 0.36 -1.87 -0.35
2.66 7.85 1.01 0.36 -1.90 -0.35
2.67 7.83 0.99 0.35 -1.93 -0.35
2.68 7.81 0.97 0.35 -1.96 -0.35
2.69 7.79 0.95 0.35 -1.98 -0.35
2.70 7.78 0.93 0.34 -2.00 -0.35
2.71 7.78 0.91 0.34 -2.02 -0.35
2.72 7.78 0.89 0.33 -2.04 -0.35
2.73 7.79 0.87 0.33 -2.06 -0.35
2.74 7.80 0.85 0.33 -2.07 -0.36
2.75 7.81 0.83 0.32 -2.08 -0.36
2.76 7.82 0.81 0.32 -2.09 -0.36
2.77 7.83 0.79 0.32 -2.09 -0.36
2.78 7.83 0.77 0.31 -2.09 -0.36
2.79 7.84 0.75 0.31 -2.09 -0.36
2.80 7.83 0.73 0.31 -2.09 -0.37
2.81 7.83 0.71 0.30 -2.09 -0.37
2.82 7.82 0.69 0.30 -2.08 -0.37
2.83 7.82 0.67 0.29 -2.07 -0.38
2.84 7.81 0.64 0.29 -2.06 -0.38
2.85 7.80 0.62 0.29 -2.04 -0.38
2.86 7.79 0.60 0.28 -2.03 -0.38
2.87 7.79 0.58 0.28 -2.01 -0.39
2.88 7.79 0.56 0.28 -1.99 -0.39
2.89 7.79 0.54 0.27 -1.97 -0.39
2.90 7.80 0.52 0.27 -1.94 -0.40
2.91 7.81 0.50 0.26 -1.92 -0.40
2.92 7.83 0.49 0.26 -1.89 -0.41
2.93 7.84 0.47 0.26 -1.85 -0.41
2.94 7.86 0.45 0.25 -1.82 -0.41
2.95 7.88 0.43 0.25 -1.78 -0.42
2.96 7.90 0.41 0.24 -1.75 -0.42
2.97 7.92 0.40 0.24 -1.71 -0.43
2.98 7.94 0.38 0.23 -1.66 -0.43
2.99 7.96 0.36 0.23 -1.62 -0.44
3.00 7.97 0.35 0.23 -1.57 -0.44
3.01 7.99 0.33 0.22 -1.52 -0.44
3.02 8.00 0.32 0.22 -1.47 -0.45
3.03 8.02 0.30 0.21 -1.42 -0.45
3.04 8.03 0.29 0.21 -1.37 -0.46
3.05 8.04 0.27 0.20 -1.31 -0.46
3.06 8.05 0.26 0.20 -1.26 -0.47
3.07 8.05 0.25 0.19 -1.20 -0.47
3.08 8.05 0.24 0.19 -1.14 -0.48
3.09 8.05 0.23 0.18 -1.08 -0.48
3.10 8.04 0.22 0.18 -1.02 -0.49
3.11 8.03 0.21 0.17 -0.96 -0.49
3.12 8.01 0.20 0.17 -0.90 -0.49
3.13 7.99 0.19 0.16 -0.84 -0.50
3.14 7.97 0.18 0.16 -0.78 -0.50
3.15 7.96 0.17 0.15 -0.72 -0.51
3.16 7.94 0.17 0.15 -0.66 -0.51
3.17 7.93 0.16 0.14 -0.60 -0.51
3.18 7.92 0.15 0.14 -0.54 -0.52
3.19 7.91 0.15 0.13 -0.47 -0.52
3.20 7.91 0.14 0.13 -0.41 -0.53
3.21 7.92 0.14 0.12 -0.35 -0.53
3.22 7.93 0.14 0.12 -0.29 -0.53
3.23 7.95 0.13 0.11 -0.23 -0.53
3.24 7.96 0.13 0.11 -0.17 -0.54
3.25 7.98 0.13 0.10 -0.11 -0.54
3.26 7.99 0.13 0.10 -0.05 -0.54
3.27 8.00 0.13 0.09 0.01 -0.54
3.28 8.01 0.13 0.09 0.07 -0.55
3.29 8.01 0.13 0.08 0.12 -0.55
3.30 8.01 0.13 0.07 0.18 -0.55
3.31 8.00 0.13 0.07 0.24 -0.55
3.32 7.98 0.14 0.06 0.29 -0.55
3.33 7.96 0.14 0.06 0.34 -0.55
3.34 7.94 0.14 0.05 0.39 -0.55
3.35 7.92 0.15 0.05 0.44 -0.55
3.36 7.90 0.15 0.04 0.49 -0.55
3.37 7.88 0.16 0.04 0.54 -0.55
3.38 7.87 0.16 0.03 0.58 -0.55
3.39 7.86 0.17 0.03 0.62 -0.55
3.40 7.86 0.18 0.02 0.66 -0.55
3.41 7.86 0.18 0.01 0.70 -0.54
3.42 7.87 0.19 0.01 0.74 -0.54
3.43 7.88 0.20 0.00 0.78 -0.54
3.44 7.90 0.21 -0.00 0.81 -0.54
3.45 7.92 0.21 -0.01 0.84 -0.53
3.46 7.94 0.22 -0.01 0.87 -0.53
3.47 7.95 0.23 -0.02 0.90 -0.52
3.48 7.97 0.24 -0.02 0.93 -0.52
3.49 7.97 0.25 -0.03 0.96 -0.52
3.50 7.98 0.26 -0.03 0.98 -0.51
3.51 7.98 0.27 -0.04 1.00 -0.51
3.52 7.97 0.28 -0.04 1.02 -0.50
3.53 7.96 0.29 -0.05 1.04 -0.49
3.54 7.95 0.30 -0.05 1.05 -0.49
3.55 7.93 0.31 -0.06 1.07 -0.48
3.56 7.91 0.32 -0.06 1.08 -0.47
3.57 7.89 0.33 -0.07 1.08 -0.46
3.58 7.86 0.34 -0.07 1.09 -0.46
3.59 7.84 0.35 -0.08 1.09 -0.45
3.60 7.83 0.37 -0.08 1.09 -0.44
3.61 7.81 0.38 -0.09 1.09 -0.43
3.62 7.80 0.39 -0.09 1.08 -0.42
3.63 7.79 0.40 -0.09 1.08 -0.41
3.64 7.80 0.41 -0.10 1.07 -0.40
3.65 7.80 0.42 -0.10 1.06 -0.39
3.66 7.82 0.43 -0.11 1.05 -0.38
3.67 7.83 0.44 -0.11 1.03 -0.37
3.68 7.86 0.45 -0.11 1.02 -0.36
3.69 7.88 0.46 -0.12 1.00 -0.35
3.70 7.92 0.47 -0.12 0.98 -0.34
3.71 7.95 0.48 -0.12 0.96 -0.32
3.72 7.98 0.49 -0.13 0.94 -0.31
3.73 8.02 0.50 -0.13 0.91 -0.30
3.74 8.04 0.51 -0.13 0.89 -0.29
3.75 8.07 0.52 -0.14 0.87 -0.27
3.76 8.09 0.53 -0.14 0.84 -0.26
3.77 8.11 0.53 -0.14 0.81 -0.25
3.78 8.12 0.54 -0.14 0.78 -0.23
3.79 8.12 0.55 -0.14 0.75 -0.22
3.80 8.12 0.56 -0.15 0.72 -0.20
3.81 8.11 0.56 -0.15 0.69 -0.19
3.82 8.09 0.57 -0.15 0.65 -0.17
3.83 8.07 0.58 -0.15 0.62 -0.16
3.84 8.06 0.58 -0.15 0.58 -0.14
3.85 8.03 0.59 -0.16 0.54 -0.13
3.86 8.01 0.59 -0.16 0.50 -0.11
3.87 7.99 0.60 -0.16 0.46 -0.10
3.88 7.97 0.60 -0.16 0.42 -0.08
3.89 7.95 0.61 -0.16 0.38 -0.07
3.90 7.93 0.61 -0.16 0.34 -0.05
3.91 7.92 0.61 -0.16 0.29 -0.04
3.92 7.90 0.62 -0.16 0.25 -0.02
3.93 7.89 0.62 -0.16 0.20 -0.00
3.94 7.87 0.62 -0.16 0.15 0.01
3.95 7.86 0.62 -0.16 0.11 0.03
3.96 7.85 0.62 -0.16 0.06 0.04
3.97 7.84 0.62 -0.16 0.01 0.06
3.98 7.84 0.62 -0.16 -0.03 0.07
3.99 7.83 0.62 -0.16 -0.08 0.09
4.00 7.83 0.62 -0.16 -0.13 0.11
4.01 7.83 0.62 -0.16 -0.17 0.12
4.02 7.83 0.62 -0.15 -0.22 0.14
4.03 7.84 0.62 -0.15 -0.26 0.15
4.04 7.85 0.61 -0.15 -0.31 0.17
4.05 7.86 0.61 -0.15 -0.35 0.18
4.06 7.88 0.61 -0.15 -0.40 0.20
4.07 7.89 0.60 -0.15 -0.44 0.21
4.08 7.90 0.60 -0.14 -0.48 0.23
4.09 7.91 0.59 -0.14 -0.52 0.24
4.10 7.91 0.59 -0.14 -0.56 0.26
4.11 7.91 0.58 -0.14 -0.59 0.27
4.12 7.91 0.57 -0.13 -0.63 0.28
4.13 7.89 0.57 -0.13 -0.66 0.30
4.14 7.88 0.56 -0.13 -0.70 0.31
4.15 7.86 0.55 -0.12 -0.73 0.33
4.16 7.83 0.55 -0.12 -0.76 0.34
4.17 7.81 0.54 -0.12 -0.79 0.35
4.18 7.78 0.53 -0.11 -0.82 0.36
4.19 7.75 0.52 -0.11 -0.85 0.38
4.20 7.73 0.51 -0.11 -0.87 0.39
4.21 7.71 0.50 -0.10 -0.90 0.40
4.22 7.69 0.50 -0.10 -0.92 0.41
4.23 7.67 0.49 -0.09 -0.95 0.42
4.24 7.66 0.48 -0.09 -0.97 0.43
4.25 7.66 0.47 -0.09 -0.98 0.44
4.26 7.65 0.46 -0.08 -1.00 0.45
4.27 7.65 0.45 -0.08 -1.01 0.46
4.28 7.65 0.44 -0.07 -1.03 0.47
4.29 7.66 0.43 -0.07 -1.04 0.48
4.30 7.66 0.42 -0.06 -1.05 0.49
4.31 7.67 0.41 -0.06 -1.05 0.50
4.32 7.67 0.39 -0.05 -1.06 0.51
4.33 7.68 0.38 -0.05 -1.06 0.52
4.34 7.68 0.37 -0.04 -1.06 0.52
4.35 7.69 0.36 -0.04 -1.05 0.53
4.36 7.69 0.35 -0.03 -1.05 0.54
4.37 7.69 0.34 -0.03 -1.04 0.54
4.38 7.69 0.33 -0.02 -1.03 0.55
4.39 7.69 0.32 -0.02 -1.02 0.55
4.40 7.69 0.31 -0.01 -1.00 0.56
4.41 7.68 0.30 -0.00 -0.99 0.56
4.42 7.66 0.29 0.00 -0.97 0.57
4.43 7.64 0.28 0.01 -0.95 0.57
4.44 7.62 0.27 0.01 -0.93 0.57
4.45 7.59 0.26 0.02 -0.90 0.58
4.46 7.56 0.25 0.02 -0.88 0.58
4.47 7.52 0.25 0.03 -0.85 0.58
4.48 7.48 0.24 0.04 -0.82 0.58
4.49 7.44 0.23 0.04 -0.80 0.59
4.50 7.41 0.22 0.05 -0.76 0.59
4.51 7.37 0.21 0.05 -0.73 0.59
4.52 7.35 0.21 0.06 -0.70 0.59
4.53 7.33 0.20 0.07 -0.66 0.59
4.54 7.32 0.19 0.07 -0.63 0.59
4.55 7.32 0.19 0.08 -0.59 0.59
4.56 7.33 0.18 0.08 -0.55 0.59
4.57 7.36 0.18 0.09 -0.51 0.59
4.58 7.39 0.17 0.10 -0.46 0.58
4.59 7.42 0.17 0.10 -0.42 0.58
4.60 7.46 0.16 0.11 -0.37 0.58
4.61 7.51 0.16 0.11 -0.32 0.58
4.62 7.55 0.16 0.12 -0.27 0.58
4.63 7.58 0.15 0.12 -0.22 0.57
4.64 7.61 0.15 0.13 -0.16 0.57
4.65 7.63 0.15 0.14 -0.11 0.57
4.66 7.65 0.15 0.14 -0.05 0.56
4.67 7.65 0.15 0.15 0.01 0.56
4.68 7.65 0.15 0.15 0.07 0.55
4.69 7.63 0.15 0.16 0.13 0.55
4.70 7.62 0.15 0.16 0.19 0.55
4.71 7.59 0.16 0.17 0.25 0.54
4.72 7.56 0.16 0.17 0.31 0.54
4.73 7.54 0.16 0.18 0.36 0.53
4.74 7.51 0.17 0.18 0.42 0.52
4.75 7.49 0.17 0.19 0.48 0.52
4.76 7.47 0.18 0.20 0.54 0.51
4.77 7.46 0.18 0.20 0.60 0.51
4.78 7.45 0.19 0.21 0.66 0.50
4.79 7.45 0.19 0.21 0.72 0.50
4.80 7.46 0.20 0.22 0.78 0.49
4.81 7.47 0.21 0.22 0.83 0.48
4.82 7.49 0.22 0.22 0.89 0.48
4.83 7.51 0.23 0.23 0.95 0.47
4.84 7.53 0.24 0.23 1.00 0.46
4.85 7.55 0.25 0.24 1.06 0.46
4.86 7.58 0.26 0.24 1.12 0.45
4.87 7.59 0.27 0.25 1.17 0.44
4.88 7.61 0.28 0.25 1.22 0.44
4.89 7.62 0.29 0.26 1.28 0.43
4.90 7.62 0.31 0.26 1.33 0.42
4.91 7.62 0.32 0.27 1.38 0.42
4.92 7.61 0.34 0.27 1.43 0.41
4.93 7.60 0.35 0.27 1.48 0.40
4.94 7.58 0.36 0.28 1.52 0.40
4.95 7.56 0.38 0.28 1.57 0.39
4.96 7.54 0.40 0.29 1.61 0.39
4.97 7.52 0.41 0.29 1.65 0.38
4.98 7.51 0.43 0.29 1.69 0.37
4.99 7.49 0.45 0.30 1.73 0.37
5.00 7.48 0.46 0.30 1.76 0.36
5.01 7.48 0.48 0.30 1.79 0.36
5.02 7.49 0.50 0.31 1.82 0.35
5.03 7.50 0.52 0.31 1.85 0.34
5.04 7.51 0.54 0.31 1.88 0.34
5.05 7.54 0.56 0.32 1.90 0.33
5.06 7.57 0.57 0.32 1.92 0.33
5.07 7.59 0.59 0.32 1.95 0.32
5.08 7.62 0.61 0.33 1.96 0.32
5.09 7.65 0.63 0.33 1.98 0.31
5.10 7.68 0.65 0.33 2.00 0.31
5.11 7.70 0.67 0.34 2.01 0.30
5.12 7.71 0.69 0.34 2.02 0.30
5.13 7.72 0.71 0.34 2.03 0.29
5.14 7.72 0.73 0.35 2.04 0.29
5.15 7.72 0.75 0.35 2.04 0.29
5.16 7.71 0.77 0.35 2.04 0.28
5.17 7.70 0.79 0.35 2.04 0.28
5.18 7.69 0.82 0.36 2.04 0.28
5.19 7.68 0.84 0.36 2.03 0.27
5.20 7.67 0.86 0.36 2.02 0.27
5.21 7.67 0.88 0.36 2.01 0.27
5.22 7.67 0.90 0.37 2.00 0.26
5.23 7.67 0.92 0.37 1.98 0.26
5.24 7.67 0.94 0.37 1.96 0.26
5.25 7.67 0.96 0.38 1.94 0.26
5.26 7.68 0.97 0.38 1.92 0.26
5.27 7.68 0.99 0.38 1.89 0.25
5.28 7.68 1.01 0.38 1.86 0.25
5.29 7.67 1.03 0.39 1.83 0.25
5.30 7.66 1.05 0.39 1.80 0.25
5.31 7.65 1.07 0.39 1.77 0.25
5.32 7.64 1.08 0.39 1.73 0.25
5.33 7.62 1.10 0.40 1.69 0.25
5.34 7.60 1.12 0.40 1.65 0.25
5.35 7.58 1.13 0.40 1.61 0.25
5.36 7.57 1.15 0.40 1.56 0.25
5.37 7.55 1.17 0.41 1.51 0.25
5.38 7.55 1.18 0.41 1.46 0.25
5.39 7.55 1.19 0.41 1.41 0.25
5.40 7.55 1.21 0.41 1.36 0.25
5.41 7.57 1.22 0.42 1.30 0.25
5.42 7.58 1.23 0.42 1.25 0.25
5.43 7.60 1.25 0.42 1.19 0.25
