TI=0.05 | U_mean=16.00 | Ct_used=0.21 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_16_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
0.56 17.48 0.85 0.04 1.99 0.25
0.57 17.35 0.87 0.04 1.95 0.26
0.58 17.23 0.89 0.04 1.92 0.27
0.59 17.13 0.90 0.05 1.87 0.28
0.60 17.05 0.92 0.05 1.83 0.29
0.61 17.00 0.94 0.05 1.78 0.30
0.62 16.97 0.96 0.05 1.73 0.31
0.63 16.97 0.98 0.06 1.68 0.33
0.64 17.00 0.99 0.06 1.63 0.34
0.65 17.06 1.01 0.06 1.57 0.35
0.66 17.13 1.02 0.07 1.51 0.36
0.67 17.21 1.04 0.07 1.46 0.37
0.68 17.30 1.05 0.08 1.40 0.39
0.69 17.38 1.07 0.08 1.34 0.40
0.70 17.46 1.08 0.08 1.28 0.41
0.71 17.51 1.09 0.09 1.22 0.42
0.72 17.55 1.10 0.09 1.16 0.43
0.73 17.57 1.12 0.10 1.10 0.45
0.74 17.57 1.13 0.10 1.04 0.46
0.75 17.55 1.14 0.11 0.97 0.47
0.76 17.52 1.15 0.11 0.91 0.48
0.77 17.48 1.15 0.12 0.84 0.49
0.78 17.44 1.16 0.12 0.78 0.51
0.79 17.41 1.17 0.13 0.71 0.52
0.80 17.38 1.18 0.13 0.65 0.53
0.81 17.37 1.18 0.14 0.58 0.54
0.82 17.36 1.19 0.14 0.51 0.55
0.83 17.36 1.19 0.15 0.44 0.56
0.84 17.38 1.20 0.15 0.38 0.57
0.85 17.39 1.20 0.16 0.31 0.58
0.86 17.40 1.20 0.16 0.25 0.59
0.87 17.40 1.21 0.17 0.18 0.60
0.88 17.39 1.21 0.18 0.12 0.62
0.89 17.36 1.21 0.18 0.05 0.62
0.90 17.33 1.21 0.19 -0.01 0.63
0.91 17.27 1.21 0.20 -0.08 0.64
0.92 17.21 1.21 0.20 -0.14 0.65
0.93 17.14 1.20 0.21 -0.20 0.66
0.94 17.07 1.20 0.22 -0.26 0.67
0.95 17.00 1.20 0.22 -0.32 0.68
0.96 16.95 1.20 0.23 -0.38 0.69
0.97 16.90 1.19 0.24 -0.44 0.69
0.98 16.87 1.19 0.24 -0.50 0.70
0.99 16.86 1.18 0.25 -0.55 0.71
1.00 16.86 1.18 0.26 -0.61 0.71
1.01 16.88 1.17 0.26 -0.66 0.72
1.02 16.91 1.16 0.27 -0.71 0.72
1.03 16.94 1.16 0.28 -0.76 0.73
1.04 16.97 1.15 0.29 -0.81 0.73
1.05 17.00 1.14 0.29 -0.85 0.74
1.06 17.02 1.13 0.30 -0.89 0.74
1.07 17.04 1.12 0.31 -0.93 0.75
1.08 17.05 1.11 0.32 -0.96 0.75
1.09 17.05 1.10 0.32 -1.00 0.75
1.10 17.05 1.09 0.33 -1.03 0.75
1.11 17.05 1.08 0.34 -1.06 0.75
1.12 17.05 1.07 0.35 -1.08 0.76
1.13 17.07 1.06 0.35 -1.11 0.76
1.14 17.10 1.05 0.36 -1.13 0.76
1.15 17.15 1.04 0.37 -1.14 0.76
1.16 17.21 1.03 0.38 -1.16 0.75
1.17 17.29 1.01 0.38 -1.17 0.75
1.18 17.37 1.00 0.39 -1.17 0.75
1.19 17.46 0.99 0.40 -1.18 0.75
1.20 17.55 0.98 0.41 -1.18 0.75
1.21 17.62 0.97 0.41 -1.18 0.74
1.22 17.67 0.96 0.42 -1.17 0.74
1.23 17.71 0.94 0.43 -1.16 0.73
1.24 17.71 0.93 0.44 -1.15 0.73
1.25 17.69 0.92 0.44 -1.14 0.72
1.26 17.65 0.91 0.45 -1.12 0.72
1.27 17.58 0.90 0.46 -1.10 0.71
1.28 17.49 0.89 0.46 -1.08 0.71
1.29 17.39 0.88 0.47 -1.06 0.70
1.30 17.29 0.87 0.48 -1.03 0.69
1.31 17.18 0.86 0.48 -1.01 0.68
1.32 17.09 0.85 0.49 -0.98 0.67
1.33 17.01 0.84 0.50 -0.95 0.67
1.34 16.95 0.83 0.51 -0.92 0.66
1.35 16.90 0.82 0.51 -0.89 0.65
1.36 16.87 0.81 0.52 -0.86 0.64
1.37 16.85 0.80 0.52 -0.83 0.63
1.38 16.84 0.79 0.53 -0.79 0.62
1.39 16.83 0.79 0.54 -0.75 0.60
1.40 16.81 0.78 0.54 -0.71 0.59
1.41 16.79 0.77 0.55 -0.67 0.58
1.42 16.76 0.76 0.55 -0.62 0.57
1.43 16.72 0.76 0.56 -0.58 0.56
1.44 16.66 0.75 0.57 -0.53 0.54
1.45 16.59 0.75 0.57 -0.49 0.53
1.46 16.52 0.74 0.58 -0.44 0.52
1.47 16.44 0.74 0.58 -0.39 0.50
1.48 16.36 0.74 0.59 -0.34 0.49
1.49 16.28 0.73 0.59 -0.29 0.47
1.50 16.22 0.73 0.60 -0.24 0.46
1.51 16.16 0.73 0.60 -0.19 0.44
1.52 16.12 0.73 0.60 -0.14 0.43
1.53 16.09 0.72 0.61 -0.09 0.41
1.54 16.06 0.72 0.61 -0.04 0.40
1.55 16.05 0.72 0.62 0.01 0.38
1.56 16.04 0.72 0.62 0.07 0.37
1.57 16.03 0.73 0.62 0.12 0.35
1.58 16.02 0.73 0.63 0.17 0.34
1.59 16.01 0.73 0.63 0.23 0.32
1.60 16.00 0.73 0.63 0.28 0.30
1.61 15.97 0.73 0.64 0.33 0.29
1.62 15.95 0.74 0.64 0.38 0.27
1.63 15.92 0.74 0.64 0.43 0.25
1.64 15.89 0.75 0.64 0.49 0.24
1.65 15.86 0.75 0.65 0.54 0.22
1.66 15.84 0.76 0.65 0.59 0.21
1.67 15.82 0.76 0.65 0.64 0.19
1.68 15.81 0.77 0.65 0.69 0.17
1.69 15.82 0.78 0.65 0.74 0.16
1.70 15.83 0.78 0.66 0.78 0.14
1.71 15.85 0.79 0.66 0.83 0.12
1.72 15.88 0.80 0.66 0.88 0.11
1.73 15.91 0.81 0.66 0.92 0.09
1.74 15.94 0.82 0.66 0.96 0.07
1.75 15.97 0.83 0.66 1.01 0.06
1.76 16.00 0.84 0.66 1.05 0.04
1.77 16.03 0.85 0.66 1.09 0.03
1.78 16.05 0.86 0.66 1.13 0.01
1.79 16.07 0.87 0.66 1.17 -0.00
1.80 16.09 0.89 0.66 1.20 -0.02
1.81 16.11 0.90 0.66 1.24 -0.03
1.82 16.12 0.91 0.66 1.27 -0.05
1.83 16.13 0.92 0.66 1.30 -0.06
1.84 16.14 0.94 0.66 1.33 -0.08
1.85 16.15 0.95 0.66 1.36 -0.09
1.86 16.16 0.96 0.66 1.39 -0.11
1.87 16.17 0.98 0.66 1.41 -0.12
1.88 16.18 0.99 0.66 1.43 -0.13
1.89 16.18 1.01 0.65 1.45 -0.15
1.90 16.17 1.02 0.65 1.47 -0.16
1.91 16.16 1.04 0.65 1.49 -0.17
1.92 16.15 1.05 0.65 1.50 -0.18
1.93 16.12 1.07 0.65 1.51 -0.20
1.94 16.09 1.08 0.65 1.52 -0.21
1.95 16.05 1.10 0.64 1.52 -0.22
1.96 16.01 1.11 0.64 1.52 -0.23
1.97 15.97 1.13 0.64 1.52 -0.24
1.98 15.93 1.14 0.64 1.52 -0.25
1.99 15.89 1.16 0.63 1.51 -0.26
2.00 15.86 1.17 0.63 1.51 -0.27
2.01 15.84 1.19 0.63 1.49 -0.28
2.02 15.82 1.20 0.63 1.48 -0.29
2.03 15.80 1.22 0.62 1.46 -0.30
2.04 15.79 1.23 0.62 1.44 -0.31
2.05 15.78 1.25 0.62 1.42 -0.31
2.06 15.77 1.26 0.61 1.40 -0.32
2.07 15.76 1.27 0.61 1.37 -0.33
2.08 15.74 1.29 0.61 1.34 -0.34
2.09 15.72 1.30 0.60 1.31 -0.34
2.10 15.69 1.31 0.60 1.27 -0.35
2.11 15.66 1.33 0.60 1.24 -0.36
2.12 15.62 1.34 0.59 1.20 -0.36
2.13 15.57 1.35 0.59 1.16 -0.37
2.14 15.52 1.36 0.59 1.11 -0.37
2.15 15.47 1.37 0.58 1.06 -0.38
2.16 15.43 1.38 0.58 1.01 -0.38
2.17 15.39 1.39 0.57 0.96 -0.39
2.18 15.35 1.40 0.57 0.91 -0.39
2.19 15.32 1.41 0.57 0.85 -0.39
2.20 15.30 1.42 0.56 0.80 -0.40
2.21 15.29 1.43 0.56 0.74 -0.40
2.22 15.28 1.43 0.55 0.68 -0.40
2.23 15.28 1.44 0.55 0.61 -0.40
2.24 15.28 1.45 0.55 0.55 -0.41
2.25 15.29 1.45 0.54 0.48 -0.41
2.26 15.29 1.45 0.54 0.42 -0.41
2.27 15.29 1.46 0.53 0.35 -0.41
2.28 15.30 1.46 0.53 0.28 -0.41
2.29 15.30 1.46 0.53 0.21 -0.41
2.30 15.30 1.47 0.52 0.14 -0.41
2.31 15.30 1.47 0.52 0.07 -0.42
2.32 15.30 1.47 0.51 -0.00 -0.42
2.33 15.29 1.47 0.51 -0.07 -0.42
2.34 15.28 1.47 0.50 -0.15 -0.42
2.35 15.28 1.46 0.50 -0.22 -0.42
2.36 15.27 1.46 0.50 -0.29 -0.42
2.37 15.25 1.46 0.49 -0.37 -0.42
2.38 15.23 1.45 0.49 -0.44 -0.42
2.39 15.21 1.45 0.48 -0.51 -0.41
2.40 15.19 1.44 0.48 -0.59 -0.41
2.41 15.17 1.44 0.48 -0.66 -0.41
2.42 15.14 1.43 0.47 -0.74 -0.41
2.43 15.12 1.42 0.47 -0.81 -0.41
2.44 15.10 1.41 0.46 -0.88 -0.41
2.45 15.08 1.41 0.46 -0.96 -0.41
2.46 15.08 1.40 0.45 -1.03 -0.41
2.47 15.09 1.38 0.45 -1.10 -0.41
2.48 15.12 1.37 0.45 -1.17 -0.41
2.49 15.16 1.36 0.44 -1.24 -0.41
2.50 15.23 1.35 0.44 -1.30 -0.40
2.51 15.30 1.34 0.43 -1.37 -0.40
2.52 15.40 1.32 0.43 -1.43 -0.40
2.53 15.50 1.31 0.43 -1.49 -0.40
2.54 15.61 1.29 0.42 -1.55 -0.40
2.55 15.72 1.28 0.42 -1.61 -0.40
2.56 15.82 1.26 0.41 -1.66 -0.40
2.57 15.90 1.24 0.41 -1.71 -0.40
2.58 15.97 1.23 0.41 -1.76 -0.40
2.59 16.02 1.21 0.40 -1.80 -0.40
2.60 16.05 1.19 0.40 -1.85 -0.40
2.61 16.05 1.17 0.39 -1.89 -0.40
2.62 16.04 1.15 0.39 -1.93 -0.40
2.63 16.00 1.13 0.39 -1.97 -0.40
2.64 15.95 1.11 0.38 -2.00 -0.40
2.65 15.89 1.09 0.38 -2.04 -0.40
2.66 15.84 1.07 0.37 -2.07 -0.40
2.67 15.78 1.05 0.37 -2.10 -0.40
2.68 15.73 1.03 0.37 -2.13 -0.40
2.69 15.70 1.01 0.36 -2.15 -0.40
2.70 15.67 0.99 0.36 -2.18 -0.40
2.71 15.67 0.96 0.36 -2.20 -0.40
2.72 15.67 0.94 0.35 -2.22 -0.40
2.73 15.69 0.92 0.35 -2.23 -0.40
2.74 15.71 0.90 0.34 -2.25 -0.40
2.75 15.74 0.88 0.34 -2.26 -0.41
2.76 15.77 0.85 0.33 -2.27 -0.41
2.77 15.79 0.83 0.33 -2.27 -0.41
2.78 15.80 0.81 0.33 -2.27 -0.41
2.79 15.81 0.78 0.32 -2.27 -0.41
2.80 15.81 0.76 0.32 -2.27 -0.42
2.81 15.80 0.74 0.31 -2.26 -0.42
2.82 15.78 0.72 0.31 -2.26 -0.42
2.83 15.76 0.69 0.31 -2.25 -0.42
2.84 15.74 0.67 0.30 -2.23 -0.43
2.85 15.71 0.65 0.30 -2.22 -0.43
2.86 15.70 0.63 0.29 -2.20 -0.43
2.87 15.69 0.61 0.29 -2.18 -0.44
2.88 15.69 0.58 0.28 -2.16 -0.44
2.89 15.70 0.56 0.28 -2.14 -0.44
2.90 15.72 0.54 0.28 -2.11 -0.45
2.91 15.75 0.52 0.27 -2.08 -0.45
2.92 15.79 0.50 0.27 -2.05 -0.45
2.93 15.83 0.48 0.26 -2.01 -0.46
2.94 15.88 0.46 0.26 -1.98 -0.46
2.95 15.93 0.44 0.25 -1.94 -0.47
2.96 15.98 0.42 0.25 -1.90 -0.47
2.97 16.02 0.40 0.24 -1.85 -0.48
2.98 16.07 0.38 0.24 -1.81 -0.48
2.99 16.12 0.37 0.23 -1.76 -0.49
3.00 16.16 0.35 0.23 -1.71 -0.49
3.01 16.20 0.33 0.22 -1.65 -0.49
3.02 16.24 0.32 0.22 -1.60 -0.50
3.03 16.27 0.30 0.21 -1.54 -0.50
3.04 16.30 0.28 0.21 -1.48 -0.51
3.05 16.33 0.27 0.20 -1.42 -0.51
3.06 16.34 0.26 0.20 -1.36 -0.52
3.07 16.35 0.24 0.19 -1.30 -0.52
3.08 16.35 0.23 0.19 -1.24 -0.53
3.09 16.34 0.22 0.18 -1.17 -0.53
3.10 16.32 0.21 0.18 -1.11 -0.54
3.11 16.29 0.20 0.17 -1.04 -0.54
3.12 16.25 0.19 0.17 -0.98 -0.55
3.13 16.21 0.18 0.16 -0.91 -0.55
3.14 16.16 0.17 0.16 -0.84 -0.55
3.15 16.12 0.16 0.15 -0.78 -0.56
3.16 16.08 0.15 0.14 -0.71 -0.56
3.17 16.04 0.14 0.14 -0.64 -0.57
3.18 16.02 0.14 0.13 -0.58 -0.57
3.19 16.01 0.13 0.13 -0.51 -0.57
3.20 16.01 0.13 0.12 -0.45 -0.58
3.21 16.03 0.12 0.12 -0.38 -0.58
3.22 16.06 0.12 0.11 -0.31 -0.58
3.23 16.09 0.12 0.10 -0.25 -0.58
3.24 16.13 0.12 0.10 -0.18 -0.59
3.25 16.18 0.11 0.09 -0.12 -0.59
3.26 16.21 0.11 0.09 -0.05 -0.59
3.27 16.24 0.11 0.08 0.01 -0.59
3.28 16.26 0.11 0.07 0.07 -0.59
3.29 16.26 0.11 0.07 0.14 -0.60
3.30 16.25 0.12 0.06 0.20 -0.60
3.31 16.23 0.12 0.06 0.26 -0.60
3.32 16.19 0.12 0.05 0.32 -0.60
3.33 16.14 0.13 0.04 0.37 -0.60
3.34 16.09 0.13 0.04 0.43 -0.60
3.35 16.03 0.13 0.03 0.48 -0.60
3.36 15.98 0.14 0.03 0.53 -0.60
3.37 15.94 0.14 0.02 0.58 -0.60
3.38 15.90 0.15 0.02 0.63 -0.59
3.39 15.89 0.16 0.01 0.68 -0.59
3.40 15.88 0.16 0.00 0.72 -0.59
3.41 15.89 0.17 -0.00 0.76 -0.59
3.42 15.91 0.18 -0.01 0.80 -0.58
3.43 15.95 0.19 -0.01 0.84 -0.58
3.44 15.99 0.20 -0.02 0.88 -0.58
3.45 16.03 0.21 -0.03 0.91 -0.57
3.46 16.08 0.21 -0.03 0.95 -0.57
3.47 16.12 0.22 -0.04 0.98 -0.56
3.48 16.15 0.23 -0.04 1.01 -0.56
3.49 16.18 0.24 -0.05 1.04 -0.55
3.50 16.19 0.25 -0.05 1.06 -0.55
3.51 16.19 0.27 -0.06 1.09 -0.54
3.52 16.17 0.28 -0.06 1.11 -0.54
3.53 16.14 0.29 -0.07 1.13 -0.53
3.54 16.11 0.30 -0.08 1.14 -0.52
3.55 16.06 0.31 -0.08 1.16 -0.51
3.56 16.01 0.32 -0.09 1.17 -0.50
3.57 15.96 0.33 -0.09 1.18 -0.50
3.58 15.90 0.35 -0.10 1.18 -0.49
3.59 15.85 0.36 -0.10 1.18 -0.48
3.60 15.80 0.37 -0.11 1.18 -0.47
3.61 15.77 0.38 -0.11 1.18 -0.46
3.62 15.74 0.39 -0.11 1.17 -0.45
3.63 15.73 0.40 -0.12 1.17 -0.44
3.64 15.73 0.42 -0.12 1.16 -0.43
3.65 15.75 0.43 -0.13 1.14 -0.41
3.66 15.78 0.44 -0.13 1.13 -0.40
3.67 15.83 0.45 -0.14 1.11 -0.39
3.68 15.89 0.46 -0.14 1.10 -0.38
3.69 15.96 0.47 -0.14 1.08 -0.36
3.70 16.04 0.48 -0.15 1.06 -0.35
3.71 16.12 0.49 -0.15 1.04 -0.34
3.72 16.20 0.50 -0.15 1.01 -0.32
3.73 16.29 0.51 -0.16 0.99 -0.31
3.74 16.36 0.52 -0.16 0.96 -0.30
3.75 16.43 0.53 -0.16 0.94 -0.28
3.76 16.48 0.54 -0.16 0.91 -0.27
3.77 16.52 0.55 -0.17 0.88 -0.25
3.78 16.54 0.56 -0.17 0.85 -0.24
3.79 16.55 0.57 -0.17 0.82 -0.22
3.80 16.54 0.58 -0.17 0.79 -0.21
3.81 16.52 0.58 -0.18 0.75 -0.19
3.82 16.48 0.59 -0.18 0.72 -0.17
3.83 16.44 0.60 -0.18 0.68 -0.16
3.84 16.39 0.60 -0.18 0.64 -0.14
3.85 16.34 0.61 -0.18 0.60 -0.12
3.86 16.28 0.62 -0.18 0.56 -0.11
3.87 16.23 0.62 -0.18 0.52 -0.09
3.88 16.18 0.63 -0.19 0.47 -0.07
3.89 16.13 0.63 -0.19 0.43 -0.06
3.90 16.09 0.64 -0.19 0.38 -0.04
3.91 16.04 0.64 -0.19 0.33 -0.02
3.92 16.01 0.64 -0.19 0.28 -0.00
3.93 15.97 0.64 -0.19 0.23 0.01
3.94 15.94 0.65 -0.19 0.18 0.03
3.95 15.91 0.65 -0.19 0.13 0.05
3.96 15.88 0.65 -0.19 0.08 0.06
3.97 15.86 0.65 -0.19 0.03 0.08
3.98 15.84 0.65 -0.18 -0.02 0.10
3.99 15.83 0.65 -0.18 -0.07 0.12
4.00 15.83 0.65 -0.18 -0.12 0.13
4.01 15.83 0.65 -0.18 -0.17 0.15
4.02 15.84 0.65 -0.18 -0.22 0.17
4.03 15.86 0.64 -0.18 -0.27 0.18
4.04 15.88 0.64 -0.18 -0.31 0.20
4.05 15.91 0.64 -0.17 -0.36 0.22
4.06 15.94 0.63 -0.17 -0.41 0.23
4.07 15.98 0.63 -0.17 -0.45 0.25
4.08 16.00 0.62 -0.17 -0.50 0.27
4.09 16.03 0.62 -0.16 -0.54 0.28
4.10 16.04 0.61 -0.16 -0.58 0.30
4.11 16.04 0.61 -0.16 -0.62 0.31
4.12 16.02 0.60 -0.15 -0.66 0.33
4.13 16.00 0.59 -0.15 -0.69 0.34
4.14 15.96 0.59 -0.15 -0.73 0.36
4.15 15.91 0.58 -0.14 -0.77 0.37
4.16 15.85 0.57 -0.14 -0.80 0.39
4.17 15.78 0.56 -0.14 -0.83 0.40
4.18 15.71 0.55 -0.13 -0.86 0.42
4.19 15.64 0.55 -0.13 -0.89 0.43
4.20 15.58 0.54 -0.12 -0.92 0.44
4.21 15.53 0.53 -0.12 -0.95 0.45
4.22 15.48 0.52 -0.11 -0.98 0.47
4.23 15.44 0.51 -0.11 -1.00 0.48
4.24 15.41 0.50 -0.10 -1.02 0.49
4.25 15.40 0.49 -0.10 -1.04 0.50
4.26 15.39 0.48 -0.09 -1.06 0.51
4.27 15.39 0.47 -0.09 -1.08 0.52
4.28 15.39 0.46 -0.08 -1.09 0.53
4.29 15.40 0.44 -0.08 -1.10 0.54
4.30 15.41 0.43 -0.07 -1.11 0.55
4.31 15.43 0.42 -0.07 -1.12 0.56
4.32 15.44 0.41 -0.06 -1.12 0.57
4.33 15.46 0.40 -0.06 -1.13 0.58
4.34 15.47 0.39 -0.05 -1.12 0.59
4.35 15.48 0.38 -0.04 -1.12 0.59
4.36 15.49 0.37 -0.04 -1.12 0.60
4.37 15.50 0.36 -0.03 -1.11 0.61
4.38 15.50 0.34 -0.03 -1.10 0.61
4.39 15.49 0.33 -0.02 -1.09 0.62
4.40 15.48 0.32 -0.01 -1.07 0.63
4.41 15.46 0.31 -0.01 -1.05 0.63
4.42 15.43 0.30 -0.00 -1.03 0.63
4.43 15.38 0.29 0.01 -1.01 0.64
4.44 15.32 0.28 0.01 -0.99 0.64
4.45 15.25 0.27 0.02 -0.96 0.65
4.46 15.16 0.26 0.02 -0.94 0.65
4.47 15.07 0.25 0.03 -0.91 0.65
4.48 14.97 0.24 0.04 -0.88 0.65
4.49 14.88 0.24 0.04 -0.85 0.65
4.50 14.78 0.23 0.05 -0.82 0.66
4.51 14.70 0.22 0.06 -0.78 0.66
4.52 14.64 0.21 0.06 -0.75 0.66
4.53 14.59 0.20 0.07 -0.71 0.66
4.54 14.57 0.20 0.08 -0.67 0.66
4.55 14.57 0.19 0.08 -0.63 0.66
4.56 14.61 0.18 0.09 -0.59 0.66
4.57 14.66 0.18 0.10 -0.55 0.65
4.58 14.74 0.17 0.10 -0.50 0.65
4.59 14.83 0.17 0.11 -0.45 0.65
4.60 14.93 0.16 0.12 -0.40 0.65
4.61 15.04 0.16 0.12 -0.35 0.64
4.62 15.14 0.16 0.13 -0.29 0.64
4.63 15.23 0.15 0.14 -0.24 0.64
4.64 15.31 0.15 0.14 -0.18 0.63
4.65 15.36 0.15 0.15 -0.12 0.63
4.66 15.40 0.15 0.15 -0.06 0.63
4.67 15.41 0.15 0.16 0.01 0.62
4.68 15.40 0.15 0.17 0.07 0.62
4.69 15.37 0.15 0.17 0.13 0.61
4.70 15.32 0.15 0.18 0.20 0.61
4.71 15.26 0.16 0.18 0.26 0.60
4.72 15.19 0.16 0.19 0.33 0.59
4.73 15.12 0.16 0.20 0.39 0.59
4.74 15.05 0.17 0.20 0.46 0.58
4.75 15.00 0.17 0.21 0.52 0.58
4.76 14.95 0.18 0.21 0.59 0.57
4.77 14.92 0.18 0.22 0.65 0.56
4.78 14.91 0.19 0.23 0.71 0.56
4.79 14.91 0.20 0.23 0.77 0.55
4.80 14.93 0.21 0.24 0.84 0.54
4.81 14.96 0.21 0.24 0.90 0.54
4.82 15.01 0.22 0.25 0.96 0.53
4.83 15.06 0.23 0.25 1.02 0.52
4.84 15.11 0.24 0.26 1.08 0.51
4.85 15.17 0.25 0.26 1.15 0.51
4.86 15.22 0.27 0.27 1.21 0.50
4.87 15.27 0.28 0.27 1.27 0.49
4.88 15.30 0.29 0.28 1.33 0.48
4.89 15.33 0.31 0.28 1.38 0.48
4.90 15.34 0.32 0.29 1.44 0.47
4.91 15.33 0.33 0.29 1.50 0.46
4.92 15.31 0.35 0.30 1.55 0.45
4.93 15.28 0.37 0.30 1.60 0.45
4.94 15.24 0.38 0.31 1.65 0.44
4.95 15.20 0.40 0.31 1.70 0.43
4.96 15.14 0.42 0.31 1.75 0.42
4.97 15.09 0.43 0.32 1.79 0.42
4.98 15.05 0.45 0.32 1.83 0.41
4.99 15.02 0.47 0.33 1.87 0.40
5.00 14.99 0.49 0.33 1.91 0.40
5.01 14.99 0.51 0.33 1.94 0.39
5.02 15.00 0.53 0.34 1.98 0.38
5.03 15.03 0.55 0.34 2.01 0.38
5.04 15.07 0.57 0.35 2.04 0.37
5.05 15.13 0.59 0.35 2.06 0.36
5.06 15.20 0.61 0.35 2.09 0.36
5.07 15.28 0.63 0.36 2.11 0.35
5.08 15.35 0.65 0.36 2.13 0.35
5.09 15.42 0.67 0.36 2.15 0.34
5.10 15.48 0.69 0.37 2.17 0.33
5.11 15.53 0.72 0.37 2.18 0.33
5.12 15.57 0.74 0.37 2.20 0.32
5.13 15.59 0.76 0.38 2.21 0.32
5.14 15.59 0.78 0.38 2.22 0.31
5.15 15.59 0.80 0.38 2.22 0.31
5.16 15.57 0.83 0.39 2.22 0.30
5.17 15.55 0.85 0.39 2.22 0.30
5.18 15.52 0.87 0.39 2.22 0.30
5.19 15.50 0.89 0.39 2.21 0.29
5.20 15.48 0.92 0.40 2.20 0.29
5.21 15.47 0.94 0.40 2.19 0.29
5.22 15.46 0.96 0.40 2.18 0.28
5.23 15.46 0.98 0.41 2.16 0.28
5.24 15.47 1.00 0.41 2.14 0.28
5.25 15.48 1.02 0.41 2.12 0.27
5.26 15.49 1.04 0.41 2.10 0.27
5.27 15.49 1.07 0.42 2.07 0.27
5.28 15.49 1.09 0.42 2.04 0.27
5.29 15.48 1.11 0.42 2.01 0.27
5.30 15.46 1.13 0.43 1.97 0.26
5.31 15.43 1.15 0.43 1.94 0.26
5.32 15.38 1.16 0.43 1.90 0.26
5.33 15.34 1.18 0.43 1.85 0.26
5.34 15.29 1.20 0.44 1.81 0.26
5.35 15.25 1.22 0.44 1.76 0.26
5.36 15.21 1.24 0.44 1.71 0.26
5.37 15.18 1.25 0.44 1.66 0.26
5.38 15.17 1.27 0.45 1.60 0.26
5.39 15.17 1.29 0.45 1.55 0.26
5.40 15.18 1.30 0.45 1.49 0.26
5.41 15.21 1.32 0.45 1.43 0.26
5.42 15.25 1.33 0.46 1.37 0.26
5.43 15.30 1.34 0.46 1.31 0.26
