TI=0.05 | U_mean=18.00 | Ct_used=0.15 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_18_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
0.77 19.75 1.03 0.10 0.76 0.44
0.78 19.70 1.04 0.11 0.70 0.45
0.79 19.66 1.05 0.11 0.64 0.46
0.80 19.63 1.05 0.12 0.58 0.47
0.81 19.61 1.06 0.12 0.52 0.48
0.82 19.61 1.06 0.13 0.46 0.49
0.83 19.61 1.07 0.13 0.40 0.50
0.84 19.62 1.07 0.14 0.34 0.51
0.85 19.64 1.07 0.14 0.28 0.52
0.86 19.65 1.08 0.15 0.22 0.53
0.87 19.65 1.08 0.15 0.16 0.54
0.88 19.64 1.08 0.16 0.11 0.55
0.89 19.61 1.08 0.16 0.05 0.56
0.90 19.57 1.08 0.17 -0.01 0.57
0.91 19.51 1.08 0.17 -0.07 0.58
0.92 19.43 1.08 0.18 -0.12 0.58
0.93 19.35 1.08 0.19 -0.18 0.59
0.94 19.27 1.08 0.19 -0.23 0.60
0.95 19.19 1.07 0.20 -0.29 0.61
0.96 19.12 1.07 0.20 -0.34 0.61
0.97 19.07 1.07 0.21 -0.39 0.62
0.98 19.03 1.06 0.22 -0.45 0.63
0.99 19.02 1.06 0.22 -0.50 0.63
1.00 19.02 1.05 0.23 -0.55 0.64
1.01 19.05 1.05 0.24 -0.59 0.64
1.02 19.08 1.04 0.24 -0.64 0.65
1.03 19.11 1.03 0.25 -0.68 0.65
1.04 19.15 1.03 0.26 -0.72 0.66
1.05 19.19 1.02 0.26 -0.76 0.66
1.06 19.21 1.01 0.27 -0.80 0.66
1.07 19.23 1.00 0.28 -0.83 0.67
1.08 19.24 1.00 0.28 -0.86 0.67
1.09 19.24 0.99 0.29 -0.89 0.67
1.10 19.24 0.98 0.30 -0.92 0.67
1.11 19.24 0.97 0.30 -0.95 0.68
1.12 19.25 0.96 0.31 -0.97 0.68
1.13 19.27 0.95 0.32 -0.99 0.68
1.14 19.31 0.94 0.32 -1.01 0.68
1.15 19.36 0.93 0.33 -1.03 0.68
1.16 19.44 0.92 0.34 -1.04 0.68
1.17 19.53 0.91 0.34 -1.05 0.67
1.18 19.63 0.90 0.35 -1.06 0.67
1.19 19.73 0.89 0.36 -1.06 0.67
1.20 19.83 0.88 0.36 -1.06 0.67
1.21 19.91 0.87 0.37 -1.06 0.66
1.22 19.98 0.86 0.38 -1.05 0.66
1.23 20.02 0.84 0.38 -1.04 0.66
1.24 20.02 0.83 0.39 -1.03 0.65
1.25 20.00 0.82 0.40 -1.02 0.65
1.26 19.94 0.81 0.40 -1.01 0.64
1.27 19.86 0.80 0.41 -0.99 0.64
1.28 19.76 0.79 0.42 -0.97 0.63
1.29 19.64 0.78 0.42 -0.95 0.63
1.30 19.52 0.78 0.43 -0.93 0.62
1.31 19.41 0.77 0.43 -0.91 0.61
1.32 19.30 0.76 0.44 -0.88 0.60
1.33 19.20 0.75 0.45 -0.86 0.60
1.34 19.13 0.74 0.45 -0.83 0.59
1.35 19.08 0.73 0.46 -0.80 0.58
1.36 19.04 0.72 0.46 -0.77 0.57
1.37 19.02 0.72 0.47 -0.74 0.56
1.38 19.00 0.71 0.47 -0.71 0.55
1.39 18.99 0.70 0.48 -0.67 0.54
1.40 18.97 0.70 0.49 -0.64 0.53
1.41 18.95 0.69 0.49 -0.60 0.52
1.42 18.91 0.68 0.50 -0.56 0.51
1.43 18.86 0.68 0.50 -0.52 0.50
1.44 18.79 0.67 0.51 -0.48 0.49
1.45 18.71 0.67 0.51 -0.44 0.47
1.46 18.62 0.66 0.52 -0.40 0.46
1.47 18.53 0.66 0.52 -0.35 0.45
1.48 18.44 0.66 0.52 -0.31 0.44
1.49 18.35 0.65 0.53 -0.27 0.42
1.50 18.28 0.65 0.53 -0.22 0.41
1.51 18.21 0.65 0.54 -0.18 0.40
1.52 18.16 0.65 0.54 -0.13 0.38
1.53 18.12 0.65 0.54 -0.09 0.37
1.54 18.10 0.65 0.55 -0.04 0.36
1.55 18.08 0.65 0.55 0.01 0.34
1.56 18.07 0.65 0.56 0.05 0.33
1.57 18.06 0.65 0.56 0.10 0.31
1.58 18.05 0.65 0.56 0.15 0.30
1.59 18.04 0.65 0.56 0.20 0.29
1.60 18.02 0.65 0.57 0.24 0.27
1.61 17.99 0.66 0.57 0.29 0.26
1.62 17.96 0.66 0.57 0.34 0.24
1.63 17.93 0.66 0.57 0.38 0.23
1.64 17.89 0.67 0.58 0.43 0.21
1.65 17.86 0.67 0.58 0.47 0.20
1.66 17.83 0.68 0.58 0.52 0.18
1.67 17.81 0.68 0.58 0.56 0.17
1.68 17.81 0.69 0.58 0.61 0.15
1.69 17.81 0.69 0.59 0.65 0.14
1.70 17.82 0.70 0.59 0.69 0.12
1.71 17.85 0.71 0.59 0.74 0.11
1.72 17.88 0.71 0.59 0.78 0.10
1.73 17.91 0.72 0.59 0.82 0.08
1.74 17.95 0.73 0.59 0.86 0.07
1.75 17.99 0.74 0.59 0.89 0.05
1.76 18.03 0.75 0.59 0.93 0.04
1.77 18.06 0.76 0.59 0.97 0.02
1.78 18.09 0.77 0.59 1.00 0.01
1.79 18.11 0.78 0.59 1.04 -0.00
1.80 18.13 0.79 0.59 1.07 -0.02
1.81 18.15 0.80 0.59 1.10 -0.03
1.82 18.16 0.81 0.59 1.13 -0.04
1.83 18.17 0.82 0.59 1.16 -0.06
1.84 18.19 0.83 0.59 1.19 -0.07
1.85 18.20 0.85 0.59 1.21 -0.08
1.86 18.21 0.86 0.59 1.24 -0.10
1.87 18.22 0.87 0.59 1.26 -0.11
1.88 18.23 0.88 0.59 1.28 -0.12
1.89 18.23 0.90 0.59 1.30 -0.13
1.90 18.23 0.91 0.58 1.31 -0.14
1.91 18.22 0.92 0.58 1.33 -0.15
1.92 18.20 0.94 0.58 1.34 -0.17
1.93 18.17 0.95 0.58 1.35 -0.18
1.94 18.13 0.96 0.58 1.35 -0.19
1.95 18.09 0.98 0.58 1.36 -0.20
1.96 18.04 0.99 0.57 1.36 -0.21
1.97 17.99 1.00 0.57 1.36 -0.22
1.98 17.95 1.02 0.57 1.36 -0.23
1.99 17.90 1.03 0.57 1.35 -0.24
2.00 17.87 1.04 0.56 1.34 -0.24
2.01 17.84 1.06 0.56 1.33 -0.25
2.02 17.81 1.07 0.56 1.32 -0.26
2.03 17.79 1.08 0.56 1.31 -0.27
2.04 17.78 1.10 0.55 1.29 -0.28
2.05 17.77 1.11 0.55 1.27 -0.28
2.06 17.76 1.12 0.55 1.25 -0.29
2.07 17.75 1.14 0.55 1.22 -0.30
2.08 17.73 1.15 0.54 1.20 -0.30
2.09 17.70 1.16 0.54 1.17 -0.31
2.10 17.67 1.17 0.54 1.14 -0.32
2.11 17.63 1.18 0.53 1.11 -0.32
2.12 17.58 1.19 0.53 1.07 -0.33
2.13 17.53 1.20 0.53 1.03 -0.33
2.14 17.47 1.21 0.52 0.99 -0.34
2.15 17.41 1.22 0.52 0.95 -0.34
2.16 17.36 1.23 0.52 0.91 -0.34
2.17 17.31 1.24 0.51 0.86 -0.35
2.18 17.27 1.25 0.51 0.81 -0.35
2.19 17.24 1.26 0.51 0.76 -0.35
2.20 17.21 1.26 0.50 0.71 -0.36
2.21 17.20 1.27 0.50 0.66 -0.36
2.22 17.19 1.28 0.49 0.60 -0.36
2.23 17.19 1.28 0.49 0.55 -0.36
2.24 17.19 1.29 0.49 0.49 -0.37
2.25 17.19 1.29 0.48 0.43 -0.37
2.26 17.20 1.30 0.48 0.37 -0.37
2.27 17.20 1.30 0.48 0.31 -0.37
2.28 17.21 1.30 0.47 0.25 -0.37
2.29 17.21 1.31 0.47 0.19 -0.37
2.30 17.21 1.31 0.47 0.13 -0.37
2.31 17.21 1.31 0.46 0.06 -0.37
2.32 17.21 1.31 0.46 -0.00 -0.37
2.33 17.20 1.31 0.45 -0.07 -0.37
2.34 17.19 1.31 0.45 -0.13 -0.38
2.35 17.18 1.31 0.45 -0.20 -0.38
2.36 17.17 1.30 0.44 -0.26 -0.37
2.37 17.16 1.30 0.44 -0.33 -0.37
2.38 17.14 1.30 0.44 -0.39 -0.37
2.39 17.11 1.29 0.43 -0.46 -0.37
2.40 17.09 1.29 0.43 -0.53 -0.37
2.41 17.06 1.28 0.42 -0.59 -0.37
2.42 17.03 1.28 0.42 -0.66 -0.37
2.43 17.00 1.27 0.42 -0.73 -0.37
2.44 16.97 1.26 0.41 -0.79 -0.37
2.45 16.96 1.25 0.41 -0.86 -0.37
2.46 16.95 1.24 0.41 -0.92 -0.37
2.47 16.97 1.23 0.40 -0.98 -0.37
2.48 17.00 1.22 0.40 -1.05 -0.37
2.49 17.05 1.21 0.39 -1.11 -0.37
2.50 17.12 1.20 0.39 -1.17 -0.36
2.51 17.22 1.19 0.39 -1.23 -0.36
2.52 17.33 1.18 0.38 -1.28 -0.36
2.53 17.45 1.17 0.38 -1.34 -0.36
2.54 17.57 1.15 0.38 -1.39 -0.36
2.55 17.70 1.14 0.37 -1.44 -0.36
2.56 17.82 1.12 0.37 -1.49 -0.36
2.57 17.92 1.11 0.37 -1.53 -0.36
2.58 18.00 1.09 0.36 -1.57 -0.36
2.59 18.06 1.08 0.36 -1.62 -0.36
2.60 18.09 1.06 0.36 -1.65 -0.36
2.61 18.10 1.04 0.35 -1.69 -0.36
2.62 18.07 1.03 0.35 -1.73 -0.36
2.63 18.03 1.01 0.34 -1.76 -0.36
2.64 17.98 0.99 0.34 -1.79 -0.36
2.65 17.91 0.97 0.34 -1.82 -0.36
2.66 17.84 0.95 0.33 -1.85 -0.36
2.67 17.77 0.94 0.33 -1.88 -0.36
2.68 17.72 0.92 0.33 -1.90 -0.36
2.69 17.68 0.90 0.32 -1.93 -0.36
2.70 17.65 0.88 0.32 -1.95 -0.36
2.71 17.64 0.86 0.32 -1.97 -0.36
2.72 17.65 0.84 0.31 -1.98 -0.36
2.73 17.67 0.82 0.31 -2.00 -0.36
2.74 17.69 0.80 0.30 -2.01 -0.36
2.75 17.73 0.78 0.30 -2.02 -0.37
2.76 17.76 0.76 0.30 -2.03 -0.37
2.77 17.78 0.74 0.29 -2.03 -0.37
2.78 17.80 0.72 0.29 -2.03 -0.37
2.79 17.81 0.70 0.29 -2.03 -0.37
2.80 17.81 0.68 0.28 -2.03 -0.37
2.81 17.80 0.66 0.28 -2.03 -0.38
2.82 17.77 0.64 0.28 -2.02 -0.38
2.83 17.75 0.62 0.27 -2.01 -0.38
2.84 17.72 0.60 0.27 -2.00 -0.38
2.85 17.70 0.58 0.26 -1.99 -0.39
2.86 17.68 0.56 0.26 -1.97 -0.39
2.87 17.67 0.54 0.26 -1.95 -0.39
2.88 17.67 0.52 0.25 -1.93 -0.40
2.89 17.69 0.50 0.25 -1.91 -0.40
2.90 17.71 0.48 0.24 -1.89 -0.40
2.91 17.75 0.46 0.24 -1.86 -0.41
2.92 17.79 0.44 0.24 -1.83 -0.41
2.93 17.84 0.42 0.23 -1.80 -0.41
2.94 17.89 0.41 0.23 -1.77 -0.42
2.95 17.95 0.39 0.22 -1.74 -0.42
2.96 18.00 0.37 0.22 -1.70 -0.42
2.97 18.06 0.35 0.21 -1.66 -0.43
2.98 18.12 0.34 0.21 -1.62 -0.43
2.99 18.17 0.32 0.21 -1.57 -0.44
3.00 18.22 0.31 0.20 -1.53 -0.44
3.01 18.27 0.29 0.20 -1.48 -0.44
3.02 18.31 0.28 0.19 -1.43 -0.45
3.03 18.35 0.26 0.19 -1.38 -0.45
3.04 18.39 0.25 0.18 -1.33 -0.46
3.05 18.41 0.24 0.18 -1.27 -0.46
3.06 18.44 0.22 0.17 -1.22 -0.46
3.07 18.45 0.21 0.17 -1.16 -0.47
3.08 18.45 0.20 0.17 -1.11 -0.47
3.09 18.43 0.19 0.16 -1.05 -0.48
3.10 18.41 0.18 0.16 -0.99 -0.48
3.11 18.38 0.17 0.15 -0.93 -0.48
3.12 18.33 0.16 0.15 -0.87 -0.49
3.13 18.28 0.15 0.14 -0.81 -0.49
3.14 18.23 0.14 0.14 -0.75 -0.50
3.15 18.17 0.14 0.13 -0.69 -0.50
3.16 18.12 0.13 0.13 -0.64 -0.50
3.17 18.09 0.13 0.12 -0.58 -0.51
3.18 18.06 0.12 0.12 -0.52 -0.51
3.19 18.05 0.11 0.11 -0.46 -0.51
3.20 18.05 0.11 0.11 -0.40 -0.52
3.21 18.07 0.11 0.10 -0.34 -0.52
3.22 18.10 0.10 0.10 -0.28 -0.52
3.23 18.14 0.10 0.09 -0.22 -0.52
3.24 18.19 0.10 0.09 -0.16 -0.53
3.25 18.24 0.10 0.08 -0.11 -0.53
3.26 18.28 0.10 0.07 -0.05 -0.53
3.27 18.32 0.10 0.07 0.01 -0.53
3.28 18.34 0.10 0.06 0.07 -0.53
3.29 18.34 0.10 0.06 0.12 -0.53
3.30 18.33 0.10 0.05 0.18 -0.53
3.31 18.30 0.10 0.05 0.23 -0.53
3.32 18.25 0.10 0.04 0.28 -0.54
3.33 18.20 0.11 0.04 0.34 -0.54
3.34 18.14 0.11 0.03 0.39 -0.53
3.35 18.07 0.12 0.03 0.43 -0.53
3.36 18.01 0.12 0.02 0.48 -0.53
3.37 17.96 0.12 0.02 0.52 -0.53
3.38 17.92 0.13 0.01 0.57 -0.53
3.39 17.90 0.14 0.01 0.61 -0.53
3.40 17.90 0.14 -0.00 0.65 -0.53
3.41 17.91 0.15 -0.01 0.68 -0.53
3.42 17.93 0.16 -0.01 0.72 -0.52
3.43 17.98 0.16 -0.02 0.75 -0.52
3.44 18.02 0.17 -0.02 0.79 -0.52
3.45 18.08 0.18 -0.03 0.82 -0.51
3.46 18.13 0.19 -0.03 0.85 -0.51
3.47 18.18 0.20 -0.04 0.88 -0.50
3.48 18.21 0.20 -0.04 0.90 -0.50
3.49 18.24 0.21 -0.05 0.93 -0.49
3.50 18.26 0.22 -0.05 0.95 -0.49
3.51 18.25 0.23 -0.06 0.97 -0.48
3.52 18.24 0.24 -0.06 0.99 -0.48
3.53 18.21 0.25 -0.07 1.01 -0.47
3.54 18.16 0.26 -0.07 1.02 -0.46
3.55 18.11 0.27 -0.07 1.04 -0.46
3.56 18.05 0.28 -0.08 1.05 -0.45
3.57 17.98 0.29 -0.08 1.05 -0.44
3.58 17.92 0.30 -0.09 1.06 -0.43
3.59 17.86 0.32 -0.09 1.06 -0.43
3.60 17.81 0.33 -0.10 1.06 -0.42
3.61 17.77 0.34 -0.10 1.06 -0.41
3.62 17.73 0.35 -0.10 1.05 -0.40
3.63 17.72 0.36 -0.11 1.04 -0.39
3.64 17.72 0.37 -0.11 1.04 -0.38
3.65 17.74 0.38 -0.12 1.02 -0.37
3.66 17.78 0.39 -0.12 1.01 -0.36
3.67 17.83 0.40 -0.12 1.00 -0.35
3.68 17.90 0.41 -0.13 0.98 -0.34
3.69 17.99 0.42 -0.13 0.97 -0.32
3.70 18.08 0.43 -0.13 0.95 -0.31
3.71 18.18 0.44 -0.14 0.93 -0.30
3.72 18.28 0.45 -0.14 0.91 -0.29
3.73 18.37 0.46 -0.14 0.89 -0.28
3.74 18.46 0.46 -0.14 0.86 -0.26
3.75 18.54 0.47 -0.15 0.84 -0.25
3.76 18.60 0.48 -0.15 0.82 -0.24
3.77 18.65 0.49 -0.15 0.79 -0.22
3.78 18.67 0.50 -0.15 0.76 -0.21
3.79 18.68 0.50 -0.16 0.74 -0.19
3.80 18.67 0.51 -0.16 0.71 -0.18
3.81 18.64 0.52 -0.16 0.68 -0.17
3.82 18.61 0.52 -0.16 0.64 -0.15
3.83 18.55 0.53 -0.16 0.61 -0.14
3.84 18.50 0.54 -0.16 0.58 -0.12
3.85 18.43 0.54 -0.17 0.54 -0.11
3.86 18.37 0.55 -0.17 0.50 -0.09
3.87 18.31 0.55 -0.17 0.46 -0.08
3.88 18.25 0.56 -0.17 0.43 -0.06
3.89 18.19 0.56 -0.17 0.38 -0.05
3.90 18.14 0.56 -0.17 0.34 -0.03
3.91 18.09 0.57 -0.17 0.30 -0.02
3.92 18.05 0.57 -0.17 0.26 -0.00
3.93 18.00 0.57 -0.17 0.21 0.01
3.94 17.97 0.58 -0.17 0.17 0.03
3.95 17.93 0.58 -0.17 0.12 0.05
3.96 17.90 0.58 -0.17 0.08 0.06
3.97 17.88 0.58 -0.17 0.03 0.08
3.98 17.86 0.58 -0.17 -0.01 0.09
3.99 17.84 0.58 -0.17 -0.06 0.11
4.00 17.84 0.58 -0.16 -0.10 0.12
4.01 17.84 0.58 -0.16 -0.15 0.14
4.02 17.85 0.57 -0.16 -0.19 0.15
4.03 17.87 0.57 -0.16 -0.24 0.17
4.04 17.90 0.57 -0.16 -0.28 0.18
4.05 17.94 0.57 -0.16 -0.32 0.20
4.06 17.98 0.56 -0.15 -0.36 0.21
4.07 18.01 0.56 -0.15 -0.40 0.23
4.08 18.05 0.56 -0.15 -0.44 0.24
4.09 18.07 0.55 -0.15 -0.48 0.26
4.10 18.09 0.55 -0.14 -0.51 0.27
4.11 18.09 0.54 -0.14 -0.55 0.28
4.12 18.07 0.53 -0.14 -0.58 0.30
4.13 18.04 0.53 -0.14 -0.62 0.31
4.14 17.99 0.52 -0.13 -0.65 0.32
4.15 17.93 0.52 -0.13 -0.68 0.34
4.16 17.86 0.51 -0.13 -0.71 0.35
4.17 17.79 0.50 -0.12 -0.74 0.36
4.18 17.70 0.49 -0.12 -0.77 0.37
4.19 17.63 0.49 -0.12 -0.80 0.39
4.20 17.55 0.48 -0.11 -0.82 0.40
4.21 17.49 0.47 -0.11 -0.85 0.41
4.22 17.43 0.46 -0.10 -0.87 0.42
4.23 17.39 0.45 -0.10 -0.89 0.43
4.24 17.36 0.44 -0.09 -0.91 0.44
4.25 17.34 0.43 -0.09 -0.93 0.45
4.26 17.33 0.42 -0.09 -0.95 0.46
4.27 17.33 0.42 -0.08 -0.96 0.47
4.28 17.33 0.41 -0.08 -0.97 0.48
4.29 17.34 0.40 -0.07 -0.98 0.49
4.30 17.36 0.39 -0.07 -0.99 0.50
4.31 17.37 0.38 -0.06 -1.00 0.51
4.32 17.39 0.37 -0.06 -1.00 0.51
4.33 17.41 0.36 -0.05 -1.00 0.52
4.34 17.42 0.35 -0.05 -1.00 0.53
4.35 17.44 0.34 -0.04 -1.00 0.54
4.36 17.45 0.33 -0.03 -1.00 0.54
4.37 17.45 0.32 -0.03 -0.99 0.55
4.38 17.46 0.31 -0.02 -0.98 0.55
4.39 17.45 0.30 -0.02 -0.97 0.56
4.40 17.44 0.29 -0.01 -0.95 0.56
4.41 17.41 0.28 -0.01 -0.94 0.57
4.42 17.37 0.27 -0.00 -0.92 0.57
4.43 17.32 0.26 0.00 -0.90 0.57
4.44 17.25 0.25 0.01 -0.88 0.58
4.45 17.16 0.24 0.02 -0.86 0.58
4.46 17.07 0.23 0.02 -0.84 0.58
4.47 16.96 0.22 0.03 -0.81 0.59
4.48 16.84 0.22 0.03 -0.79 0.59
4.49 16.73 0.21 0.04 -0.76 0.59
4.50 16.62 0.20 0.05 -0.73 0.59
4.51 16.53 0.19 0.05 -0.70 0.59
4.52 16.45 0.19 0.06 -0.67 0.59
4.53 16.40 0.18 0.06 -0.64 0.59
4.54 16.37 0.17 0.07 -0.60 0.59
4.55 16.38 0.17 0.07 -0.57 0.59
4.56 16.42 0.16 0.08 -0.53 0.59
4.57 16.48 0.16 0.09 -0.49 0.59
4.58 16.57 0.15 0.09 -0.45 0.59
4.59 16.68 0.15 0.10 -0.41 0.58
4.60 16.80 0.15 0.10 -0.36 0.58
4.61 16.92 0.14 0.11 -0.31 0.58
4.62 17.04 0.14 0.12 -0.26 0.58
4.63 17.15 0.14 0.12 -0.21 0.57
4.64 17.24 0.13 0.13 -0.16 0.57
4.65 17.30 0.13 0.13 -0.11 0.57
4.66 17.34 0.13 0.14 -0.05 0.56
4.67 17.36 0.13 0.14 0.00 0.56
4.68 17.34 0.13 0.15 0.06 0.55
4.69 17.30 0.13 0.16 0.12 0.55
4.70 17.25 0.13 0.16 0.18 0.54
4.71 17.18 0.14 0.17 0.24 0.54
4.72 17.10 0.14 0.17 0.29 0.53
4.73 17.02 0.14 0.18 0.35 0.53
4.74 16.94 0.15 0.18 0.41 0.52
4.75 16.88 0.15 0.19 0.47 0.52
4.76 16.82 0.16 0.19 0.52 0.51
4.77 16.79 0.16 0.20 0.58 0.51
4.78 16.77 0.17 0.20 0.64 0.50
4.79 16.77 0.17 0.21 0.69 0.49
4.80 16.80 0.18 0.21 0.75 0.49
4.81 16.84 0.19 0.22 0.80 0.48
4.82 16.89 0.20 0.22 0.86 0.47
4.83 16.95 0.21 0.23 0.91 0.47
4.84 17.01 0.22 0.23 0.97 0.46
4.85 17.08 0.23 0.24 1.02 0.45
4.86 17.14 0.24 0.24 1.08 0.45
4.87 17.19 0.25 0.24 1.13 0.44
4.88 17.23 0.26 0.25 1.18 0.43
4.89 17.26 0.27 0.25 1.24 0.43
4.90 17.27 0.28 0.26 1.29 0.42
4.91 17.27 0.30 0.26 1.34 0.41
4.92 17.25 0.31 0.27 1.39 0.41
4.93 17.21 0.32 0.27 1.43 0.40
4.94 17.16 0.34 0.27 1.48 0.39
4.95 17.11 0.35 0.28 1.52 0.39
4.96 17.05 0.37 0.28 1.56 0.38
4.97 16.99 0.39 0.29 1.60 0.37
4.98 16.94 0.40 0.29 1.64 0.37
4.99 16.90 0.42 0.29 1.67 0.36
5.00 16.87 0.44 0.30 1.71 0.35
5.01 16.87 0.45 0.30 1.74 0.35
5.02 16.88 0.47 0.30 1.77 0.34
5.03 16.91 0.49 0.31 1.80 0.34
5.04 16.97 0.51 0.31 1.82 0.33
5.05 17.04 0.52 0.31 1.85 0.32
5.06 17.11 0.54 0.32 1.87 0.32
5.07 17.20 0.56 0.32 1.89 0.31
5.08 17.29 0.58 0.32 1.91 0.31
5.09 17.37 0.60 0.33 1.93 0.30
5.10 17.44 0.62 0.33 1.94 0.30
5.11 17.50 0.64 0.33 1.96 0.29
5.12 17.54 0.66 0.33 1.97 0.29
5.13 17.57 0.68 0.34 1.98 0.28
5.14 17.57 0.70 0.34 1.98 0.28
5.15 17.57 0.72 0.34 1.99 0.28
5.16 17.55 0.74 0.35 1.99 0.27
5.17 17.52 0.76 0.35 1.99 0.27
5.18 17.49 0.78 0.35 1.99 0.26
5.19 17.46 0.80 0.35 1.98 0.26
5.20 17.44 0.82 0.36 1.98 0.26
5.21 17.43 0.84 0.36 1.97 0.25
5.22 17.42 0.86 0.36 1.95 0.25
5.23 17.42 0.88 0.36 1.94 0.25
5.24 17.43 0.90 0.37 1.92 0.25
5.25 17.44 0.91 0.37 1.90 0.24
5.26 17.45 0.93 0.37 1.88 0.24
5.27 17.45 0.95 0.37 1.86 0.24
5.28 17.45 0.97 0.38 1.83 0.24
5.29 17.44 0.99 0.38 1.80 0.24
5.30 17.41 1.01 0.38 1.77 0.23
5.31 17.38 1.02 0.38 1.74 0.23
5.32 17.33 1.04 0.39 1.70 0.23
5.33 17.28 1.06 0.39 1.66 0.23
5.34 17.22 1.07 0.39 1.62 0.23
5.35 17.17 1.09 0.39 1.58 0.23
5.36 17.13 1.11 0.39 1.53 0.23
5.37 17.09 1.12 0.40 1.49 0.23
5.38 17.08 1.14 0.40 1.44 0.23
5.39 17.08 1.15 0.40 1.39 0.23
5.40 17.09 1.16 0.40 1.34 0.23
5.41 17.13 1.18 0.41 1.28 0.23
5.42 17.17 1.19 0.41 1.23 0.23
5.43 17.23 1.20 0.41 1.17 0.23
