TI=0.05 | U_mean=7.00 | Ct_used=0.86 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_7_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
0.34 7.42 0.29 0.00 1.46 0.05
0.35 7.45 0.30 0.00 1.48 0.05
0.36 7.49 0.32 0.01 1.50 0.06
0.37 7.53 0.33 0.01 1.51 0.06
0.38 7.57 0.35 0.01 1.52 0.07
0.39 7.60 0.36 0.01 1.54 0.07
0.40 7.63 0.38 0.01 1.55 0.08
0.41 7.65 0.39 0.01 1.56 0.08
0.42 7.67 0.41 0.01 1.56 0.09
0.43 7.69 0.42 0.01 1.57 0.09
0.44 7.70 0.44 0.01 1.57 0.10
0.45 7.70 0.46 0.01 1.57 0.11
0.46 7.70 0.47 0.01 1.57 0.11
0.47 7.70 0.49 0.01 1.57 0.12
0.48 7.68 0.50 0.02 1.57 0.12
0.49 7.67 0.52 0.02 1.56 0.13
0.50 7.65 0.53 0.02 1.55 0.14
0.51 7.62 0.55 0.02 1.54 0.14
0.52 7.59 0.56 0.02 1.53 0.15
0.53 7.55 0.58 0.02 1.51 0.16
0.54 7.51 0.59 0.02 1.49 0.17
0.55 7.47 0.61 0.03 1.47 0.17
0.56 7.43 0.62 0.03 1.45 0.18
0.57 7.39 0.64 0.03 1.42 0.19
0.58 7.35 0.65 0.03 1.39 0.20
0.59 7.31 0.67 0.03 1.36 0.21
0.60 7.29 0.68 0.04 1.33 0.22
0.61 7.27 0.69 0.04 1.29 0.22
0.62 7.26 0.71 0.04 1.26 0.23
0.63 7.26 0.72 0.04 1.22 0.24
0.64 7.27 0.73 0.05 1.18 0.25
0.65 7.29 0.74 0.05 1.14 0.26
0.66 7.31 0.75 0.05 1.10 0.27
0.67 7.34 0.76 0.05 1.06 0.28
0.68 7.37 0.77 0.06 1.02 0.28
0.69 7.40 0.78 0.06 0.97 0.29
0.70 7.42 0.79 0.06 0.93 0.30
0.71 7.44 0.80 0.07 0.89 0.31
0.72 7.45 0.81 0.07 0.84 0.32
0.73 7.46 0.82 0.07 0.80 0.33
0.74 7.46 0.83 0.07 0.75 0.34
0.75 7.45 0.83 0.08 0.71 0.35
0.76 7.44 0.84 0.08 0.66 0.35
0.77 7.43 0.85 0.09 0.61 0.36
0.78 7.42 0.85 0.09 0.56 0.37
0.79 7.40 0.86 0.09 0.52 0.38
0.80 7.39 0.86 0.10 0.47 0.39
0.81 7.39 0.87 0.10 0.42 0.40
0.82 7.39 0.87 0.10 0.37 0.41
0.83 7.39 0.88 0.11 0.32 0.41
0.84 7.39 0.88 0.11 0.27 0.42
0.85 7.40 0.88 0.12 0.22 0.43
0.86 7.40 0.88 0.12 0.17 0.44
0.87 7.40 0.88 0.13 0.13 0.45
0.88 7.40 0.89 0.13 0.08 0.45
0.89 7.39 0.89 0.13 0.03 0.46
0.90 7.38 0.89 0.14 -0.01 0.47
0.91 7.36 0.89 0.14 -0.06 0.47
0.92 7.34 0.88 0.15 -0.10 0.48
0.93 7.31 0.88 0.15 -0.15 0.49
0.94 7.29 0.88 0.16 -0.19 0.49
0.95 7.27 0.88 0.16 -0.24 0.50
0.96 7.25 0.88 0.17 -0.28 0.50
0.97 7.23 0.87 0.17 -0.32 0.51
0.98 7.22 0.87 0.18 -0.36 0.51
0.99 7.22 0.87 0.18 -0.40 0.52
1.00 7.22 0.86 0.19 -0.44 0.52
1.01 7.22 0.86 0.19 -0.48 0.53
1.02 7.23 0.85 0.20 -0.52 0.53
1.03 7.25 0.85 0.21 -0.55 0.54
1.04 7.25 0.84 0.21 -0.58 0.54
1.05 7.26 0.84 0.22 -0.61 0.54
1.06 7.27 0.83 0.22 -0.64 0.54
1.07 7.28 0.82 0.23 -0.67 0.55
1.08 7.28 0.82 0.23 -0.70 0.55
1.09 7.28 0.81 0.24 -0.72 0.55
1.10 7.28 0.80 0.24 -0.74 0.55
1.11 7.28 0.79 0.25 -0.76 0.55
1.12 7.28 0.79 0.25 -0.78 0.55
1.13 7.29 0.78 0.26 -0.80 0.55
1.14 7.30 0.77 0.27 -0.81 0.55
1.15 7.31 0.76 0.27 -0.82 0.55
1.16 7.33 0.75 0.28 -0.83 0.55
1.17 7.36 0.75 0.28 -0.84 0.55
1.18 7.39 0.74 0.29 -0.85 0.55
1.19 7.42 0.73 0.29 -0.85 0.55
1.20 7.44 0.72 0.30 -0.85 0.55
1.21 7.47 0.71 0.30 -0.85 0.54
1.22 7.49 0.70 0.31 -0.84 0.54
1.23 7.50 0.70 0.31 -0.84 0.54
1.24 7.50 0.69 0.32 -0.83 0.54
1.25 7.49 0.68 0.33 -0.82 0.53
1.26 7.48 0.67 0.33 -0.81 0.53
1.27 7.45 0.66 0.34 -0.80 0.52
1.28 7.42 0.65 0.34 -0.78 0.52
1.29 7.39 0.65 0.35 -0.77 0.51
1.30 7.36 0.64 0.35 -0.75 0.51
1.31 7.32 0.63 0.36 -0.73 0.50
1.32 7.29 0.62 0.36 -0.71 0.50
1.33 7.26 0.62 0.37 -0.69 0.49
1.34 7.24 0.61 0.37 -0.67 0.48
1.35 7.23 0.60 0.38 -0.64 0.47
1.36 7.22 0.60 0.38 -0.62 0.47
1.37 7.21 0.59 0.39 -0.59 0.46
1.38 7.21 0.59 0.39 -0.57 0.45
1.39 7.20 0.58 0.39 -0.54 0.44
1.40 7.20 0.58 0.40 -0.51 0.43
1.41 7.19 0.57 0.40 -0.48 0.43
1.42 7.18 0.57 0.41 -0.44 0.42
1.43 7.17 0.56 0.41 -0.41 0.41
1.44 7.15 0.56 0.42 -0.38 0.40
1.45 7.12 0.55 0.42 -0.34 0.39
1.46 7.10 0.55 0.42 -0.31 0.38
1.47 7.07 0.55 0.43 -0.27 0.37
1.48 7.04 0.55 0.43 -0.23 0.36
1.49 7.02 0.54 0.43 -0.20 0.35
1.50 7.00 0.54 0.44 -0.16 0.34
1.51 6.98 0.54 0.44 -0.12 0.33
1.52 6.96 0.54 0.44 -0.08 0.32
1.53 6.95 0.54 0.45 -0.04 0.30
1.54 6.95 0.54 0.45 -0.01 0.29
1.55 6.94 0.54 0.45 0.03 0.28
1.56 6.94 0.54 0.46 0.07 0.27
1.57 6.93 0.54 0.46 0.11 0.26
1.58 6.93 0.54 0.46 0.15 0.25
1.59 6.93 0.54 0.46 0.19 0.24
1.60 6.92 0.54 0.47 0.23 0.22
1.61 6.92 0.55 0.47 0.27 0.21
1.62 6.91 0.55 0.47 0.31 0.20
1.63 6.90 0.55 0.47 0.35 0.19
1.64 6.88 0.56 0.47 0.39 0.18
1.65 6.88 0.56 0.48 0.43 0.16
1.66 6.87 0.57 0.48 0.47 0.15
1.67 6.86 0.57 0.48 0.50 0.14
1.68 6.86 0.58 0.48 0.54 0.13
1.69 6.86 0.58 0.48 0.58 0.12
1.70 6.87 0.59 0.48 0.61 0.10
1.71 6.87 0.59 0.48 0.65 0.09
1.72 6.88 0.60 0.48 0.68 0.08
1.73 6.89 0.61 0.48 0.71 0.07
1.74 6.90 0.61 0.49 0.75 0.06
1.75 6.91 0.62 0.49 0.78 0.05
1.76 6.92 0.63 0.49 0.81 0.03
1.77 6.93 0.64 0.49 0.84 0.02
1.78 6.94 0.65 0.49 0.87 0.01
1.79 6.95 0.66 0.49 0.89 0.00
1.80 6.95 0.66 0.49 0.92 -0.01
1.81 6.96 0.67 0.49 0.95 -0.02
1.82 6.96 0.68 0.49 0.97 -0.03
1.83 6.96 0.69 0.49 0.99 -0.04
1.84 6.97 0.70 0.49 1.02 -0.05
1.85 6.97 0.71 0.49 1.04 -0.06
1.86 6.97 0.72 0.48 1.05 -0.07
1.87 6.97 0.74 0.48 1.07 -0.08
1.88 6.98 0.75 0.48 1.09 -0.09
1.89 6.98 0.76 0.48 1.10 -0.10
1.90 6.98 0.77 0.48 1.11 -0.11
1.91 6.97 0.78 0.48 1.12 -0.12
1.92 6.97 0.79 0.48 1.13 -0.13
1.93 6.96 0.80 0.48 1.14 -0.14
1.94 6.95 0.81 0.48 1.14 -0.15
1.95 6.94 0.82 0.47 1.14 -0.15
1.96 6.92 0.84 0.47 1.15 -0.16
1.97 6.91 0.85 0.47 1.14 -0.17
1.98 6.89 0.86 0.47 1.14 -0.18
1.99 6.88 0.87 0.47 1.14 -0.18
2.00 6.87 0.88 0.47 1.13 -0.19
2.01 6.86 0.89 0.46 1.12 -0.20
2.02 6.86 0.90 0.46 1.11 -0.20
2.03 6.85 0.91 0.46 1.09 -0.21
2.04 6.85 0.93 0.46 1.08 -0.22
2.05 6.84 0.94 0.46 1.06 -0.22
2.06 6.84 0.95 0.45 1.04 -0.23
2.07 6.84 0.96 0.45 1.02 -0.23
2.08 6.83 0.97 0.45 1.00 -0.24
2.09 6.82 0.98 0.45 0.98 -0.24
2.10 6.81 0.99 0.44 0.95 -0.25
2.11 6.80 1.00 0.44 0.92 -0.25
2.12 6.79 1.01 0.44 0.89 -0.26
2.13 6.77 1.01 0.44 0.86 -0.26
2.14 6.76 1.02 0.43 0.83 -0.26
2.15 6.74 1.03 0.43 0.79 -0.27
2.16 6.72 1.04 0.43 0.76 -0.27
2.17 6.71 1.05 0.43 0.72 -0.27
2.18 6.70 1.05 0.42 0.68 -0.27
2.19 6.69 1.06 0.42 0.64 -0.28
2.20 6.68 1.07 0.42 0.60 -0.28
2.21 6.68 1.07 0.41 0.55 -0.28
2.22 6.67 1.08 0.41 0.51 -0.28
2.23 6.67 1.08 0.41 0.46 -0.28
2.24 6.67 1.09 0.41 0.41 -0.29
2.25 6.68 1.09 0.40 0.36 -0.29
2.26 6.68 1.09 0.40 0.32 -0.29
2.27 6.68 1.10 0.40 0.27 -0.29
2.28 6.68 1.10 0.39 0.22 -0.29
2.29 6.68 1.10 0.39 0.16 -0.29
2.30 6.68 1.10 0.39 0.11 -0.29
2.31 6.68 1.10 0.39 0.06 -0.29
2.32 6.68 1.10 0.38 0.01 -0.29
2.33 6.68 1.10 0.38 -0.05 -0.29
2.34 6.67 1.10 0.38 -0.10 -0.29
2.35 6.67 1.10 0.37 -0.15 -0.29
2.36 6.67 1.10 0.37 -0.21 -0.29
2.37 6.66 1.10 0.37 -0.26 -0.29
2.38 6.66 1.09 0.36 -0.32 -0.29
2.39 6.65 1.09 0.36 -0.37 -0.29
2.40 6.64 1.09 0.36 -0.43 -0.29
2.41 6.63 1.08 0.36 -0.48 -0.29
2.42 6.63 1.08 0.35 -0.53 -0.29
2.43 6.62 1.07 0.35 -0.59 -0.29
2.44 6.61 1.06 0.35 -0.64 -0.29
2.45 6.61 1.06 0.34 -0.70 -0.29
2.46 6.61 1.05 0.34 -0.75 -0.29
2.47 6.61 1.04 0.34 -0.80 -0.28
2.48 6.62 1.03 0.34 -0.85 -0.28
2.49 6.63 1.03 0.33 -0.90 -0.28
2.50 6.65 1.02 0.33 -0.95 -0.28
2.51 6.68 1.01 0.33 -1.00 -0.28
2.52 6.71 1.00 0.32 -1.04 -0.28
2.53 6.74 0.99 0.32 -1.09 -0.28
2.54 6.78 0.98 0.32 -1.13 -0.28
2.55 6.82 0.96 0.32 -1.17 -0.28
2.56 6.85 0.95 0.31 -1.21 -0.28
2.57 6.88 0.94 0.31 -1.25 -0.28
2.58 6.90 0.93 0.31 -1.29 -0.28
2.59 6.92 0.91 0.31 -1.32 -0.28
2.60 6.93 0.90 0.30 -1.35 -0.28
2.61 6.93 0.89 0.30 -1.39 -0.28
2.62 6.92 0.87 0.30 -1.42 -0.28
2.63 6.91 0.86 0.29 -1.44 -0.28
2.64 6.89 0.84 0.29 -1.47 -0.28
2.65 6.87 0.83 0.29 -1.50 -0.28
2.66 6.86 0.81 0.29 -1.52 -0.28
2.67 6.84 0.80 0.28 -1.54 -0.28
2.68 6.82 0.78 0.28 -1.56 -0.28
2.69 6.81 0.77 0.28 -1.58 -0.28
2.70 6.80 0.75 0.27 -1.60 -0.28
2.71 6.80 0.74 0.27 -1.62 -0.28
2.72 6.80 0.72 0.27 -1.63 -0.28
2.73 6.80 0.70 0.27 -1.64 -0.28
2.74 6.81 0.69 0.26 -1.65 -0.28
2.75 6.82 0.67 0.26 -1.66 -0.28
2.76 6.83 0.65 0.26 -1.67 -0.28
2.77 6.84 0.64 0.26 -1.67 -0.29
2.78 6.84 0.62 0.25 -1.67 -0.29
2.79 6.84 0.60 0.25 -1.67 -0.29
2.80 6.84 0.59 0.25 -1.67 -0.29
2.81 6.84 0.57 0.24 -1.67 -0.29
2.82 6.83 0.55 0.24 -1.66 -0.30
2.83 6.83 0.54 0.24 -1.66 -0.30
2.84 6.82 0.52 0.23 -1.65 -0.30
2.85 6.81 0.50 0.23 -1.64 -0.30
2.86 6.81 0.49 0.23 -1.62 -0.31
2.87 6.80 0.47 0.23 -1.61 -0.31
2.88 6.80 0.45 0.22 -1.59 -0.31
2.89 6.81 0.44 0.22 -1.57 -0.31
2.90 6.82 0.42 0.22 -1.55 -0.32
2.91 6.83 0.41 0.21 -1.53 -0.32
2.92 6.84 0.39 0.21 -1.51 -0.32
2.93 6.85 0.38 0.21 -1.48 -0.33
2.94 6.87 0.36 0.20 -1.46 -0.33
2.95 6.88 0.35 0.20 -1.43 -0.33
2.96 6.90 0.33 0.20 -1.40 -0.34
2.97 6.92 0.32 0.19 -1.36 -0.34
2.98 6.93 0.31 0.19 -1.33 -0.34
2.99 6.95 0.29 0.19 -1.29 -0.35
3.00 6.96 0.28 0.18 -1.26 -0.35
3.01 6.97 0.27 0.18 -1.22 -0.35
3.02 6.99 0.26 0.18 -1.18 -0.36
3.03 7.00 0.25 0.17 -1.14 -0.36
3.04 7.01 0.23 0.17 -1.09 -0.37
3.05 7.01 0.22 0.16 -1.05 -0.37
3.06 7.02 0.21 0.16 -1.01 -0.37
3.07 7.02 0.20 0.16 -0.96 -0.38
3.08 7.02 0.19 0.15 -0.91 -0.38
3.09 7.02 0.18 0.15 -0.87 -0.38
3.10 7.01 0.18 0.15 -0.82 -0.39
3.11 7.00 0.17 0.14 -0.77 -0.39
3.12 6.99 0.16 0.14 -0.72 -0.39
3.13 6.97 0.15 0.13 -0.67 -0.40
3.14 6.96 0.15 0.13 -0.63 -0.40
3.15 6.95 0.14 0.13 -0.58 -0.40
3.16 6.93 0.14 0.12 -0.53 -0.41
3.17 6.92 0.13 0.12 -0.48 -0.41
3.18 6.91 0.13 0.11 -0.43 -0.41
3.19 6.91 0.12 0.11 -0.38 -0.42
3.20 6.91 0.12 0.11 -0.33 -0.42
3.21 6.91 0.12 0.10 -0.28 -0.42
3.22 6.92 0.11 0.10 -0.23 -0.42
3.23 6.93 0.11 0.09 -0.19 -0.43
3.24 6.95 0.11 0.09 -0.14 -0.43
3.25 6.96 0.11 0.08 -0.09 -0.43
3.26 6.97 0.11 0.08 -0.04 -0.43
3.27 6.98 0.11 0.08 0.01 -0.43
3.28 6.99 0.11 0.07 0.05 -0.44
3.29 6.99 0.11 0.07 0.10 -0.44
3.30 6.99 0.11 0.06 0.14 -0.44
3.31 6.98 0.11 0.06 0.19 -0.44
3.32 6.96 0.11 0.05 0.23 -0.44
3.33 6.95 0.12 0.05 0.27 -0.44
3.34 6.93 0.12 0.04 0.31 -0.44
3.35 6.91 0.12 0.04 0.35 -0.44
3.36 6.90 0.13 0.04 0.39 -0.44
3.37 6.88 0.13 0.03 0.43 -0.44
3.38 6.87 0.13 0.03 0.46 -0.44
3.39 6.86 0.14 0.02 0.50 -0.44
3.40 6.86 0.14 0.02 0.53 -0.44
3.41 6.87 0.15 0.01 0.56 -0.44
3.42 6.87 0.16 0.01 0.59 -0.43
3.43 6.88 0.16 0.01 0.62 -0.43
3.44 6.90 0.17 0.00 0.65 -0.43
3.45 6.91 0.17 -0.00 0.67 -0.43
3.46 6.93 0.18 -0.01 0.70 -0.42
3.47 6.94 0.19 -0.01 0.72 -0.42
3.48 6.95 0.20 -0.02 0.74 -0.42
3.49 6.96 0.20 -0.02 0.76 -0.41
3.50 6.96 0.21 -0.02 0.78 -0.41
3.51 6.96 0.22 -0.03 0.80 -0.40
3.52 6.96 0.23 -0.03 0.82 -0.40
3.53 6.95 0.24 -0.04 0.83 -0.40
3.54 6.94 0.24 -0.04 0.84 -0.39
3.55 6.92 0.25 -0.04 0.85 -0.38
3.56 6.90 0.26 -0.05 0.86 -0.38
3.57 6.88 0.27 -0.05 0.87 -0.37
3.58 6.87 0.28 -0.06 0.87 -0.37
3.59 6.85 0.29 -0.06 0.87 -0.36
3.60 6.83 0.30 -0.06 0.87 -0.35
3.61 6.82 0.30 -0.07 0.87 -0.35
3.62 6.81 0.31 -0.07 0.87 -0.34
3.63 6.81 0.32 -0.07 0.86 -0.33
3.64 6.81 0.33 -0.08 0.86 -0.32
3.65 6.82 0.34 -0.08 0.85 -0.31
3.66 6.83 0.35 -0.08 0.84 -0.31
3.67 6.84 0.36 -0.09 0.83 -0.30
3.68 6.86 0.36 -0.09 0.81 -0.29
3.69 6.88 0.37 -0.09 0.80 -0.28
3.70 6.91 0.38 -0.09 0.78 -0.27
3.71 6.94 0.39 -0.10 0.77 -0.26
3.72 6.97 0.40 -0.10 0.75 -0.25
3.73 6.99 0.40 -0.10 0.73 -0.24
3.74 7.02 0.41 -0.10 0.71 -0.23
3.75 7.04 0.42 -0.11 0.69 -0.22
3.76 7.06 0.42 -0.11 0.67 -0.21
3.77 7.07 0.43 -0.11 0.65 -0.20
3.78 7.08 0.44 -0.11 0.63 -0.19
3.79 7.08 0.44 -0.11 0.60 -0.18
3.80 7.08 0.45 -0.12 0.58 -0.16
3.81 7.07 0.45 -0.12 0.55 -0.15
3.82 7.06 0.46 -0.12 0.52 -0.14
3.83 7.04 0.46 -0.12 0.49 -0.13
3.84 7.03 0.47 -0.12 0.47 -0.12
3.85 7.01 0.47 -0.12 0.43 -0.11
3.86 6.99 0.48 -0.12 0.40 -0.09
3.87 6.97 0.48 -0.12 0.37 -0.08
3.88 6.96 0.49 -0.13 0.34 -0.07
3.89 6.94 0.49 -0.13 0.30 -0.06
3.90 6.92 0.49 -0.13 0.27 -0.04
3.91 6.91 0.49 -0.13 0.23 -0.03
3.92 6.90 0.50 -0.13 0.20 -0.02
3.93 6.89 0.50 -0.13 0.16 -0.01
3.94 6.88 0.50 -0.13 0.12 0.01
3.95 6.87 0.50 -0.13 0.09 0.02
3.96 6.86 0.50 -0.13 0.05 0.03
3.97 6.85 0.50 -0.13 0.01 0.04
3.98 6.84 0.50 -0.13 -0.03 0.06
3.99 6.84 0.50 -0.12 -0.07 0.07
4.00 6.84 0.50 -0.12 -0.10 0.08
4.01 6.84 0.50 -0.12 -0.14 0.09
4.02 6.84 0.50 -0.12 -0.18 0.11
4.03 6.85 0.50 -0.12 -0.21 0.12
4.04 6.86 0.49 -0.12 -0.25 0.13
4.05 6.87 0.49 -0.12 -0.28 0.14
4.06 6.88 0.49 -0.12 -0.32 0.16
4.07 6.89 0.48 -0.12 -0.35 0.17
4.08 6.89 0.48 -0.11 -0.38 0.18
4.09 6.90 0.48 -0.11 -0.42 0.19
4.10 6.91 0.47 -0.11 -0.45 0.20
4.11 6.91 0.47 -0.11 -0.48 0.21
4.12 6.90 0.46 -0.11 -0.50 0.23
4.13 6.89 0.46 -0.10 -0.53 0.24
4.14 6.88 0.45 -0.10 -0.56 0.25
4.15 6.86 0.45 -0.10 -0.59 0.26
4.16 6.84 0.44 -0.10 -0.61 0.27
4.17 6.82 0.43 -0.09 -0.64 0.28
4.18 6.80 0.43 -0.09 -0.66 0.29
4.19 6.77 0.42 -0.09 -0.68 0.30
4.20 6.75 0.41 -0.08 -0.70 0.31
4.21 6.73 0.41 -0.08 -0.72 0.32
4.22 6.72 0.40 -0.08 -0.74 0.33
4.23 6.71 0.39 -0.07 -0.76 0.34
4.24 6.70 0.38 -0.07 -0.77 0.34
4.25 6.69 0.38 -0.07 -0.79 0.35
4.26 6.69 0.37 -0.06 -0.80 0.36
4.27 6.69 0.36 -0.06 -0.81 0.37
4.28 6.69 0.35 -0.06 -0.82 0.38
4.29 6.69 0.34 -0.05 -0.83 0.38
4.30 6.70 0.34 -0.05 -0.84 0.39
4.31 6.70 0.33 -0.05 -0.84 0.40
4.32 6.70 0.32 -0.04 -0.85 0.40
4.33 6.71 0.31 -0.04 -0.85 0.41
4.34 6.71 0.30 -0.03 -0.85 0.42
4.35 6.72 0.29 -0.03 -0.84 0.42
4.36 6.72 0.28 -0.02 -0.84 0.43
4.37 6.72 0.28 -0.02 -0.83 0.43
4.38 6.72 0.27 -0.02 -0.83 0.44
4.39 6.72 0.26 -0.01 -0.82 0.44
4.40 6.72 0.25 -0.01 -0.81 0.44
4.41 6.71 0.24 -0.00 -0.79 0.45
4.42 6.70 0.24 0.00 -0.78 0.45
4.43 6.68 0.23 0.01 -0.76 0.45
4.44 6.66 0.22 0.01 -0.74 0.46
4.45 6.64 0.21 0.02 -0.73 0.46
4.46 6.61 0.21 0.02 -0.71 0.46
4.47 6.58 0.20 0.02 -0.68 0.46
4.48 6.54 0.19 0.03 -0.66 0.47
4.49 6.51 0.19 0.03 -0.64 0.47
4.50 6.48 0.18 0.04 -0.61 0.47
4.51 6.46 0.17 0.04 -0.59 0.47
4.52 6.43 0.17 0.05 -0.56 0.47
4.53 6.42 0.16 0.05 -0.53 0.47
4.54 6.41 0.16 0.06 -0.50 0.47
4.55 6.41 0.15 0.06 -0.47 0.47
4.56 6.42 0.15 0.07 -0.44 0.47
4.57 6.44 0.14 0.07 -0.41 0.47
4.58 6.47 0.14 0.08 -0.37 0.47
4.59 6.50 0.14 0.08 -0.34 0.46
4.60 6.53 0.13 0.09 -0.30 0.46
4.61 6.57 0.13 0.09 -0.26 0.46
4.62 6.60 0.13 0.09 -0.22 0.46
4.63 6.63 0.13 0.10 -0.17 0.46
4.64 6.65 0.12 0.10 -0.13 0.45
4.65 6.67 0.12 0.11 -0.09 0.45
4.66 6.68 0.12 0.11 -0.04 0.45
4.67 6.69 0.12 0.12 0.01 0.45
4.68 6.68 0.12 0.12 0.05 0.44
4.69 6.67 0.12 0.13 0.10 0.44
4.70 6.66 0.12 0.13 0.15 0.43
4.71 6.64 0.13 0.13 0.20 0.43
4.72 6.61 0.13 0.14 0.24 0.43
4.73 6.59 0.13 0.14 0.29 0.42
4.74 6.57 0.13 0.15 0.34 0.42
4.75 6.55 0.14 0.15 0.39 0.41
4.76 6.54 0.14 0.16 0.43 0.41
4.77 6.53 0.15 0.16 0.48 0.40
4.78 6.52 0.15 0.16 0.53 0.40
4.79 6.52 0.16 0.17 0.57 0.40
4.80 6.53 0.16 0.17 0.62 0.39
4.81 6.54 0.17 0.18 0.67 0.39
4.82 6.55 0.18 0.18 0.71 0.38
4.83 6.57 0.18 0.18 0.76 0.38
4.84 6.59 0.19 0.19 0.80 0.37
4.85 6.61 0.20 0.19 0.85 0.36
4.86 6.62 0.21 0.19 0.89 0.36
4.87 6.64 0.22 0.20 0.94 0.35
4.88 6.65 0.23 0.20 0.98 0.35
4.89 6.66 0.24 0.20 1.02 0.34
4.90 6.66 0.25 0.21 1.06 0.34
4.91 6.66 0.26 0.21 1.10 0.33
4.92 6.65 0.27 0.22 1.14 0.33
4.93 6.64 0.28 0.22 1.18 0.32
4.94 6.63 0.29 0.22 1.22 0.32
4.95 6.61 0.31 0.22 1.25 0.31
4.96 6.60 0.32 0.23 1.29 0.31
4.97 6.58 0.33 0.23 1.32 0.30
4.98 6.57 0.35 0.23 1.35 0.30
4.99 6.55 0.36 0.24 1.38 0.29
5.00 6.55 0.37 0.24 1.41 0.29
5.01 6.54 0.39 0.24 1.43 0.28
5.02 6.55 0.40 0.25 1.46 0.28
5.03 6.56 0.42 0.25 1.48 0.27
5.04 6.57 0.43 0.25 1.50 0.27
5.05 6.59 0.45 0.25 1.52 0.27
5.06 6.62 0.46 0.26 1.54 0.26
5.07 6.64 0.48 0.26 1.56 0.26
5.08 6.66 0.49 0.26 1.57 0.25
5.09 6.69 0.51 0.26 1.58 0.25
5.10 6.71 0.52 0.27 1.60 0.25
5.11 6.72 0.54 0.27 1.61 0.24
5.12 6.74 0.56 0.27 1.62 0.24
5.13 6.74 0.57 0.27 1.62 0.24
5.14 6.74 0.59 0.28 1.63 0.23
5.15 6.74 0.61 0.28 1.63 0.23
5.16 6.74 0.62 0.28 1.63 0.23
5.17 6.73 0.64 0.28 1.63 0.22
5.18 6.72 0.65 0.29 1.63 0.22
5.19 6.71 0.67 0.29 1.62 0.22
5.20 6.71 0.69 0.29 1.62 0.22
5.21 6.70 0.70 0.29 1.61 0.21
5.22 6.70 0.72 0.29 1.60 0.21
5.23 6.70 0.73 0.30 1.58 0.21
5.24 6.70 0.75 0.30 1.57 0.21
5.25 6.71 0.77 0.30 1.55 0.21
5.26 6.71 0.78 0.30 1.53 0.21
5.27 6.71 0.80 0.30 1.51 0.20
5.28 6.71 0.81 0.31 1.49 0.20
5.29 6.70 0.83 0.31 1.47 0.20
5.30 6.70 0.84 0.31 1.44 0.20
5.31 6.69 0.86 0.31 1.41 0.20
5.32 6.67 0.87 0.31 1.38 0.20
5.33 6.66 0.88 0.32 1.35 0.20
5.34 6.64 0.90 0.32 1.32 0.20
5.35 6.63 0.91 0.32 1.28 0.20
5.36 6.61 0.92 0.32 1.25 0.20
5.37 6.61 0.93 0.32 1.21 0.20
5.38 6.60 0.95 0.33 1.17 0.20
5.39 6.60 0.96 0.33 1.13 0.20
5.40 6.60 0.97 0.33 1.08 0.20
5.41 6.61 0.98 0.33 1.04 0.20
5.42 6.63 0.99 0.33 1.00 0.20
5.43 6.64 1.00 0.34 0.95 0.20
