TI=0.05 | U_mean=6.00 | Ct_used=0.90 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_6_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
0.58 6.27 0.50 0.02 1.06 0.15
0.59 6.24 0.51 0.03 1.04 0.16
0.60 6.22 0.52 0.03 1.02 0.16
0.61 6.20 0.53 0.03 0.99 0.17
0.62 6.20 0.54 0.03 0.96 0.18
0.63 6.20 0.55 0.03 0.93 0.18
0.64 6.21 0.56 0.03 0.90 0.19
0.65 6.22 0.57 0.04 0.87 0.20
0.66 6.24 0.58 0.04 0.84 0.20
0.67 6.26 0.58 0.04 0.81 0.21
0.68 6.29 0.59 0.04 0.78 0.22
0.69 6.31 0.60 0.05 0.74 0.22
0.70 6.33 0.61 0.05 0.71 0.23
0.71 6.34 0.61 0.05 0.68 0.24
0.72 6.35 0.62 0.05 0.64 0.24
0.73 6.36 0.63 0.05 0.61 0.25
0.74 6.36 0.63 0.06 0.57 0.26
0.75 6.35 0.64 0.06 0.54 0.27
0.76 6.34 0.64 0.06 0.50 0.27
0.77 6.33 0.65 0.07 0.47 0.28
0.78 6.32 0.65 0.07 0.43 0.29
0.79 6.31 0.66 0.07 0.39 0.29
0.80 6.31 0.66 0.07 0.36 0.30
0.81 6.30 0.66 0.08 0.32 0.30
0.82 6.30 0.67 0.08 0.28 0.31
0.83 6.30 0.67 0.08 0.24 0.32
0.84 6.30 0.67 0.09 0.21 0.32
0.85 6.31 0.67 0.09 0.17 0.33
0.86 6.31 0.68 0.09 0.13 0.34
0.87 6.31 0.68 0.10 0.10 0.34
0.88 6.31 0.68 0.10 0.06 0.35
0.89 6.30 0.68 0.10 0.02 0.35
0.90 6.29 0.68 0.11 -0.01 0.36
0.91 6.28 0.68 0.11 -0.05 0.36
0.92 6.26 0.68 0.11 -0.08 0.37
0.93 6.24 0.68 0.12 -0.12 0.37
0.94 6.22 0.68 0.12 -0.15 0.38
0.95 6.20 0.67 0.13 -0.18 0.38
0.96 6.19 0.67 0.13 -0.21 0.39
0.97 6.17 0.67 0.13 -0.25 0.39
0.98 6.17 0.67 0.14 -0.28 0.39
0.99 6.16 0.66 0.14 -0.31 0.40
1.00 6.16 0.66 0.15 -0.34 0.40
1.01 6.17 0.66 0.15 -0.37 0.40
1.02 6.17 0.65 0.15 -0.39 0.41
1.03 6.18 0.65 0.16 -0.42 0.41
1.04 6.19 0.64 0.16 -0.44 0.41
1.05 6.20 0.64 0.17 -0.47 0.42
1.06 6.21 0.64 0.17 -0.49 0.42
1.07 6.21 0.63 0.17 -0.51 0.42
1.08 6.21 0.63 0.18 -0.53 0.42
1.09 6.21 0.62 0.18 -0.55 0.42
1.10 6.21 0.61 0.19 -0.57 0.42
1.11 6.21 0.61 0.19 -0.58 0.42
1.12 6.21 0.60 0.19 -0.60 0.42
1.13 6.22 0.60 0.20 -0.61 0.42
1.14 6.23 0.59 0.20 -0.62 0.42
1.15 6.24 0.58 0.21 -0.63 0.42
1.16 6.26 0.58 0.21 -0.64 0.42
1.17 6.28 0.57 0.22 -0.64 0.42
1.18 6.30 0.56 0.22 -0.65 0.42
1.19 6.32 0.56 0.22 -0.65 0.42
1.20 6.35 0.55 0.23 -0.65 0.42
1.21 6.37 0.55 0.23 -0.65 0.42
1.22 6.38 0.54 0.24 -0.64 0.42
1.23 6.39 0.53 0.24 -0.64 0.41
1.24 6.39 0.53 0.25 -0.63 0.41
1.25 6.38 0.52 0.25 -0.63 0.41
1.26 6.37 0.51 0.25 -0.62 0.40
1.27 6.35 0.51 0.26 -0.61 0.40
1.28 6.33 0.50 0.26 -0.60 0.40
1.29 6.30 0.50 0.27 -0.59 0.39
1.30 6.27 0.49 0.27 -0.57 0.39
1.31 6.25 0.48 0.27 -0.56 0.38
1.32 6.22 0.48 0.28 -0.54 0.38
1.33 6.20 0.47 0.28 -0.53 0.37
1.34 6.18 0.47 0.28 -0.51 0.37
1.35 6.17 0.46 0.29 -0.49 0.36
1.36 6.16 0.46 0.29 -0.47 0.36
1.37 6.16 0.45 0.30 -0.45 0.35
1.38 6.15 0.45 0.30 -0.43 0.35
1.39 6.15 0.45 0.30 -0.41 0.34
1.40 6.14 0.44 0.31 -0.39 0.33
1.41 6.14 0.44 0.31 -0.36 0.33
1.42 6.13 0.43 0.31 -0.34 0.32
1.43 6.12 0.43 0.32 -0.31 0.31
1.44 6.10 0.43 0.32 -0.29 0.31
1.45 6.08 0.42 0.32 -0.26 0.30
1.46 6.06 0.42 0.32 -0.23 0.29
1.47 6.04 0.42 0.33 -0.20 0.28
1.48 6.02 0.42 0.33 -0.18 0.27
1.49 6.00 0.42 0.33 -0.15 0.27
1.50 5.98 0.42 0.34 -0.12 0.26
1.51 5.97 0.41 0.34 -0.09 0.25
1.52 5.95 0.41 0.34 -0.06 0.24
1.53 5.95 0.41 0.34 -0.03 0.23
1.54 5.94 0.41 0.35 -0.00 0.22
1.55 5.93 0.41 0.35 0.03 0.22
1.56 5.93 0.41 0.35 0.06 0.21
1.57 5.93 0.41 0.35 0.09 0.20
1.58 5.93 0.42 0.35 0.12 0.19
1.59 5.92 0.42 0.36 0.15 0.18
1.60 5.92 0.42 0.36 0.18 0.17
1.61 5.91 0.42 0.36 0.21 0.16
1.62 5.91 0.42 0.36 0.24 0.15
1.63 5.90 0.43 0.36 0.27 0.14
1.64 5.89 0.43 0.36 0.30 0.14
1.65 5.88 0.43 0.36 0.33 0.13
1.66 5.88 0.43 0.37 0.36 0.12
1.67 5.87 0.44 0.37 0.39 0.11
1.68 5.87 0.44 0.37 0.42 0.10
1.69 5.87 0.45 0.37 0.45 0.09
1.70 5.87 0.45 0.37 0.47 0.08
1.71 5.88 0.46 0.37 0.50 0.07
1.72 5.89 0.46 0.37 0.53 0.06
1.73 5.89 0.47 0.37 0.55 0.05
1.74 5.90 0.47 0.37 0.58 0.04
1.75 5.91 0.48 0.37 0.60 0.04
1.76 5.92 0.48 0.37 0.62 0.03
1.77 5.93 0.49 0.37 0.65 0.02
1.78 5.93 0.50 0.37 0.67 0.01
1.79 5.94 0.50 0.37 0.69 0.00
1.80 5.94 0.51 0.37 0.71 -0.01
1.81 5.95 0.52 0.37 0.73 -0.02
1.82 5.95 0.53 0.37 0.75 -0.02
1.83 5.95 0.53 0.37 0.77 -0.03
1.84 5.96 0.54 0.37 0.78 -0.04
1.85 5.96 0.55 0.37 0.80 -0.05
1.86 5.96 0.56 0.37 0.81 -0.06
1.87 5.96 0.57 0.37 0.82 -0.06
1.88 5.96 0.57 0.37 0.84 -0.07
1.89 5.96 0.58 0.37 0.85 -0.08
1.90 5.96 0.59 0.37 0.86 -0.08
1.91 5.96 0.60 0.37 0.86 -0.09
1.92 5.96 0.61 0.37 0.87 -0.10
1.93 5.95 0.62 0.37 0.87 -0.10
1.94 5.94 0.63 0.36 0.88 -0.11
1.95 5.93 0.63 0.36 0.88 -0.12
1.96 5.92 0.64 0.36 0.88 -0.12
1.97 5.91 0.65 0.36 0.88 -0.13
1.98 5.90 0.66 0.36 0.88 -0.13
1.99 5.89 0.67 0.36 0.87 -0.14
2.00 5.88 0.68 0.36 0.87 -0.15
2.01 5.87 0.69 0.36 0.86 -0.15
2.02 5.87 0.70 0.35 0.85 -0.16
2.03 5.86 0.70 0.35 0.84 -0.16
2.04 5.86 0.71 0.35 0.83 -0.16
2.05 5.86 0.72 0.35 0.82 -0.17
2.06 5.85 0.73 0.35 0.80 -0.17
2.07 5.85 0.74 0.35 0.79 -0.18
2.08 5.84 0.74 0.34 0.77 -0.18
2.09 5.84 0.75 0.34 0.75 -0.18
2.10 5.83 0.76 0.34 0.73 -0.19
2.11 5.82 0.77 0.34 0.71 -0.19
2.12 5.81 0.77 0.34 0.69 -0.19
2.13 5.80 0.78 0.33 0.66 -0.20
2.14 5.79 0.79 0.33 0.64 -0.20
2.15 5.77 0.79 0.33 0.61 -0.20
2.16 5.76 0.80 0.33 0.58 -0.20
2.17 5.75 0.80 0.33 0.55 -0.21
2.18 5.74 0.81 0.32 0.52 -0.21
2.19 5.73 0.81 0.32 0.49 -0.21
2.20 5.72 0.82 0.32 0.46 -0.21
2.21 5.72 0.82 0.32 0.42 -0.21
2.22 5.72 0.83 0.32 0.39 -0.22
2.23 5.72 0.83 0.31 0.35 -0.22
2.24 5.72 0.84 0.31 0.32 -0.22
2.25 5.72 0.84 0.31 0.28 -0.22
2.26 5.72 0.84 0.31 0.24 -0.22
2.27 5.72 0.84 0.30 0.20 -0.22
2.28 5.72 0.84 0.30 0.17 -0.22
2.29 5.72 0.85 0.30 0.13 -0.22
2.30 5.72 0.85 0.30 0.09 -0.22
2.31 5.72 0.85 0.30 0.05 -0.22
2.32 5.72 0.85 0.29 0.01 -0.22
2.33 5.72 0.85 0.29 -0.04 -0.22
2.34 5.72 0.85 0.29 -0.08 -0.22
2.35 5.71 0.85 0.29 -0.12 -0.22
2.36 5.71 0.85 0.28 -0.16 -0.22
2.37 5.71 0.84 0.28 -0.20 -0.22
2.38 5.70 0.84 0.28 -0.24 -0.22
2.39 5.70 0.84 0.28 -0.28 -0.22
2.40 5.69 0.84 0.28 -0.33 -0.22
2.41 5.68 0.83 0.27 -0.37 -0.22
2.42 5.68 0.83 0.27 -0.41 -0.22
2.43 5.67 0.82 0.27 -0.45 -0.22
2.44 5.67 0.82 0.27 -0.49 -0.22
2.45 5.66 0.81 0.26 -0.53 -0.22
2.46 5.66 0.81 0.26 -0.57 -0.22
2.47 5.66 0.80 0.26 -0.61 -0.22
2.48 5.67 0.80 0.26 -0.65 -0.22
2.49 5.68 0.79 0.26 -0.69 -0.21
2.50 5.70 0.78 0.25 -0.73 -0.21
2.51 5.72 0.77 0.25 -0.76 -0.21
2.52 5.75 0.77 0.25 -0.80 -0.21
2.53 5.77 0.76 0.25 -0.83 -0.21
2.54 5.80 0.75 0.25 -0.87 -0.21
2.55 5.83 0.74 0.24 -0.90 -0.21
2.56 5.86 0.73 0.24 -0.93 -0.21
2.57 5.88 0.72 0.24 -0.96 -0.21
2.58 5.90 0.71 0.24 -0.99 -0.21
2.59 5.92 0.70 0.24 -1.01 -0.21
2.60 5.92 0.69 0.23 -1.04 -0.21
2.61 5.92 0.68 0.23 -1.06 -0.21
2.62 5.92 0.67 0.23 -1.08 -0.21
2.63 5.91 0.66 0.23 -1.11 -0.21
2.64 5.89 0.65 0.22 -1.13 -0.21
2.65 5.88 0.64 0.22 -1.15 -0.21
2.66 5.86 0.63 0.22 -1.16 -0.21
2.67 5.85 0.62 0.22 -1.18 -0.21
2.68 5.83 0.60 0.22 -1.20 -0.21
2.69 5.83 0.59 0.21 -1.21 -0.21
2.70 5.82 0.58 0.21 -1.23 -0.21
2.71 5.82 0.57 0.21 -1.24 -0.21
2.72 5.82 0.55 0.21 -1.25 -0.21
2.73 5.82 0.54 0.21 -1.26 -0.21
2.74 5.83 0.53 0.20 -1.27 -0.21
2.75 5.84 0.52 0.20 -1.27 -0.22
2.76 5.84 0.50 0.20 -1.28 -0.22
2.77 5.85 0.49 0.20 -1.28 -0.22
2.78 5.85 0.48 0.19 -1.28 -0.22
2.79 5.86 0.47 0.19 -1.28 -0.22
2.80 5.86 0.45 0.19 -1.28 -0.22
2.81 5.85 0.44 0.19 -1.28 -0.22
2.82 5.85 0.43 0.19 -1.27 -0.22
2.83 5.84 0.41 0.18 -1.27 -0.23
2.84 5.83 0.40 0.18 -1.26 -0.23
2.85 5.83 0.39 0.18 -1.25 -0.23
2.86 5.83 0.38 0.18 -1.24 -0.23
2.87 5.82 0.36 0.17 -1.23 -0.23
2.88 5.82 0.35 0.17 -1.22 -0.24
2.89 5.83 0.34 0.17 -1.21 -0.24
2.90 5.83 0.33 0.17 -1.19 -0.24
2.91 5.84 0.32 0.16 -1.17 -0.24
2.92 5.85 0.30 0.16 -1.16 -0.25
2.93 5.86 0.29 0.16 -1.14 -0.25
2.94 5.87 0.28 0.16 -1.11 -0.25
2.95 5.89 0.27 0.16 -1.09 -0.25
2.96 5.90 0.26 0.15 -1.07 -0.26
2.97 5.91 0.25 0.15 -1.04 -0.26
2.98 5.92 0.24 0.15 -1.02 -0.26
2.99 5.94 0.23 0.14 -0.99 -0.26
3.00 5.95 0.22 0.14 -0.96 -0.27
3.01 5.96 0.21 0.14 -0.93 -0.27
3.02 5.97 0.20 0.14 -0.90 -0.27
3.03 5.98 0.19 0.13 -0.87 -0.28
3.04 5.99 0.18 0.13 -0.84 -0.28
3.05 5.99 0.17 0.13 -0.80 -0.28
3.06 6.00 0.17 0.13 -0.77 -0.28
3.07 6.00 0.16 0.12 -0.74 -0.29
3.08 6.00 0.15 0.12 -0.70 -0.29
3.09 6.00 0.15 0.12 -0.66 -0.29
3.10 5.99 0.14 0.11 -0.63 -0.30
3.11 5.98 0.13 0.11 -0.59 -0.30
3.12 5.97 0.13 0.11 -0.55 -0.30
3.13 5.96 0.12 0.10 -0.52 -0.30
3.14 5.95 0.12 0.10 -0.48 -0.31
3.15 5.94 0.11 0.10 -0.44 -0.31
3.16 5.92 0.11 0.10 -0.40 -0.31
3.17 5.92 0.10 0.09 -0.37 -0.31
3.18 5.91 0.10 0.09 -0.33 -0.32
3.19 5.91 0.10 0.09 -0.29 -0.32
3.20 5.91 0.09 0.08 -0.25 -0.32
3.21 5.91 0.09 0.08 -0.22 -0.32
3.22 5.92 0.09 0.08 -0.18 -0.32
3.23 5.93 0.09 0.07 -0.14 -0.33
3.24 5.94 0.09 0.07 -0.11 -0.33
3.25 5.95 0.09 0.07 -0.07 -0.33
3.26 5.96 0.09 0.06 -0.03 -0.33
3.27 5.97 0.09 0.06 0.00 -0.33
3.28 5.97 0.09 0.06 0.04 -0.33
3.29 5.97 0.09 0.05 0.07 -0.33
3.30 5.97 0.09 0.05 0.11 -0.34
3.31 5.96 0.09 0.05 0.14 -0.34
3.32 5.95 0.09 0.04 0.18 -0.34
3.33 5.94 0.09 0.04 0.21 -0.34
3.34 5.92 0.09 0.04 0.24 -0.34
3.35 5.91 0.10 0.03 0.27 -0.34
3.36 5.90 0.10 0.03 0.30 -0.34
3.37 5.88 0.10 0.03 0.33 -0.34
3.38 5.88 0.11 0.02 0.35 -0.34
3.39 5.87 0.11 0.02 0.38 -0.34
3.40 5.87 0.11 0.02 0.41 -0.33
3.41 5.87 0.12 0.01 0.43 -0.33
3.42 5.88 0.12 0.01 0.45 -0.33
3.43 5.89 0.13 0.01 0.48 -0.33
3.44 5.90 0.13 0.00 0.50 -0.33
3.45 5.91 0.14 -0.00 0.52 -0.33
3.46 5.92 0.14 -0.00 0.54 -0.33
3.47 5.93 0.15 -0.01 0.55 -0.32
3.48 5.94 0.15 -0.01 0.57 -0.32
3.49 5.95 0.16 -0.01 0.59 -0.32
3.50 5.95 0.17 -0.02 0.60 -0.31
3.51 5.95 0.17 -0.02 0.61 -0.31
3.52 5.95 0.18 -0.02 0.63 -0.31
3.53 5.94 0.18 -0.03 0.64 -0.30
3.54 5.93 0.19 -0.03 0.65 -0.30
3.55 5.92 0.20 -0.03 0.65 -0.30
3.56 5.90 0.20 -0.03 0.66 -0.29
3.57 5.89 0.21 -0.04 0.66 -0.29
3.58 5.87 0.22 -0.04 0.67 -0.28
3.59 5.86 0.22 -0.04 0.67 -0.28
3.60 5.85 0.23 -0.05 0.67 -0.27
3.61 5.84 0.24 -0.05 0.67 -0.27
3.62 5.83 0.24 -0.05 0.66 -0.26
3.63 5.83 0.25 -0.05 0.66 -0.25
3.64 5.83 0.26 -0.06 0.66 -0.25
3.65 5.83 0.26 -0.06 0.65 -0.24
3.66 5.84 0.27 -0.06 0.64 -0.24
3.67 5.85 0.28 -0.06 0.63 -0.23
3.68 5.87 0.28 -0.07 0.62 -0.22
3.69 5.89 0.29 -0.07 0.61 -0.22
3.70 5.91 0.29 -0.07 0.60 -0.21
3.71 5.93 0.30 -0.07 0.59 -0.20
3.72 5.95 0.31 -0.07 0.57 -0.19
3.73 5.97 0.31 -0.08 0.56 -0.19
3.74 6.00 0.32 -0.08 0.55 -0.18
3.75 6.01 0.32 -0.08 0.53 -0.17
3.76 6.03 0.33 -0.08 0.51 -0.16
3.77 6.04 0.33 -0.08 0.50 -0.15
3.78 6.04 0.34 -0.08 0.48 -0.14
3.79 6.05 0.34 -0.09 0.46 -0.14
3.80 6.04 0.35 -0.09 0.44 -0.13
3.81 6.04 0.35 -0.09 0.42 -0.12
3.82 6.03 0.36 -0.09 0.40 -0.11
3.83 6.02 0.36 -0.09 0.38 -0.10
3.84 6.00 0.36 -0.09 0.35 -0.09
3.85 5.99 0.37 -0.09 0.33 -0.08
3.86 5.97 0.37 -0.09 0.31 -0.07
3.87 5.96 0.37 -0.09 0.28 -0.06
3.88 5.94 0.38 -0.09 0.26 -0.05
3.89 5.93 0.38 -0.09 0.23 -0.04
3.90 5.92 0.38 -0.10 0.20 -0.04
3.91 5.91 0.38 -0.10 0.18 -0.03
3.92 5.90 0.38 -0.10 0.15 -0.02
3.93 5.89 0.38 -0.10 0.12 -0.01
3.94 5.88 0.39 -0.10 0.09 0.00
3.95 5.87 0.39 -0.10 0.06 0.01
3.96 5.86 0.39 -0.10 0.03 0.02
3.97 5.86 0.39 -0.10 0.01 0.03
3.98 5.85 0.39 -0.09 -0.02 0.04
3.99 5.85 0.39 -0.09 -0.05 0.05
4.00 5.85 0.39 -0.09 -0.08 0.06
4.01 5.85 0.39 -0.09 -0.11 0.07
4.02 5.85 0.38 -0.09 -0.14 0.08
4.03 5.86 0.38 -0.09 -0.17 0.09
4.04 5.86 0.38 -0.09 -0.19 0.10
4.05 5.87 0.38 -0.09 -0.22 0.11
4.06 5.88 0.38 -0.09 -0.25 0.12
4.07 5.89 0.37 -0.09 -0.27 0.13
4.08 5.89 0.37 -0.09 -0.30 0.14
4.09 5.90 0.37 -0.08 -0.32 0.14
4.10 5.90 0.36 -0.08 -0.34 0.15
4.11 5.90 0.36 -0.08 -0.37 0.16
4.12 5.90 0.36 -0.08 -0.39 0.17
4.13 5.89 0.35 -0.08 -0.41 0.18
4.14 5.88 0.35 -0.08 -0.43 0.19
4.15 5.87 0.34 -0.07 -0.45 0.20
4.16 5.85 0.34 -0.07 -0.47 0.20
4.17 5.83 0.34 -0.07 -0.49 0.21
4.18 5.81 0.33 -0.07 -0.51 0.22
4.19 5.79 0.32 -0.07 -0.52 0.23
4.20 5.78 0.32 -0.06 -0.54 0.23
4.21 5.76 0.31 -0.06 -0.56 0.24
4.22 5.75 0.31 -0.06 -0.57 0.25
4.23 5.74 0.30 -0.06 -0.58 0.25
4.24 5.73 0.30 -0.05 -0.60 0.26
4.25 5.73 0.29 -0.05 -0.61 0.27
4.26 5.72 0.28 -0.05 -0.62 0.27
4.27 5.72 0.28 -0.05 -0.63 0.28
4.28 5.73 0.27 -0.04 -0.63 0.29
4.29 5.73 0.27 -0.04 -0.64 0.29
4.30 5.73 0.26 -0.04 -0.64 0.30
4.31 5.74 0.25 -0.03 -0.65 0.30
4.32 5.74 0.25 -0.03 -0.65 0.31
4.33 5.74 0.24 -0.03 -0.65 0.31
4.34 5.75 0.23 -0.02 -0.65 0.32
4.35 5.75 0.23 -0.02 -0.65 0.32
4.36 5.75 0.22 -0.02 -0.65 0.32
4.37 5.75 0.21 -0.01 -0.64 0.33
4.38 5.75 0.21 -0.01 -0.63 0.33
4.39 5.75 0.20 -0.01 -0.63 0.34
4.40 5.75 0.20 -0.00 -0.62 0.34
4.41 5.74 0.19 -0.00 -0.61 0.34
4.42 5.73 0.18 0.00 -0.60 0.34
4.43 5.72 0.18 0.01 -0.58 0.35
4.44 5.70 0.17 0.01 -0.57 0.35
4.45 5.68 0.17 0.01 -0.56 0.35
4.46 5.66 0.16 0.02 -0.54 0.35
4.47 5.63 0.15 0.02 -0.53 0.35
4.48 5.61 0.15 0.02 -0.51 0.35
4.49 5.58 0.14 0.03 -0.49 0.36
4.50 5.56 0.14 0.03 -0.47 0.36
4.51 5.54 0.14 0.03 -0.45 0.36
4.52 5.52 0.13 0.04 -0.43 0.36
4.53 5.50 0.13 0.04 -0.41 0.36
4.54 5.50 0.12 0.04 -0.39 0.36
4.55 5.50 0.12 0.05 -0.36 0.36
4.56 5.51 0.12 0.05 -0.34 0.36
4.57 5.52 0.11 0.06 -0.31 0.36
4.58 5.54 0.11 0.06 -0.28 0.36
4.59 5.57 0.11 0.06 -0.26 0.35
4.60 5.60 0.10 0.07 -0.23 0.35
4.61 5.62 0.10 0.07 -0.20 0.35
4.62 5.65 0.10 0.07 -0.17 0.35
4.63 5.68 0.10 0.08 -0.13 0.35
4.64 5.70 0.10 0.08 -0.10 0.35
4.65 5.71 0.10 0.08 -0.06 0.34
4.66 5.72 0.10 0.09 -0.03 0.34
4.67 5.72 0.10 0.09 0.01 0.34
4.68 5.72 0.10 0.09 0.04 0.34
4.69 5.71 0.10 0.10 0.08 0.33
4.70 5.70 0.10 0.10 0.11 0.33
4.71 5.68 0.10 0.10 0.15 0.33
4.72 5.67 0.10 0.11 0.19 0.33
4.73 5.65 0.10 0.11 0.22 0.32
4.74 5.63 0.11 0.11 0.26 0.32
4.75 5.61 0.11 0.12 0.30 0.32
4.76 5.60 0.11 0.12 0.33 0.31
4.77 5.59 0.11 0.12 0.37 0.31
4.78 5.59 0.12 0.13 0.41 0.31
4.79 5.59 0.12 0.13 0.44 0.30
4.80 5.59 0.13 0.13 0.48 0.30
4.81 5.60 0.13 0.13 0.51 0.29
4.82 5.61 0.14 0.14 0.55 0.29
4.83 5.63 0.14 0.14 0.58 0.29
4.84 5.64 0.15 0.14 0.62 0.28
4.85 5.66 0.16 0.15 0.65 0.28
4.86 5.67 0.16 0.15 0.68 0.27
4.87 5.68 0.17 0.15 0.72 0.27
4.88 5.69 0.18 0.15 0.75 0.27
4.89 5.70 0.18 0.16 0.78 0.26
4.90 5.70 0.19 0.16 0.82 0.26
4.91 5.70 0.20 0.16 0.85 0.25
4.92 5.70 0.21 0.16 0.88 0.25
4.93 5.69 0.22 0.17 0.91 0.25
4.94 5.68 0.23 0.17 0.93 0.24
4.95 5.66 0.24 0.17 0.96 0.24
4.96 5.65 0.25 0.17 0.99 0.24
4.97 5.64 0.26 0.18 1.01 0.23
4.98 5.62 0.27 0.18 1.04 0.23
4.99 5.62 0.28 0.18 1.06 0.22
5.00 5.61 0.29 0.18 1.08 0.22
5.01 5.61 0.30 0.19 1.10 0.22
5.02 5.61 0.31 0.19 1.12 0.21
5.03 5.62 0.32 0.19 1.13 0.21
5.04 5.63 0.33 0.19 1.15 0.21
5.05 5.65 0.34 0.19 1.17 0.20
5.06 5.67 0.36 0.20 1.18 0.20
5.07 5.68 0.37 0.20 1.19 0.20
5.08 5.70 0.38 0.20 1.20 0.19
5.09 5.72 0.39 0.20 1.21 0.19
5.10 5.74 0.40 0.20 1.22 0.19
5.11 5.75 0.42 0.21 1.23 0.19
5.12 5.76 0.43 0.21 1.24 0.18
5.13 5.77 0.44 0.21 1.24 0.18
5.14 5.77 0.45 0.21 1.25 0.18
5.15 5.77 0.47 0.21 1.25 0.18
5.16 5.76 0.48 0.21 1.25 0.17
5.17 5.76 0.49 0.22 1.25 0.17
5.18 5.75 0.50 0.22 1.25 0.17
5.19 5.74 0.52 0.22 1.24 0.17
5.20 5.74 0.53 0.22 1.24 0.17
5.21 5.74 0.54 0.22 1.23 0.17
5.22 5.73 0.55 0.22 1.22 0.16
5.23 5.73 0.57 0.23 1.21 0.16
5.24 5.74 0.58 0.23 1.20 0.16
5.25 5.74 0.59 0.23 1.19 0.16
5.26 5.74 0.60 0.23 1.17 0.16
5.27 5.74 0.61 0.23 1.16 0.16
5.28 5.74 0.62 0.23 1.14 0.16
5.29 5.74 0.64 0.24 1.12 0.16
5.30 5.73 0.65 0.24 1.10 0.16
5.31 5.72 0.66 0.24 1.08 0.15
5.32 5.71 0.67 0.24 1.06 0.15
5.33 5.70 0.68 0.24 1.03 0.15
5.34 5.69 0.69 0.24 1.01 0.15
5.35 5.67 0.70 0.25 0.98 0.15
5.36 5.66 0.71 0.25 0.95 0.15
5.37 5.66 0.72 0.25 0.92 0.15
5.38 5.65 0.73 0.25 0.89 0.15
5.39 5.65 0.74 0.25 0.86 0.15
5.40 5.66 0.74 0.25 0.83 0.15
5.41 5.66 0.75 0.25 0.80 0.15
5.42 5.67 0.76 0.26 0.76 0.15
5.43 5.69 0.77 0.26 0.73 0.15
