TI=0.15 | U_mean=15.00 | Ct_used=0.26 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_15_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
1.12 15.96 1.15 0.37 -1.16 0.81
1.13 15.97 1.14 0.38 -1.19 0.81
1.14 16.00 1.13 0.39 -1.21 0.81
1.15 16.05 1.11 0.40 -1.23 0.81
1.16 16.11 1.10 0.40 -1.24 0.81
1.17 16.18 1.09 0.41 -1.25 0.81
1.18 16.25 1.08 0.42 -1.26 0.81
1.19 16.33 1.06 0.43 -1.27 0.80
1.20 16.41 1.05 0.44 -1.27 0.80
1.21 16.48 1.04 0.44 -1.26 0.80
1.22 16.53 1.03 0.45 -1.26 0.79
1.23 16.56 1.01 0.46 -1.25 0.79
1.24 16.56 1.00 0.47 -1.23 0.78
1.25 16.54 0.99 0.48 -1.22 0.78
1.26 16.50 0.98 0.48 -1.20 0.77
1.27 16.44 0.97 0.49 -1.18 0.77
1.28 16.36 0.95 0.50 -1.16 0.76
1.29 16.27 0.94 0.51 -1.14 0.75
1.30 16.17 0.93 0.51 -1.11 0.74
1.31 16.08 0.92 0.52 -1.08 0.73
1.32 15.99 0.91 0.53 -1.05 0.72
1.33 15.92 0.90 0.54 -1.02 0.72
1.34 15.86 0.89 0.54 -0.99 0.71
1.35 15.82 0.88 0.55 -0.96 0.69
1.36 15.79 0.87 0.56 -0.92 0.68
1.37 15.77 0.86 0.56 -0.89 0.67
1.38 15.76 0.85 0.57 -0.85 0.66
1.39 15.75 0.84 0.58 -0.80 0.65
1.40 15.74 0.84 0.58 -0.76 0.64
1.41 15.72 0.83 0.59 -0.72 0.62
1.42 15.69 0.82 0.60 -0.67 0.61
1.43 15.65 0.82 0.60 -0.62 0.60
1.44 15.60 0.81 0.61 -0.57 0.58
1.45 15.53 0.80 0.61 -0.52 0.57
1.46 15.46 0.80 0.62 -0.47 0.55
1.47 15.39 0.79 0.62 -0.42 0.54
1.48 15.32 0.79 0.63 -0.37 0.52
1.49 15.25 0.79 0.63 -0.31 0.51
1.50 15.19 0.78 0.64 -0.26 0.49
1.51 15.14 0.78 0.64 -0.20 0.48
1.52 15.10 0.78 0.65 -0.15 0.46
1.53 15.07 0.78 0.65 -0.09 0.44
1.54 15.05 0.78 0.66 -0.04 0.43
1.55 15.03 0.78 0.66 0.02 0.41
1.56 15.03 0.78 0.67 0.07 0.39
1.57 15.02 0.78 0.67 0.13 0.38
1.58 15.01 0.78 0.67 0.19 0.36
1.59 15.00 0.78 0.68 0.24 0.34
1.60 14.98 0.79 0.68 0.30 0.33
1.61 14.96 0.79 0.68 0.36 0.31
1.62 14.94 0.79 0.69 0.41 0.29
1.63 14.91 0.80 0.69 0.47 0.27
1.64 14.89 0.80 0.69 0.53 0.26
1.65 14.86 0.81 0.69 0.58 0.24
1.66 14.84 0.81 0.70 0.64 0.22
1.67 14.82 0.82 0.70 0.69 0.20
1.68 14.82 0.83 0.70 0.74 0.19
1.69 14.82 0.84 0.70 0.79 0.17
1.70 14.83 0.84 0.70 0.85 0.15
1.71 14.85 0.85 0.71 0.90 0.13
1.72 14.87 0.86 0.71 0.95 0.11
1.73 14.90 0.87 0.71 0.99 0.10
1.74 14.93 0.88 0.71 1.04 0.08
1.75 14.96 0.89 0.71 1.09 0.06
1.76 14.99 0.90 0.71 1.13 0.05
1.77 15.02 0.92 0.71 1.18 0.03
1.78 15.04 0.93 0.71 1.22 0.01
1.79 15.06 0.94 0.71 1.26 -0.00
1.80 15.07 0.95 0.71 1.30 -0.02
1.81 15.08 0.97 0.71 1.34 -0.04
1.82 15.10 0.98 0.71 1.37 -0.05
1.83 15.11 0.99 0.71 1.41 -0.07
1.84 15.12 1.01 0.71 1.44 -0.08
1.85 15.12 1.02 0.71 1.47 -0.10
1.86 15.13 1.04 0.71 1.50 -0.11
1.87 15.14 1.05 0.71 1.52 -0.13
1.88 15.15 1.07 0.70 1.55 -0.14
1.89 15.15 1.08 0.70 1.57 -0.16
1.90 15.15 1.10 0.70 1.59 -0.17
1.91 15.14 1.11 0.70 1.60 -0.18
1.92 15.12 1.13 0.70 1.62 -0.20
1.93 15.10 1.15 0.70 1.63 -0.21
1.94 15.07 1.16 0.69 1.63 -0.22
1.95 15.04 1.18 0.69 1.64 -0.23
1.96 15.00 1.20 0.69 1.64 -0.25
1.97 14.96 1.21 0.69 1.64 -0.26
1.98 14.93 1.23 0.68 1.64 -0.27
1.99 14.89 1.24 0.68 1.63 -0.28
2.00 14.86 1.26 0.68 1.62 -0.29
2.01 14.84 1.28 0.67 1.61 -0.30
2.02 14.82 1.29 0.67 1.59 -0.31
2.03 14.80 1.31 0.67 1.57 -0.32
2.04 14.79 1.32 0.67 1.55 -0.33
2.05 14.79 1.34 0.66 1.53 -0.34
2.06 14.78 1.36 0.66 1.50 -0.35
2.07 14.77 1.37 0.66 1.47 -0.35
2.08 14.75 1.38 0.65 1.44 -0.36
2.09 14.73 1.40 0.65 1.41 -0.37
2.10 14.71 1.41 0.64 1.37 -0.38
2.11 14.67 1.43 0.64 1.33 -0.38
2.12 14.64 1.44 0.64 1.29 -0.39
2.13 14.59 1.45 0.63 1.24 -0.39
2.14 14.55 1.46 0.63 1.19 -0.40
2.15 14.51 1.48 0.62 1.14 -0.40
2.16 14.46 1.49 0.62 1.09 -0.41
2.17 14.43 1.50 0.62 1.04 -0.41
2.18 14.39 1.51 0.61 0.98 -0.42
2.19 14.37 1.52 0.61 0.92 -0.42
2.20 14.35 1.53 0.60 0.86 -0.42
2.21 14.33 1.53 0.60 0.79 -0.43
2.22 14.33 1.54 0.60 0.73 -0.43
2.23 14.33 1.55 0.59 0.66 -0.43
2.24 14.33 1.56 0.59 0.59 -0.44
2.25 14.33 1.56 0.58 0.52 -0.44
2.26 14.34 1.57 0.58 0.45 -0.44
2.27 14.34 1.57 0.57 0.38 -0.44
2.28 14.34 1.57 0.57 0.30 -0.44
2.29 14.35 1.58 0.56 0.23 -0.44
2.30 14.35 1.58 0.56 0.15 -0.44
2.31 14.34 1.58 0.56 0.08 -0.44
2.32 14.34 1.58 0.55 -0.00 -0.44
2.33 14.34 1.58 0.55 -0.08 -0.45
2.34 14.33 1.58 0.54 -0.16 -0.45
2.35 14.32 1.58 0.54 -0.23 -0.45
2.36 14.31 1.57 0.53 -0.31 -0.45
2.37 14.30 1.57 0.53 -0.39 -0.44
2.38 14.28 1.57 0.52 -0.47 -0.44
2.39 14.27 1.56 0.52 -0.55 -0.44
2.40 14.24 1.55 0.52 -0.63 -0.44
2.41 14.22 1.55 0.51 -0.71 -0.44
2.42 14.20 1.54 0.51 -0.79 -0.44
2.43 14.18 1.53 0.50 -0.87 -0.44
2.44 14.16 1.52 0.50 -0.95 -0.44
2.45 14.14 1.51 0.49 -1.03 -0.44
2.46 14.14 1.50 0.49 -1.10 -0.44
2.47 14.15 1.49 0.49 -1.18 -0.44
2.48 14.18 1.48 0.48 -1.25 -0.43
2.49 14.22 1.47 0.48 -1.33 -0.43
2.50 14.28 1.45 0.47 -1.40 -0.43
2.51 14.35 1.44 0.47 -1.47 -0.43
2.52 14.43 1.42 0.46 -1.54 -0.43
2.53 14.53 1.41 0.46 -1.60 -0.43
2.54 14.63 1.39 0.45 -1.66 -0.43
2.55 14.72 1.37 0.45 -1.72 -0.43
2.56 14.82 1.36 0.45 -1.78 -0.43
2.57 14.90 1.34 0.44 -1.84 -0.43
2.58 14.96 1.32 0.44 -1.89 -0.43
2.59 15.01 1.30 0.43 -1.94 -0.42
2.60 15.03 1.28 0.43 -1.99 -0.42
2.61 15.04 1.26 0.43 -2.03 -0.42
2.62 15.02 1.24 0.42 -2.07 -0.42
2.63 14.99 1.22 0.42 -2.11 -0.42
2.64 14.94 1.20 0.41 -2.15 -0.42
2.65 14.89 1.18 0.41 -2.19 -0.42
2.66 14.83 1.15 0.40 -2.22 -0.42
2.67 14.78 1.13 0.40 -2.25 -0.42
2.68 14.74 1.11 0.40 -2.28 -0.42
2.69 14.71 1.09 0.39 -2.31 -0.43
2.70 14.69 1.06 0.39 -2.34 -0.43
2.71 14.68 1.04 0.38 -2.36 -0.43
2.72 14.68 1.02 0.38 -2.38 -0.43
2.73 14.70 0.99 0.37 -2.40 -0.43
2.74 14.72 0.97 0.37 -2.41 -0.43
2.75 14.74 0.94 0.37 -2.43 -0.43
2.76 14.77 0.92 0.36 -2.43 -0.44
2.77 14.79 0.89 0.36 -2.44 -0.44
2.78 14.80 0.87 0.35 -2.44 -0.44
2.79 14.81 0.85 0.35 -2.44 -0.44
2.80 14.81 0.82 0.34 -2.44 -0.44
2.81 14.80 0.80 0.34 -2.43 -0.45
2.82 14.78 0.77 0.33 -2.43 -0.45
2.83 14.76 0.75 0.33 -2.41 -0.45
2.84 14.74 0.72 0.33 -2.40 -0.46
2.85 14.72 0.70 0.32 -2.39 -0.46
2.86 14.71 0.68 0.32 -2.37 -0.46
2.87 14.70 0.65 0.31 -2.35 -0.47
2.88 14.70 0.63 0.31 -2.32 -0.47
2.89 14.71 0.61 0.30 -2.30 -0.47
2.90 14.73 0.58 0.30 -2.27 -0.48
2.91 14.76 0.56 0.29 -2.24 -0.48
2.92 14.79 0.54 0.29 -2.20 -0.49
2.93 14.83 0.52 0.28 -2.16 -0.49
2.94 14.87 0.50 0.28 -2.12 -0.50
2.95 14.92 0.47 0.27 -2.08 -0.50
2.96 14.96 0.45 0.27 -2.04 -0.51
2.97 15.01 0.43 0.26 -1.99 -0.51
2.98 15.05 0.41 0.26 -1.94 -0.52
2.99 15.09 0.40 0.25 -1.89 -0.52
3.00 15.13 0.38 0.25 -1.83 -0.52
3.01 15.17 0.36 0.24 -1.78 -0.53
3.02 15.20 0.34 0.24 -1.72 -0.54
3.03 15.23 0.32 0.23 -1.66 -0.54
3.04 15.26 0.31 0.23 -1.59 -0.55
3.05 15.28 0.29 0.22 -1.53 -0.55
3.06 15.30 0.28 0.21 -1.46 -0.56
3.07 15.31 0.26 0.21 -1.40 -0.56
3.08 15.31 0.25 0.20 -1.33 -0.57
3.09 15.30 0.24 0.20 -1.26 -0.57
3.10 15.28 0.22 0.19 -1.19 -0.58
3.11 15.25 0.21 0.19 -1.12 -0.58
3.12 15.22 0.20 0.18 -1.05 -0.58
3.13 15.18 0.19 0.17 -0.98 -0.59
3.14 15.14 0.18 0.17 -0.91 -0.59
3.15 15.09 0.17 0.16 -0.84 -0.60
3.16 15.06 0.17 0.16 -0.76 -0.60
3.17 15.03 0.16 0.15 -0.69 -0.61
3.18 15.00 0.15 0.14 -0.62 -0.61
3.19 14.99 0.15 0.14 -0.55 -0.61
3.20 15.00 0.14 0.13 -0.48 -0.62
3.21 15.01 0.14 0.13 -0.41 -0.62
3.22 15.04 0.13 0.12 -0.34 -0.62
3.23 15.07 0.13 0.11 -0.27 -0.63
3.24 15.11 0.13 0.11 -0.20 -0.63
3.25 15.14 0.13 0.10 -0.13 -0.63
3.26 15.18 0.12 0.09 -0.06 -0.63
3.27 15.21 0.12 0.09 0.01 -0.64
3.28 15.22 0.12 0.08 0.08 -0.64
3.29 15.22 0.13 0.08 0.15 -0.64
3.30 15.21 0.13 0.07 0.21 -0.64
3.31 15.19 0.13 0.06 0.28 -0.64
3.32 15.16 0.13 0.06 0.34 -0.64
3.33 15.11 0.14 0.05 0.40 -0.64
3.34 15.06 0.14 0.04 0.46 -0.64
3.35 15.01 0.15 0.04 0.52 -0.64
3.36 14.97 0.15 0.03 0.57 -0.64
3.37 14.93 0.16 0.02 0.63 -0.64
3.38 14.90 0.16 0.02 0.68 -0.64
3.39 14.88 0.17 0.01 0.73 -0.64
3.40 14.87 0.18 0.01 0.78 -0.63
3.41 14.88 0.19 -0.00 0.82 -0.63
3.42 14.90 0.20 -0.01 0.86 -0.63
3.43 14.94 0.20 -0.01 0.91 -0.63
3.44 14.97 0.21 -0.02 0.95 -0.62
3.45 15.02 0.22 -0.03 0.98 -0.62
3.46 15.06 0.23 -0.03 1.02 -0.61
3.47 15.09 0.24 -0.04 1.05 -0.61
3.48 15.12 0.25 -0.04 1.08 -0.60
3.49 15.14 0.27 -0.05 1.11 -0.60
3.50 15.16 0.28 -0.06 1.14 -0.59
3.51 15.15 0.29 -0.06 1.17 -0.58
3.52 15.14 0.30 -0.07 1.19 -0.58
3.53 15.12 0.31 -0.07 1.21 -0.57
3.54 15.08 0.32 -0.08 1.23 -0.56
3.55 15.04 0.34 -0.08 1.24 -0.55
3.56 14.99 0.35 -0.09 1.25 -0.54
3.57 14.94 0.36 -0.10 1.26 -0.53
3.58 14.89 0.37 -0.10 1.27 -0.52
3.59 14.85 0.39 -0.11 1.27 -0.51
3.60 14.80 0.40 -0.11 1.27 -0.50
3.61 14.77 0.41 -0.12 1.27 -0.49
3.62 14.75 0.42 -0.12 1.26 -0.48
3.63 14.73 0.44 -0.13 1.25 -0.47
3.64 14.74 0.45 -0.13 1.24 -0.46
3.65 14.75 0.46 -0.13 1.23 -0.45
3.66 14.78 0.47 -0.14 1.22 -0.43
3.67 14.82 0.49 -0.14 1.20 -0.42
3.68 14.88 0.50 -0.15 1.18 -0.41
3.69 14.94 0.51 -0.15 1.16 -0.39
3.70 15.02 0.52 -0.16 1.14 -0.38
3.71 15.09 0.53 -0.16 1.11 -0.36
3.72 15.17 0.54 -0.16 1.09 -0.35
3.73 15.24 0.55 -0.17 1.06 -0.33
3.74 15.31 0.57 -0.17 1.04 -0.32
3.75 15.38 0.58 -0.17 1.01 -0.30
3.76 15.42 0.59 -0.18 0.98 -0.29
3.77 15.46 0.59 -0.18 0.95 -0.27
3.78 15.48 0.60 -0.18 0.92 -0.26
3.79 15.49 0.61 -0.18 0.88 -0.24
3.80 15.48 0.62 -0.19 0.85 -0.22
3.81 15.46 0.63 -0.19 0.81 -0.20
3.82 15.43 0.64 -0.19 0.77 -0.19
3.83 15.39 0.65 -0.19 0.73 -0.17
3.84 15.34 0.65 -0.19 0.69 -0.15
3.85 15.29 0.66 -0.19 0.64 -0.13
3.86 15.24 0.67 -0.20 0.60 -0.12
3.87 15.19 0.67 -0.20 0.55 -0.10
3.88 15.14 0.68 -0.20 0.51 -0.08
3.89 15.10 0.68 -0.20 0.46 -0.06
3.90 15.06 0.69 -0.20 0.41 -0.04
3.91 15.02 0.69 -0.20 0.36 -0.03
3.92 14.99 0.69 -0.20 0.30 -0.01
3.93 14.96 0.70 -0.20 0.25 0.01
3.94 14.93 0.70 -0.20 0.20 0.03
3.95 14.90 0.70 -0.20 0.14 0.05
3.96 14.87 0.70 -0.20 0.09 0.07
3.97 14.85 0.70 -0.20 0.03 0.09
3.98 14.84 0.70 -0.20 -0.02 0.10
3.99 14.83 0.70 -0.20 -0.08 0.12
4.00 14.82 0.70 -0.19 -0.13 0.14
4.01 14.82 0.70 -0.19 -0.18 0.16
4.02 14.83 0.70 -0.19 -0.24 0.18
4.03 14.85 0.69 -0.19 -0.29 0.20
4.04 14.87 0.69 -0.19 -0.34 0.21
4.05 14.90 0.69 -0.19 -0.39 0.23
4.06 14.93 0.68 -0.18 -0.44 0.25
4.07 14.96 0.68 -0.18 -0.49 0.27
4.08 14.98 0.67 -0.18 -0.54 0.28
4.09 15.01 0.67 -0.17 -0.58 0.30
4.10 15.02 0.66 -0.17 -0.63 0.32
4.11 15.02 0.65 -0.17 -0.67 0.33
4.12 15.00 0.65 -0.16 -0.71 0.35
4.13 14.98 0.64 -0.16 -0.75 0.37
4.14 14.94 0.63 -0.16 -0.79 0.38
4.15 14.89 0.62 -0.15 -0.83 0.40
4.16 14.84 0.62 -0.15 -0.86 0.41
4.17 14.78 0.61 -0.15 -0.90 0.43
4.18 14.72 0.60 -0.14 -0.93 0.44
4.19 14.65 0.59 -0.14 -0.96 0.46
4.20 14.60 0.58 -0.13 -0.99 0.47
4.21 14.55 0.57 -0.13 -1.02 0.49
4.22 14.50 0.56 -0.12 -1.05 0.50
4.23 14.47 0.55 -0.12 -1.08 0.51
4.24 14.44 0.54 -0.11 -1.10 0.52
4.25 14.43 0.53 -0.11 -1.12 0.54
4.26 14.42 0.51 -0.10 -1.14 0.55
4.27 14.42 0.50 -0.10 -1.16 0.56
4.28 14.42 0.49 -0.09 -1.18 0.57
4.29 14.43 0.48 -0.08 -1.19 0.58
4.30 14.44 0.47 -0.08 -1.20 0.59
4.31 14.46 0.46 -0.07 -1.21 0.60
4.32 14.47 0.44 -0.07 -1.21 0.61
4.33 14.48 0.43 -0.06 -1.21 0.62
4.34 14.49 0.42 -0.05 -1.21 0.63
4.35 14.50 0.41 -0.05 -1.21 0.64
4.36 14.51 0.40 -0.04 -1.20 0.64
4.37 14.52 0.38 -0.03 -1.19 0.65
4.38 14.52 0.37 -0.03 -1.18 0.66
4.39 14.52 0.36 -0.02 -1.17 0.66
4.40 14.50 0.35 -0.01 -1.15 0.67
4.41 14.48 0.34 -0.01 -1.13 0.68
4.42 14.45 0.33 -0.00 -1.11 0.68
4.43 14.41 0.31 0.01 -1.09 0.68
4.44 14.36 0.30 0.01 -1.06 0.69
4.45 14.29 0.29 0.02 -1.04 0.69
4.46 14.21 0.28 0.03 -1.01 0.69
4.47 14.13 0.27 0.03 -0.98 0.70
4.48 14.04 0.26 0.04 -0.95 0.70
4.49 13.95 0.25 0.05 -0.91 0.70
4.50 13.86 0.24 0.05 -0.88 0.70
4.51 13.79 0.24 0.06 -0.84 0.70
4.52 13.73 0.23 0.07 -0.81 0.70
4.53 13.69 0.22 0.08 -0.77 0.70
4.54 13.67 0.21 0.08 -0.72 0.70
4.55 13.67 0.21 0.09 -0.68 0.70
4.56 13.70 0.20 0.10 -0.64 0.70
4.57 13.75 0.19 0.10 -0.59 0.70
4.58 13.82 0.19 0.11 -0.54 0.70
4.59 13.91 0.18 0.12 -0.49 0.70
4.60 14.00 0.18 0.12 -0.43 0.69
4.61 14.10 0.17 0.13 -0.38 0.69
4.62 14.19 0.17 0.14 -0.32 0.69
4.63 14.27 0.17 0.15 -0.26 0.68
4.64 14.34 0.17 0.15 -0.19 0.68
4.65 14.39 0.16 0.16 -0.13 0.68
4.66 14.43 0.16 0.17 -0.06 0.67
4.67 14.44 0.16 0.17 0.01 0.67
4.68 14.43 0.16 0.18 0.08 0.66
4.69 14.40 0.16 0.19 0.14 0.66
4.70 14.35 0.17 0.19 0.21 0.65
4.71 14.30 0.17 0.20 0.28 0.64
4.72 14.23 0.17 0.20 0.35 0.64
4.73 14.17 0.18 0.21 0.42 0.63
4.74 14.11 0.18 0.22 0.49 0.62
4.75 14.06 0.18 0.22 0.56 0.62
4.76 14.02 0.19 0.23 0.63 0.61
4.77 13.99 0.20 0.24 0.70 0.60
4.78 13.98 0.20 0.24 0.77 0.60
4.79 13.98 0.21 0.25 0.83 0.59
4.80 14.00 0.22 0.25 0.90 0.58
4.81 14.03 0.23 0.26 0.97 0.57
4.82 14.07 0.24 0.27 1.03 0.57
4.83 14.11 0.25 0.27 1.10 0.56
4.84 14.16 0.26 0.28 1.17 0.55
4.85 14.22 0.27 0.28 1.23 0.54
4.86 14.27 0.29 0.29 1.30 0.53
4.87 14.31 0.30 0.29 1.36 0.53
4.88 14.34 0.31 0.30 1.42 0.52
4.89 14.36 0.33 0.30 1.49 0.51
4.90 14.37 0.34 0.31 1.55 0.50
4.91 14.37 0.36 0.31 1.61 0.49
4.92 14.35 0.38 0.32 1.67 0.49
4.93 14.32 0.39 0.32 1.72 0.48
4.94 14.28 0.41 0.33 1.78 0.47
4.95 14.24 0.43 0.33 1.83 0.46
4.96 14.19 0.45 0.34 1.88 0.45
4.97 14.15 0.47 0.34 1.93 0.45
4.98 14.11 0.49 0.35 1.97 0.44
4.99 14.07 0.51 0.35 2.01 0.43
5.00 14.05 0.53 0.35 2.05 0.42
5.01 14.05 0.55 0.36 2.09 0.42
5.02 14.06 0.57 0.36 2.12 0.41
5.03 14.09 0.59 0.37 2.16 0.40
5.04 14.13 0.61 0.37 2.19 0.40
5.05 14.18 0.63 0.37 2.22 0.39
5.06 14.24 0.66 0.38 2.24 0.38
5.07 14.31 0.68 0.38 2.27 0.38
5.08 14.38 0.70 0.39 2.29 0.37
5.09 14.45 0.72 0.39 2.31 0.36
5.10 14.50 0.75 0.39 2.33 0.36
5.11 14.55 0.77 0.40 2.35 0.35
5.12 14.58 0.79 0.40 2.36 0.35
5.13 14.60 0.82 0.40 2.37 0.34
5.14 14.60 0.84 0.41 2.38 0.34
5.15 14.60 0.87 0.41 2.39 0.33
5.16 14.58 0.89 0.41 2.39 0.33
5.17 14.56 0.91 0.42 2.39 0.32
5.18 14.54 0.94 0.42 2.38 0.32
5.19 14.52 0.96 0.42 2.38 0.31
5.20 14.50 0.98 0.43 2.37 0.31
5.21 14.49 1.01 0.43 2.36 0.31
5.22 14.48 1.03 0.43 2.34 0.30
5.23 14.48 1.05 0.44 2.32 0.30
5.24 14.49 1.08 0.44 2.30 0.30
5.25 14.50 1.10 0.44 2.28 0.29
5.26 14.51 1.12 0.44 2.25 0.29
5.27 14.51 1.15 0.45 2.22 0.29
5.28 14.51 1.17 0.45 2.19 0.29
5.29 14.50 1.19 0.45 2.16 0.29
5.30 14.48 1.21 0.46 2.12 0.28
5.31 14.45 1.23 0.46 2.08 0.28
5.32 14.41 1.25 0.46 2.04 0.28
5.33 14.37 1.27 0.46 1.99 0.28
5.34 14.33 1.29 0.47 1.94 0.28
5.35 14.29 1.31 0.47 1.89 0.28
5.36 14.25 1.33 0.47 1.84 0.28
5.37 14.23 1.35 0.48 1.78 0.28
5.38 14.21 1.37 0.48 1.72 0.28
5.39 14.21 1.38 0.48 1.66 0.28
5.40 14.23 1.40 0.48 1.60 0.28
5.41 14.25 1.41 0.49 1.54 0.28
5.42 14.29 1.43 0.49 1.47 0.28
5.43 14.33 1.44 0.49 1.40 0.28
