TI=0.15 | U_mean=12.00 | Ct_used=0.58 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_12_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
1.99 11.88 1.76 0.96 2.30 -0.39
2.00 11.86 1.78 0.95 2.29 -0.40
2.01 11.84 1.80 0.95 2.27 -0.42
2.02 11.83 1.83 0.94 2.25 -0.43
2.03 11.82 1.85 0.94 2.22 -0.44
2.04 11.81 1.87 0.94 2.19 -0.46
2.05 11.80 1.89 0.93 2.16 -0.47
2.06 11.80 1.92 0.93 2.12 -0.48
2.07 11.79 1.94 0.92 2.08 -0.49
2.08 11.78 1.96 0.92 2.03 -0.50
2.09 11.76 1.98 0.91 1.98 -0.51
2.10 11.74 2.00 0.91 1.93 -0.52
2.11 11.72 2.02 0.90 1.87 -0.53
2.12 11.69 2.03 0.90 1.81 -0.54
2.13 11.66 2.05 0.89 1.75 -0.55
2.14 11.63 2.07 0.88 1.68 -0.55
2.15 11.59 2.09 0.88 1.61 -0.56
2.16 11.56 2.10 0.87 1.54 -0.57
2.17 11.53 2.12 0.87 1.46 -0.57
2.18 11.51 2.13 0.86 1.38 -0.58
2.19 11.49 2.14 0.86 1.29 -0.58
2.20 11.47 2.16 0.85 1.21 -0.59
2.21 11.47 2.17 0.84 1.12 -0.59
2.22 11.46 2.18 0.84 1.02 -0.60
2.23 11.46 2.19 0.83 0.93 -0.60
2.24 11.46 2.20 0.83 0.83 -0.60
2.25 11.46 2.20 0.82 0.74 -0.61
2.26 11.47 2.21 0.81 0.63 -0.61
2.27 11.47 2.22 0.81 0.53 -0.61
2.28 11.47 2.22 0.80 0.43 -0.61
2.29 11.47 2.23 0.80 0.32 -0.61
2.30 11.47 2.23 0.79 0.22 -0.62
2.31 11.47 2.23 0.78 0.11 -0.62
2.32 11.47 2.23 0.78 0.00 -0.62
2.33 11.47 2.23 0.77 -0.11 -0.62
2.34 11.46 2.23 0.76 -0.22 -0.62
2.35 11.46 2.23 0.76 -0.33 -0.62
2.36 11.45 2.22 0.75 -0.44 -0.62
2.37 11.44 2.22 0.75 -0.55 -0.62
2.38 11.43 2.21 0.74 -0.66 -0.62
2.39 11.41 2.20 0.73 -0.77 -0.61
2.40 11.40 2.20 0.73 -0.88 -0.61
2.41 11.38 2.19 0.72 -1.00 -0.61
2.42 11.36 2.18 0.72 -1.11 -0.61
2.43 11.35 2.16 0.71 -1.22 -0.61
2.44 11.33 2.15 0.70 -1.33 -0.61
2.45 11.32 2.14 0.70 -1.44 -0.61
2.46 11.32 2.12 0.69 -1.55 -0.60
2.47 11.33 2.11 0.69 -1.65 -0.60
2.48 11.35 2.09 0.68 -1.76 -0.60
2.49 11.38 2.07 0.67 -1.86 -0.60
2.50 11.42 2.05 0.67 -1.96 -0.60
2.51 11.47 2.03 0.66 -2.06 -0.60
2.52 11.54 2.01 0.66 -2.15 -0.60
2.53 11.61 1.99 0.65 -2.24 -0.59
2.54 11.68 1.97 0.64 -2.33 -0.59
2.55 11.75 1.94 0.64 -2.42 -0.59
2.56 11.82 1.92 0.63 -2.50 -0.59
2.57 11.88 1.89 0.63 -2.57 -0.59
2.58 11.93 1.87 0.62 -2.65 -0.59
2.59 11.96 1.84 0.61 -2.72 -0.59
2.60 11.98 1.81 0.61 -2.78 -0.59
2.61 11.98 1.78 0.60 -2.85 -0.59
2.62 11.97 1.76 0.60 -2.91 -0.59
2.63 11.95 1.73 0.59 -2.97 -0.59
2.64 11.91 1.70 0.58 -3.02 -0.59
2.65 11.88 1.67 0.58 -3.07 -0.59
2.66 11.84 1.63 0.57 -3.12 -0.59
2.67 11.80 1.60 0.57 -3.16 -0.59
2.68 11.76 1.57 0.56 -3.21 -0.59
2.69 11.74 1.54 0.56 -3.25 -0.59
2.70 11.72 1.51 0.55 -3.28 -0.59
2.71 11.72 1.47 0.54 -3.31 -0.59
2.72 11.72 1.44 0.54 -3.34 -0.59
2.73 11.73 1.41 0.53 -3.37 -0.60
2.74 11.75 1.37 0.53 -3.39 -0.60
2.75 11.77 1.34 0.52 -3.41 -0.60
2.76 11.79 1.30 0.51 -3.42 -0.60
2.77 11.80 1.27 0.51 -3.43 -0.61
2.78 11.81 1.24 0.50 -3.43 -0.61
2.79 11.82 1.20 0.50 -3.43 -0.61
2.80 11.81 1.17 0.49 -3.43 -0.62
2.81 11.81 1.13 0.48 -3.42 -0.62
2.82 11.79 1.10 0.48 -3.41 -0.62
2.83 11.78 1.07 0.47 -3.39 -0.63
2.84 11.77 1.03 0.46 -3.37 -0.63
2.85 11.75 1.00 0.46 -3.35 -0.64
2.86 11.74 0.96 0.45 -3.32 -0.64
2.87 11.74 0.93 0.45 -3.29 -0.65
2.88 11.74 0.90 0.44 -3.26 -0.65
2.89 11.74 0.87 0.43 -3.22 -0.66
2.90 11.76 0.83 0.43 -3.18 -0.67
2.91 11.78 0.80 0.42 -3.14 -0.67
2.92 11.80 0.77 0.41 -3.09 -0.68
2.93 11.83 0.74 0.41 -3.04 -0.68
2.94 11.86 0.71 0.40 -2.98 -0.69
2.95 11.89 0.68 0.39 -2.92 -0.70
2.96 11.93 0.65 0.38 -2.86 -0.70
2.97 11.96 0.62 0.38 -2.79 -0.71
2.98 11.99 0.60 0.37 -2.72 -0.72
2.99 12.02 0.57 0.36 -2.65 -0.72
3.00 12.05 0.54 0.36 -2.58 -0.73
3.01 12.08 0.52 0.35 -2.50 -0.74
3.02 12.11 0.49 0.34 -2.41 -0.75
3.03 12.13 0.47 0.33 -2.33 -0.75
3.04 12.15 0.45 0.33 -2.24 -0.76
3.05 12.17 0.42 0.32 -2.15 -0.77
3.06 12.18 0.40 0.31 -2.06 -0.78
3.07 12.19 0.38 0.30 -1.96 -0.78
3.08 12.19 0.36 0.29 -1.87 -0.79
3.09 12.18 0.35 0.29 -1.77 -0.80
3.10 12.16 0.33 0.28 -1.67 -0.80
3.11 12.14 0.31 0.27 -1.58 -0.81
3.12 12.12 0.30 0.26 -1.48 -0.82
3.13 12.09 0.28 0.25 -1.38 -0.82
3.14 12.06 0.27 0.25 -1.28 -0.83
3.15 12.03 0.26 0.24 -1.18 -0.84
3.16 12.00 0.25 0.23 -1.07 -0.84
3.17 11.97 0.24 0.22 -0.97 -0.85
3.18 11.96 0.23 0.21 -0.87 -0.85
3.19 11.95 0.22 0.20 -0.77 -0.86
3.20 11.95 0.21 0.20 -0.67 -0.87
3.21 11.96 0.21 0.19 -0.58 -0.87
3.22 11.98 0.20 0.18 -0.48 -0.88
3.23 12.01 0.20 0.17 -0.38 -0.88
3.24 12.03 0.19 0.16 -0.28 -0.88
3.25 12.06 0.19 0.15 -0.18 -0.89
3.26 12.09 0.19 0.14 -0.08 -0.89
3.27 12.11 0.19 0.13 0.01 -0.89
3.28 12.12 0.19 0.12 0.11 -0.90
3.29 12.12 0.19 0.12 0.20 -0.90
3.30 12.11 0.19 0.11 0.30 -0.90
3.31 12.10 0.20 0.10 0.39 -0.90
3.32 12.07 0.20 0.09 0.47 -0.90
3.33 12.04 0.21 0.08 0.56 -0.90
3.34 12.00 0.21 0.07 0.65 -0.90
3.35 11.96 0.22 0.06 0.73 -0.90
3.36 11.93 0.23 0.05 0.80 -0.90
3.37 11.90 0.24 0.04 0.88 -0.90
3.38 11.88 0.24 0.03 0.95 -0.90
3.39 11.86 0.25 0.03 1.02 -0.90
3.40 11.86 0.26 0.02 1.09 -0.89
3.41 11.87 0.28 0.01 1.15 -0.89
3.42 11.88 0.29 -0.00 1.21 -0.88
3.43 11.90 0.30 -0.01 1.27 -0.88
3.44 11.93 0.31 -0.02 1.33 -0.87
3.45 11.96 0.33 -0.03 1.38 -0.87
3.46 11.99 0.34 -0.04 1.43 -0.86
3.47 12.02 0.36 -0.04 1.48 -0.86
3.48 12.04 0.37 -0.05 1.52 -0.85
3.49 12.06 0.39 -0.06 1.57 -0.84
3.50 12.07 0.40 -0.07 1.60 -0.83
3.51 12.07 0.42 -0.08 1.64 -0.82
3.52 12.06 0.43 -0.09 1.67 -0.81
3.53 12.04 0.45 -0.09 1.70 -0.80
3.54 12.01 0.47 -0.10 1.72 -0.79
3.55 11.98 0.49 -0.11 1.75 -0.78
3.56 11.95 0.50 -0.12 1.76 -0.77
3.57 11.91 0.52 -0.13 1.77 -0.75
3.58 11.87 0.54 -0.13 1.78 -0.74
3.59 11.84 0.56 -0.14 1.79 -0.73
3.60 11.81 0.57 -0.15 1.79 -0.71
3.61 11.78 0.59 -0.15 1.78 -0.70
3.62 11.76 0.61 -0.16 1.77 -0.68
3.63 11.76 0.63 -0.17 1.76 -0.67
3.64 11.76 0.65 -0.18 1.75 -0.65
3.65 11.77 0.66 -0.18 1.73 -0.63
3.66 11.79 0.68 -0.19 1.71 -0.61
3.67 11.82 0.70 -0.19 1.68 -0.60
3.68 11.86 0.71 -0.20 1.66 -0.58
3.69 11.91 0.73 -0.21 1.63 -0.56
3.70 11.96 0.75 -0.21 1.60 -0.54
3.71 12.02 0.76 -0.22 1.57 -0.52
3.72 12.08 0.78 -0.22 1.53 -0.50
3.73 12.13 0.79 -0.23 1.49 -0.48
3.74 12.18 0.81 -0.23 1.46 -0.46
3.75 12.23 0.82 -0.24 1.42 -0.43
3.76 12.27 0.84 -0.24 1.37 -0.41
3.77 12.29 0.85 -0.24 1.33 -0.39
3.78 12.31 0.86 -0.25 1.28 -0.37
3.79 12.31 0.87 -0.25 1.24 -0.34
3.80 12.31 0.89 -0.25 1.19 -0.32
3.81 12.29 0.90 -0.26 1.13 -0.30
3.82 12.27 0.91 -0.26 1.08 -0.27
3.83 12.24 0.92 -0.26 1.02 -0.25
3.84 12.20 0.93 -0.26 0.96 -0.22
3.85 12.17 0.94 -0.27 0.90 -0.20
3.86 12.13 0.95 -0.27 0.84 -0.17
3.87 12.09 0.96 -0.27 0.77 -0.15
3.88 12.06 0.96 -0.27 0.70 -0.12
3.89 12.03 0.97 -0.27 0.63 -0.10
3.90 11.99 0.98 -0.27 0.56 -0.07
3.91 11.97 0.98 -0.27 0.49 -0.04
3.92 11.94 0.99 -0.27 0.42 -0.02
3.93 11.92 0.99 -0.27 0.34 0.01
3.94 11.89 0.99 -0.27 0.27 0.03
3.95 11.87 0.99 -0.27 0.19 0.06
3.96 11.86 1.00 -0.27 0.11 0.09
3.97 11.84 1.00 -0.27 0.04 0.11
3.98 11.83 1.00 -0.27 -0.04 0.14
3.99 11.82 1.00 -0.27 -0.12 0.16
4.00 11.82 0.99 -0.27 -0.19 0.19
4.01 11.82 0.99 -0.27 -0.27 0.21
4.02 11.82 0.99 -0.26 -0.34 0.24
4.03 11.84 0.99 -0.26 -0.42 0.27
4.04 11.85 0.98 -0.26 -0.49 0.29
4.05 11.87 0.98 -0.26 -0.56 0.32
4.06 11.90 0.97 -0.25 -0.63 0.34
4.07 11.92 0.96 -0.25 -0.70 0.37
4.08 11.94 0.96 -0.24 -0.76 0.39
4.09 11.95 0.95 -0.24 -0.83 0.41
4.10 11.96 0.94 -0.24 -0.89 0.44
4.11 11.96 0.93 -0.23 -0.95 0.46
4.12 11.95 0.92 -0.23 -1.01 0.48
4.13 11.93 0.91 -0.22 -1.07 0.51
4.14 11.90 0.90 -0.22 -1.12 0.53
4.15 11.87 0.89 -0.21 -1.17 0.55
4.16 11.83 0.88 -0.21 -1.22 0.57
4.17 11.78 0.86 -0.20 -1.27 0.59
4.18 11.74 0.85 -0.19 -1.32 0.61
4.19 11.69 0.84 -0.19 -1.37 0.63
4.20 11.65 0.82 -0.18 -1.41 0.65
4.21 11.61 0.81 -0.17 -1.45 0.67
4.22 11.58 0.79 -0.17 -1.49 0.69
4.23 11.55 0.78 -0.16 -1.53 0.71
4.24 11.53 0.76 -0.15 -1.56 0.73
4.25 11.52 0.75 -0.15 -1.59 0.74
4.26 11.52 0.73 -0.14 -1.62 0.76
4.27 11.52 0.72 -0.13 -1.64 0.78
4.28 11.52 0.70 -0.12 -1.66 0.79
4.29 11.52 0.68 -0.12 -1.68 0.81
4.30 11.53 0.67 -0.11 -1.69 0.82
4.31 11.54 0.65 -0.10 -1.70 0.84
4.32 11.55 0.63 -0.09 -1.71 0.85
4.33 11.56 0.61 -0.08 -1.71 0.86
4.34 11.57 0.60 -0.07 -1.71 0.87
4.35 11.58 0.58 -0.06 -1.71 0.88
4.36 11.58 0.56 -0.06 -1.70 0.89
4.37 11.59 0.55 -0.05 -1.69 0.90
4.38 11.59 0.53 -0.04 -1.67 0.91
4.39 11.59 0.51 -0.03 -1.65 0.92
4.40 11.58 0.50 -0.02 -1.63 0.93
4.41 11.56 0.48 -0.01 -1.60 0.94
4.42 11.54 0.46 -0.00 -1.57 0.95
4.43 11.51 0.45 0.01 -1.54 0.95
4.44 11.46 0.43 0.02 -1.50 0.96
4.45 11.41 0.42 0.03 -1.47 0.96
4.46 11.36 0.40 0.04 -1.42 0.97
4.47 11.29 0.39 0.05 -1.38 0.97
4.48 11.23 0.38 0.06 -1.34 0.97
4.49 11.16 0.36 0.07 -1.29 0.98
4.50 11.10 0.35 0.08 -1.24 0.98
4.51 11.04 0.34 0.09 -1.19 0.98
4.52 11.00 0.33 0.10 -1.13 0.98
4.53 10.97 0.32 0.11 -1.08 0.98
4.54 10.95 0.31 0.12 -1.02 0.98
4.55 10.96 0.30 0.13 -0.96 0.98
4.56 10.98 0.29 0.14 -0.90 0.98
4.57 11.02 0.28 0.15 -0.83 0.98
4.58 11.07 0.27 0.16 -0.76 0.97
4.59 11.13 0.26 0.17 -0.68 0.97
4.60 11.20 0.26 0.17 -0.61 0.97
4.61 11.27 0.25 0.18 -0.53 0.96
4.62 11.34 0.25 0.19 -0.44 0.96
4.63 11.40 0.24 0.20 -0.36 0.95
4.64 11.45 0.24 0.21 -0.27 0.95
4.65 11.49 0.24 0.22 -0.18 0.94
4.66 11.52 0.23 0.23 -0.08 0.93
4.67 11.52 0.23 0.24 0.01 0.93
4.68 11.52 0.23 0.25 0.11 0.92
4.69 11.49 0.24 0.26 0.20 0.91
4.70 11.46 0.24 0.27 0.30 0.91
4.71 11.42 0.24 0.28 0.40 0.90
4.72 11.37 0.25 0.29 0.50 0.89
4.73 11.33 0.25 0.30 0.60 0.88
4.74 11.28 0.26 0.30 0.69 0.87
4.75 11.24 0.27 0.31 0.79 0.86
4.76 11.21 0.27 0.32 0.89 0.85
4.77 11.19 0.28 0.33 0.98 0.84
4.78 11.18 0.29 0.34 1.08 0.83
4.79 11.18 0.31 0.35 1.17 0.82
4.80 11.20 0.32 0.35 1.27 0.81
4.81 11.22 0.33 0.36 1.36 0.80
4.82 11.25 0.35 0.37 1.45 0.79
4.83 11.28 0.36 0.38 1.55 0.78
4.84 11.32 0.38 0.39 1.64 0.77
4.85 11.36 0.39 0.39 1.73 0.76
4.86 11.39 0.41 0.40 1.82 0.75
4.87 11.43 0.43 0.41 1.91 0.74
4.88 11.45 0.45 0.42 2.00 0.72
4.89 11.47 0.47 0.42 2.09 0.71
4.90 11.47 0.49 0.43 2.18 0.70
4.91 11.47 0.51 0.44 2.26 0.69
4.92 11.46 0.54 0.44 2.34 0.68
4.93 11.44 0.56 0.45 2.42 0.67
4.94 11.41 0.58 0.46 2.50 0.66
4.95 11.38 0.61 0.46 2.57 0.65
4.96 11.34 0.64 0.47 2.64 0.64
4.97 11.31 0.66 0.48 2.70 0.63
4.98 11.28 0.69 0.48 2.77 0.62
4.99 11.25 0.72 0.49 2.83 0.61
5.00 11.24 0.75 0.50 2.88 0.59
5.01 11.23 0.78 0.50 2.93 0.58
5.02 11.24 0.80 0.51 2.98 0.58
5.03 11.26 0.84 0.51 3.03 0.57
5.04 11.29 0.87 0.52 3.07 0.56
5.05 11.33 0.90 0.52 3.11 0.55
5.06 11.38 0.93 0.53 3.15 0.54
5.07 11.43 0.96 0.53 3.19 0.53
5.08 11.48 0.99 0.54 3.22 0.52
5.09 11.53 1.02 0.54 3.24 0.51
5.10 11.57 1.06 0.55 3.27 0.50
5.11 11.60 1.09 0.55 3.29 0.50
5.12 11.63 1.12 0.56 3.31 0.49
5.13 11.64 1.16 0.56 3.33 0.48
5.14 11.64 1.19 0.57 3.34 0.47
5.15 11.64 1.22 0.57 3.35 0.47
5.16 11.63 1.26 0.58 3.35 0.46
5.17 11.61 1.29 0.58 3.35 0.46
5.18 11.60 1.32 0.59 3.34 0.45
5.19 11.58 1.36 0.59 3.33 0.44
5.20 11.57 1.39 0.60 3.32 0.44
5.21 11.56 1.42 0.60 3.30 0.43
5.22 11.56 1.46 0.61 3.28 0.43
5.23 11.56 1.49 0.61 3.25 0.43
5.24 11.56 1.52 0.61 3.22 0.42
5.25 11.57 1.55 0.62 3.19 0.42
5.26 11.57 1.58 0.62 3.15 0.41
5.27 11.57 1.62 0.63 3.11 0.41
5.28 11.57 1.65 0.63 3.07 0.41
5.29 11.56 1.68 0.63 3.02 0.41
5.30 11.55 1.71 0.64 2.96 0.40
5.31 11.53 1.74 0.64 2.91 0.40
5.32 11.50 1.76 0.65 2.84 0.40
5.33 11.47 1.79 0.65 2.78 0.40
5.34 11.44 1.82 0.65 2.71 0.40
5.35 11.41 1.85 0.66 2.64 0.40
5.36 11.38 1.87 0.66 2.57 0.39
5.37 11.36 1.90 0.67 2.49 0.39
5.38 11.35 1.92 0.67 2.41 0.39
5.39 11.35 1.95 0.67 2.32 0.39
5.40 11.36 1.97 0.68 2.24 0.39
5.41 11.38 1.99 0.68 2.15 0.39
5.42 11.41 2.01 0.69 2.06 0.39
5.43 11.44 2.03 0.69 1.96 0.39
