TI=0.10 | U_mean=9.00 | Ct_used=0.81 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_9_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
0.79 9.60 1.37 0.15 0.82 0.61
0.80 9.59 1.38 0.15 0.75 0.62
0.81 9.58 1.39 0.16 0.67 0.63
0.82 9.58 1.39 0.17 0.59 0.65
0.83 9.58 1.40 0.17 0.51 0.66
0.84 9.59 1.40 0.18 0.44 0.67
0.85 9.59 1.41 0.19 0.36 0.69
0.86 9.59 1.41 0.19 0.28 0.70
0.87 9.60 1.41 0.20 0.21 0.71
0.88 9.59 1.41 0.21 0.13 0.72
0.89 9.58 1.41 0.22 0.05 0.73
0.90 9.56 1.41 0.22 -0.02 0.74
0.91 9.54 1.41 0.23 -0.09 0.76
0.92 9.51 1.41 0.24 -0.17 0.77
0.93 9.47 1.41 0.25 -0.24 0.78
0.94 9.44 1.41 0.25 -0.31 0.79
0.95 9.41 1.40 0.26 -0.38 0.80
0.96 9.38 1.40 0.27 -0.45 0.80
0.97 9.36 1.40 0.28 -0.52 0.81
0.98 9.35 1.39 0.29 -0.58 0.82
0.99 9.34 1.38 0.29 -0.65 0.83
1.00 9.34 1.38 0.30 -0.71 0.84
1.01 9.35 1.37 0.31 -0.77 0.84
1.02 9.37 1.36 0.32 -0.83 0.85
1.03 9.38 1.35 0.33 -0.88 0.85
1.04 9.39 1.34 0.34 -0.93 0.86
1.05 9.41 1.33 0.34 -0.98 0.87
1.06 9.42 1.32 0.35 -1.03 0.87
1.07 9.43 1.31 0.36 -1.07 0.87
1.08 9.43 1.30 0.37 -1.12 0.88
1.09 9.43 1.29 0.38 -1.15 0.88
1.10 9.43 1.28 0.39 -1.19 0.88
1.11 9.43 1.27 0.40 -1.22 0.88
1.12 9.43 1.26 0.41 -1.25 0.88
1.13 9.44 1.24 0.41 -1.28 0.89
1.14 9.46 1.23 0.42 -1.30 0.89
1.15 9.48 1.22 0.43 -1.32 0.88
1.16 9.51 1.20 0.44 -1.34 0.88
1.17 9.54 1.19 0.45 -1.35 0.88
1.18 9.58 1.18 0.46 -1.36 0.88
1.19 9.62 1.16 0.47 -1.36 0.88
1.20 9.66 1.15 0.48 -1.36 0.87
1.21 9.69 1.14 0.49 -1.36 0.87
1.22 9.72 1.12 0.49 -1.35 0.87
1.23 9.73 1.11 0.50 -1.34 0.86
1.24 9.74 1.09 0.51 -1.33 0.85
1.25 9.73 1.08 0.52 -1.32 0.85
1.26 9.71 1.07 0.53 -1.30 0.84
1.27 9.67 1.06 0.54 -1.28 0.83
1.28 9.63 1.04 0.54 -1.25 0.83
1.29 9.59 1.03 0.55 -1.23 0.82
1.30 9.54 1.02 0.56 -1.20 0.81
1.31 9.49 1.01 0.57 -1.17 0.80
1.32 9.45 1.00 0.58 -1.14 0.79
1.33 9.41 0.98 0.58 -1.11 0.78
1.34 9.38 0.97 0.59 -1.07 0.77
1.35 9.36 0.96 0.60 -1.03 0.76
1.36 9.34 0.95 0.61 -0.99 0.75
1.37 9.33 0.94 0.62 -0.95 0.73
1.38 9.33 0.93 0.62 -0.91 0.72
1.39 9.32 0.92 0.63 -0.86 0.71
1.40 9.32 0.92 0.64 -0.81 0.69
1.41 9.31 0.91 0.64 -0.77 0.68
1.42 9.29 0.90 0.65 -0.71 0.67
1.43 9.27 0.89 0.66 -0.66 0.65
1.44 9.24 0.89 0.66 -0.61 0.64
1.45 9.21 0.88 0.67 -0.55 0.62
1.46 9.18 0.88 0.68 -0.49 0.60
1.47 9.14 0.87 0.68 -0.44 0.59
1.48 9.10 0.87 0.69 -0.38 0.57
1.49 9.07 0.86 0.69 -0.32 0.56
1.50 9.04 0.86 0.70 -0.26 0.54
1.51 9.01 0.86 0.70 -0.20 0.52
1.52 8.99 0.86 0.71 -0.14 0.50
1.53 8.97 0.86 0.71 -0.08 0.49
1.54 8.96 0.86 0.72 -0.02 0.47
1.55 8.96 0.86 0.72 0.04 0.45
1.56 8.95 0.86 0.73 0.11 0.43
1.57 8.95 0.86 0.73 0.17 0.41
1.58 8.95 0.86 0.74 0.23 0.39
1.59 8.94 0.86 0.74 0.30 0.38
1.60 8.93 0.87 0.74 0.36 0.36
1.61 8.92 0.87 0.75 0.42 0.34
1.62 8.91 0.87 0.75 0.48 0.32
1.63 8.89 0.88 0.75 0.55 0.30
1.64 8.88 0.89 0.76 0.61 0.28
1.65 8.87 0.89 0.76 0.67 0.26
1.66 8.86 0.90 0.76 0.73 0.24
1.67 8.85 0.91 0.76 0.79 0.22
1.68 8.85 0.91 0.77 0.85 0.20
1.69 8.85 0.92 0.77 0.90 0.18
1.70 8.85 0.93 0.77 0.96 0.17
1.71 8.86 0.94 0.77 1.01 0.15
1.72 8.87 0.95 0.77 1.07 0.13
1.73 8.89 0.96 0.77 1.12 0.11
1.74 8.90 0.98 0.77 1.17 0.09
1.75 8.92 0.99 0.78 1.22 0.07
1.76 8.93 1.00 0.78 1.27 0.05
1.77 8.95 1.01 0.78 1.32 0.04
1.78 8.96 1.03 0.78 1.37 0.02
1.79 8.97 1.04 0.78 1.41 -0.00
1.80 8.97 1.05 0.78 1.45 -0.02
1.81 8.98 1.07 0.78 1.50 -0.04
1.82 8.98 1.08 0.78 1.53 -0.05
1.83 8.99 1.10 0.78 1.57 -0.07
1.84 8.99 1.12 0.77 1.60 -0.09
1.85 9.00 1.13 0.77 1.64 -0.10
1.86 9.00 1.15 0.77 1.67 -0.12
1.87 9.01 1.17 0.77 1.69 -0.13
1.88 9.01 1.18 0.77 1.72 -0.15
1.89 9.01 1.20 0.77 1.74 -0.17
1.90 9.01 1.22 0.77 1.76 -0.18
1.91 9.01 1.23 0.76 1.78 -0.19
1.92 9.00 1.25 0.76 1.79 -0.21
1.93 8.98 1.27 0.76 1.80 -0.22
1.94 8.97 1.29 0.76 1.81 -0.24
1.95 8.95 1.31 0.76 1.81 -0.25
1.96 8.94 1.33 0.75 1.82 -0.26
1.97 8.91 1.34 0.75 1.81 -0.27
1.98 8.90 1.36 0.75 1.81 -0.29
1.99 8.88 1.38 0.74 1.80 -0.30
2.00 8.86 1.40 0.74 1.79 -0.31
2.01 8.85 1.42 0.74 1.77 -0.32
2.02 8.84 1.43 0.74 1.76 -0.33
2.03 8.83 1.45 0.73 1.74 -0.34
2.04 8.83 1.47 0.73 1.71 -0.35
2.05 8.82 1.48 0.72 1.69 -0.36
2.06 8.82 1.50 0.72 1.66 -0.37
2.07 8.81 1.52 0.72 1.62 -0.38
2.08 8.81 1.53 0.71 1.59 -0.38
2.09 8.80 1.55 0.71 1.55 -0.39
2.10 8.78 1.56 0.71 1.51 -0.40
2.11 8.77 1.58 0.70 1.46 -0.41
2.12 8.75 1.59 0.70 1.42 -0.41
2.13 8.73 1.61 0.69 1.37 -0.42
2.14 8.70 1.62 0.69 1.31 -0.42
2.15 8.68 1.63 0.69 1.26 -0.43
2.16 8.66 1.65 0.68 1.20 -0.43
2.17 8.64 1.66 0.68 1.14 -0.44
2.18 8.62 1.67 0.67 1.08 -0.44
2.19 8.61 1.68 0.67 1.01 -0.45
2.20 8.60 1.69 0.66 0.94 -0.45
2.21 8.59 1.70 0.66 0.87 -0.45
2.22 8.59 1.71 0.65 0.80 -0.46
2.23 8.59 1.71 0.65 0.73 -0.46
2.24 8.59 1.72 0.64 0.65 -0.46
2.25 8.59 1.73 0.64 0.58 -0.46
2.26 8.59 1.73 0.64 0.50 -0.47
2.27 8.60 1.74 0.63 0.42 -0.47
2.28 8.60 1.74 0.63 0.34 -0.47
2.29 8.60 1.74 0.62 0.26 -0.47
2.30 8.60 1.75 0.62 0.17 -0.47
2.31 8.60 1.75 0.61 0.09 -0.47
2.32 8.60 1.75 0.61 0.01 -0.47
2.33 8.59 1.75 0.60 -0.08 -0.47
2.34 8.59 1.75 0.60 -0.17 -0.47
2.35 8.59 1.74 0.59 -0.25 -0.47
2.36 8.58 1.74 0.59 -0.34 -0.47
2.37 8.57 1.74 0.58 -0.42 -0.47
2.38 8.57 1.73 0.58 -0.51 -0.47
2.39 8.56 1.73 0.57 -0.60 -0.47
2.40 8.55 1.72 0.57 -0.68 -0.47
2.41 8.53 1.71 0.57 -0.77 -0.47
2.42 8.52 1.71 0.56 -0.86 -0.47
2.43 8.51 1.70 0.56 -0.94 -0.47
2.44 8.50 1.69 0.55 -1.03 -0.46
2.45 8.49 1.68 0.55 -1.11 -0.46
2.46 8.49 1.66 0.54 -1.20 -0.46
2.47 8.50 1.65 0.54 -1.28 -0.46
2.48 8.51 1.64 0.53 -1.36 -0.46
2.49 8.53 1.63 0.53 -1.44 -0.46
2.50 8.56 1.61 0.52 -1.52 -0.46
2.51 8.60 1.59 0.52 -1.60 -0.46
2.52 8.64 1.58 0.51 -1.67 -0.45
2.53 8.69 1.56 0.51 -1.74 -0.45
2.54 8.74 1.54 0.51 -1.81 -0.45
2.55 8.79 1.53 0.50 -1.88 -0.45
2.56 8.84 1.51 0.50 -1.94 -0.45
2.57 8.88 1.49 0.49 -2.00 -0.45
2.58 8.91 1.47 0.49 -2.06 -0.45
2.59 8.93 1.45 0.48 -2.11 -0.45
2.60 8.94 1.42 0.48 -2.16 -0.45
2.61 8.95 1.40 0.47 -2.21 -0.45
2.62 8.94 1.38 0.47 -2.26 -0.45
2.63 8.92 1.36 0.46 -2.31 -0.45
2.64 8.90 1.33 0.46 -2.35 -0.45
2.65 8.87 1.31 0.46 -2.39 -0.45
2.66 8.84 1.29 0.45 -2.43 -0.45
2.67 8.82 1.26 0.45 -2.46 -0.45
2.68 8.79 1.24 0.44 -2.49 -0.45
2.69 8.78 1.21 0.44 -2.53 -0.45
2.70 8.77 1.19 0.43 -2.55 -0.45
2.71 8.76 1.16 0.43 -2.58 -0.45
2.72 8.77 1.13 0.42 -2.60 -0.45
2.73 8.77 1.11 0.42 -2.62 -0.46
2.74 8.78 1.08 0.42 -2.64 -0.46
2.75 8.80 1.06 0.41 -2.65 -0.46
2.76 8.81 1.03 0.41 -2.66 -0.46
2.77 8.82 1.00 0.40 -2.67 -0.46
2.78 8.83 0.98 0.40 -2.67 -0.47
2.79 8.83 0.95 0.39 -2.67 -0.47
2.80 8.83 0.92 0.39 -2.67 -0.47
2.81 8.82 0.90 0.38 -2.66 -0.48
2.82 8.81 0.87 0.38 -2.65 -0.48
2.83 8.80 0.84 0.37 -2.64 -0.48
2.84 8.79 0.82 0.37 -2.62 -0.49
2.85 8.79 0.79 0.36 -2.61 -0.49
2.86 8.78 0.76 0.36 -2.59 -0.49
2.87 8.77 0.74 0.35 -2.56 -0.50
2.88 8.78 0.71 0.35 -2.54 -0.50
2.89 8.78 0.69 0.34 -2.51 -0.51
2.90 8.79 0.66 0.34 -2.48 -0.51
2.91 8.80 0.64 0.33 -2.44 -0.52
2.92 8.82 0.61 0.33 -2.40 -0.52
2.93 8.84 0.59 0.32 -2.36 -0.53
2.94 8.86 0.57 0.32 -2.32 -0.53
2.95 8.88 0.54 0.31 -2.27 -0.54
2.96 8.90 0.52 0.31 -2.23 -0.54
2.97 8.93 0.50 0.30 -2.17 -0.55
2.98 8.95 0.48 0.30 -2.12 -0.55
2.99 8.97 0.46 0.29 -2.06 -0.56
3.00 8.99 0.44 0.28 -2.00 -0.56
3.01 9.01 0.42 0.28 -1.94 -0.57
3.02 9.03 0.40 0.27 -1.88 -0.58
3.03 9.04 0.38 0.27 -1.81 -0.58
3.04 9.06 0.36 0.26 -1.74 -0.59
3.05 9.07 0.34 0.26 -1.67 -0.59
3.06 9.07 0.33 0.25 -1.60 -0.60
3.07 9.08 0.31 0.24 -1.53 -0.60
3.08 9.08 0.30 0.24 -1.45 -0.61
3.09 9.07 0.28 0.23 -1.38 -0.62
3.10 9.06 0.27 0.23 -1.30 -0.62
3.11 9.05 0.26 0.22 -1.23 -0.63
3.12 9.03 0.25 0.21 -1.15 -0.63
3.13 9.01 0.23 0.21 -1.07 -0.64
3.14 8.99 0.22 0.20 -0.99 -0.64
3.15 8.97 0.21 0.19 -0.92 -0.65
3.16 8.95 0.21 0.19 -0.84 -0.65
3.17 8.94 0.20 0.18 -0.76 -0.66
3.18 8.92 0.19 0.17 -0.68 -0.66
3.19 8.92 0.18 0.17 -0.60 -0.67
3.20 8.92 0.18 0.16 -0.53 -0.67
3.21 8.93 0.17 0.15 -0.45 -0.68
3.22 8.94 0.17 0.15 -0.37 -0.68
3.23 8.96 0.17 0.14 -0.29 -0.68
3.24 8.98 0.16 0.13 -0.22 -0.69
3.25 8.99 0.16 0.13 -0.14 -0.69
3.26 9.01 0.16 0.12 -0.07 -0.69
3.27 9.03 0.16 0.11 0.01 -0.69
3.28 9.03 0.16 0.11 0.08 -0.70
3.29 9.04 0.16 0.10 0.16 -0.70
3.30 9.03 0.16 0.09 0.23 -0.70
3.31 9.02 0.17 0.08 0.30 -0.70
3.32 9.00 0.17 0.08 0.37 -0.70
3.33 8.98 0.17 0.07 0.44 -0.70
3.34 8.95 0.18 0.06 0.50 -0.70
3.35 8.93 0.18 0.06 0.56 -0.70
3.36 8.90 0.19 0.05 0.63 -0.70
3.37 8.88 0.20 0.04 0.68 -0.70
3.38 8.87 0.20 0.04 0.74 -0.70
3.39 8.86 0.21 0.03 0.79 -0.70
3.40 8.86 0.22 0.02 0.85 -0.70
3.41 8.86 0.23 0.01 0.90 -0.69
3.42 8.87 0.24 0.01 0.94 -0.69
3.43 8.89 0.25 0.00 0.99 -0.69
3.44 8.91 0.26 -0.01 1.03 -0.68
3.45 8.93 0.27 -0.01 1.07 -0.68
3.46 8.95 0.28 -0.02 1.11 -0.67
3.47 8.97 0.29 -0.03 1.15 -0.67
3.48 8.98 0.30 -0.03 1.19 -0.66
3.49 8.99 0.31 -0.04 1.22 -0.66
3.50 9.00 0.33 -0.05 1.25 -0.65
3.51 9.00 0.34 -0.05 1.28 -0.64
3.52 8.99 0.35 -0.06 1.30 -0.64
3.53 8.98 0.36 -0.06 1.32 -0.63
3.54 8.96 0.38 -0.07 1.34 -0.62
3.55 8.94 0.39 -0.08 1.36 -0.61
3.56 8.91 0.41 -0.08 1.37 -0.60
3.57 8.89 0.42 -0.09 1.38 -0.59
3.58 8.86 0.43 -0.10 1.39 -0.58
3.59 8.84 0.45 -0.10 1.39 -0.57
3.60 8.82 0.46 -0.11 1.39 -0.56
3.61 8.80 0.47 -0.11 1.39 -0.55
3.62 8.79 0.49 -0.12 1.38 -0.54
3.63 8.78 0.50 -0.12 1.37 -0.52
3.64 8.78 0.52 -0.13 1.36 -0.51
3.65 8.79 0.53 -0.13 1.35 -0.50
3.66 8.81 0.54 -0.14 1.33 -0.48
3.67 8.83 0.56 -0.14 1.31 -0.47
3.68 8.86 0.57 -0.15 1.29 -0.46
3.69 8.89 0.58 -0.15 1.27 -0.44
3.70 8.93 0.59 -0.16 1.25 -0.43
3.71 8.96 0.61 -0.16 1.22 -0.41
3.72 9.00 0.62 -0.16 1.19 -0.39
3.73 9.04 0.63 -0.17 1.16 -0.38
3.74 9.08 0.64 -0.17 1.13 -0.36
3.75 9.11 0.65 -0.18 1.10 -0.34
3.76 9.13 0.66 -0.18 1.07 -0.33
3.77 9.15 0.67 -0.18 1.03 -0.31
3.78 9.16 0.68 -0.19 1.00 -0.29
3.79 9.16 0.69 -0.19 0.96 -0.27
3.80 9.16 0.70 -0.19 0.92 -0.26
3.81 9.15 0.71 -0.19 0.88 -0.24
3.82 9.13 0.72 -0.20 0.83 -0.22
3.83 9.11 0.73 -0.20 0.79 -0.20
3.84 9.09 0.74 -0.20 0.74 -0.18
3.85 9.06 0.74 -0.20 0.69 -0.16
3.86 9.04 0.75 -0.20 0.64 -0.14
3.87 9.01 0.76 -0.20 0.59 -0.12
3.88 8.99 0.76 -0.20 0.54 -0.10
3.89 8.97 0.77 -0.21 0.49 -0.08
3.90 8.95 0.77 -0.21 0.43 -0.06
3.91 8.93 0.78 -0.21 0.37 -0.04
3.92 8.91 0.78 -0.21 0.32 -0.02
3.93 8.89 0.78 -0.21 0.26 -0.00
3.94 8.88 0.79 -0.21 0.20 0.02
3.95 8.86 0.79 -0.21 0.14 0.04
3.96 8.85 0.79 -0.21 0.08 0.06
3.97 8.84 0.79 -0.21 0.02 0.08
3.98 8.83 0.79 -0.21 -0.04 0.10
3.99 8.82 0.79 -0.20 -0.10 0.12
4.00 8.82 0.79 -0.20 -0.16 0.14
4.01 8.82 0.78 -0.20 -0.22 0.16
4.02 8.83 0.78 -0.20 -0.28 0.18
4.03 8.84 0.78 -0.20 -0.33 0.20
4.04 8.85 0.78 -0.20 -0.39 0.22
4.05 8.86 0.77 -0.19 -0.45 0.24
4.06 8.88 0.77 -0.19 -0.50 0.26
4.07 8.89 0.76 -0.19 -0.55 0.27
4.08 8.90 0.76 -0.19 -0.61 0.29
4.09 8.91 0.75 -0.18 -0.66 0.31
4.10 8.92 0.74 -0.18 -0.70 0.33
4.11 8.92 0.74 -0.18 -0.75 0.35
4.12 8.91 0.73 -0.17 -0.80 0.37
4.13 8.90 0.72 -0.17 -0.84 0.38
4.14 8.88 0.71 -0.16 -0.88 0.40
4.15 8.86 0.70 -0.16 -0.93 0.42
4.16 8.83 0.69 -0.16 -0.97 0.44
4.17 8.80 0.68 -0.15 -1.00 0.45
4.18 8.77 0.67 -0.15 -1.04 0.47
4.19 8.74 0.66 -0.14 -1.08 0.48
4.20 8.71 0.65 -0.14 -1.11 0.50
4.21 8.68 0.64 -0.13 -1.14 0.51
4.22 8.66 0.63 -0.13 -1.17 0.53
4.23 8.64 0.62 -0.12 -1.20 0.54
4.24 8.63 0.60 -0.12 -1.23 0.56
4.25 8.62 0.59 -0.11 -1.25 0.57
4.26 8.62 0.58 -0.10 -1.27 0.58
4.27 8.62 0.57 -0.10 -1.29 0.60
4.28 8.62 0.55 -0.09 -1.30 0.61
4.29 8.62 0.54 -0.09 -1.32 0.62
4.30 8.63 0.53 -0.08 -1.33 0.63
4.31 8.63 0.51 -0.07 -1.34 0.64
4.32 8.64 0.50 -0.07 -1.34 0.65
4.33 8.65 0.49 -0.06 -1.34 0.66
4.34 8.65 0.47 -0.05 -1.34 0.67
4.35 8.66 0.46 -0.05 -1.34 0.68
4.36 8.66 0.45 -0.04 -1.33 0.69
4.37 8.66 0.43 -0.03 -1.32 0.69
4.38 8.66 0.42 -0.03 -1.31 0.70
4.39 8.66 0.41 -0.02 -1.29 0.71
4.40 8.66 0.39 -0.01 -1.28 0.72
4.41 8.65 0.38 -0.01 -1.25 0.72
4.42 8.63 0.37 0.00 -1.23 0.73
4.43 8.61 0.36 0.01 -1.21 0.73
4.44 8.58 0.34 0.02 -1.18 0.74
4.45 8.55 0.33 0.02 -1.15 0.74
4.46 8.51 0.32 0.03 -1.12 0.74
4.47 8.46 0.31 0.04 -1.08 0.75
4.48 8.42 0.30 0.05 -1.05 0.75
4.49 8.37 0.29 0.05 -1.01 0.75
4.50 8.33 0.28 0.06 -0.97 0.75
4.51 8.29 0.27 0.07 -0.93 0.75
4.52 8.26 0.26 0.08 -0.89 0.75
4.53 8.24 0.25 0.08 -0.84 0.75
4.54 8.23 0.24 0.09 -0.80 0.75
4.55 8.23 0.24 0.10 -0.75 0.75
4.56 8.25 0.23 0.11 -0.70 0.75
4.57 8.27 0.22 0.11 -0.64 0.75
4.58 8.31 0.22 0.12 -0.59 0.75
4.59 8.35 0.21 0.13 -0.53 0.75
4.60 8.40 0.21 0.14 -0.47 0.74
4.61 8.45 0.20 0.14 -0.41 0.74
4.62 8.49 0.20 0.15 -0.34 0.74
4.63 8.54 0.19 0.16 -0.28 0.73
4.64 8.57 0.19 0.17 -0.21 0.73
4.65 8.60 0.19 0.17 -0.14 0.73
4.66 8.61 0.19 0.18 -0.06 0.72
4.67 8.62 0.19 0.19 0.01 0.72
4.68 8.61 0.19 0.19 0.09 0.71
4.69 8.60 0.19 0.20 0.16 0.70
4.70 8.57 0.19 0.21 0.24 0.70
4.71 8.55 0.20 0.22 0.31 0.69
4.72 8.52 0.20 0.22 0.39 0.69
4.73 8.48 0.20 0.23 0.47 0.68
4.74 8.45 0.21 0.24 0.54 0.67
4.75 8.43 0.21 0.24 0.62 0.66
4.76 8.41 0.22 0.25 0.69 0.66
4.77 8.39 0.23 0.26 0.77 0.65
4.78 8.38 0.24 0.26 0.84 0.64
4.79 8.39 0.25 0.27 0.91 0.63
4.80 8.39 0.25 0.27 0.99 0.63
4.81 8.41 0.26 0.28 1.06 0.62
4.82 8.43 0.28 0.29 1.13 0.61
4.83 8.45 0.29 0.29 1.21 0.60
4.84 8.48 0.30 0.30 1.28 0.59
4.85 8.51 0.31 0.31 1.35 0.59
4.86 8.53 0.33 0.31 1.42 0.58
4.87 8.55 0.34 0.32 1.49 0.57
4.88 8.57 0.36 0.32 1.56 0.56
4.89 8.58 0.37 0.33 1.63 0.55
4.90 8.58 0.39 0.33 1.70 0.54
4.91 8.58 0.41 0.34 1.76 0.53
4.92 8.57 0.42 0.34 1.82 0.53
4.93 8.56 0.44 0.35 1.89 0.52
4.94 8.54 0.46 0.35 1.94 0.51
4.95 8.52 0.48 0.36 2.00 0.50
4.96 8.49 0.50 0.36 2.05 0.49
4.97 8.47 0.52 0.37 2.11 0.48
4.98 8.45 0.54 0.37 2.16 0.48
4.99 8.43 0.57 0.38 2.20 0.47
5.00 8.42 0.59 0.38 2.24 0.46
5.01 8.42 0.61 0.39 2.29 0.45
5.02 8.43 0.63 0.39 2.32 0.45
5.03 8.44 0.66 0.40 2.36 0.44
5.04 8.46 0.68 0.40 2.39 0.43
5.05 8.49 0.71 0.41 2.42 0.42
5.06 8.52 0.73 0.41 2.45 0.42
5.07 8.55 0.75 0.41 2.48 0.41
5.08 8.59 0.78 0.42 2.50 0.41
5.09 8.62 0.80 0.42 2.53 0.40
5.10 8.65 0.83 0.43 2.55 0.39
5.11 8.67 0.86 0.43 2.56 0.39
5.12 8.69 0.88 0.43 2.58 0.38
5.13 8.70 0.91 0.44 2.59 0.38
5.14 8.70 0.93 0.44 2.60 0.37
5.15 8.70 0.96 0.44 2.60 0.37
5.16 8.69 0.98 0.45 2.60 0.36
5.17 8.68 1.01 0.45 2.60 0.36
5.18 8.67 1.04 0.46 2.60 0.35
5.19 8.65 1.06 0.46 2.59 0.35
5.20 8.65 1.09 0.46 2.58 0.34
5.21 8.64 1.11 0.47 2.56 0.34
5.22 8.64 1.14 0.47 2.55 0.34
5.23 8.64 1.17 0.47 2.53 0.33
5.24 8.64 1.19 0.48 2.50 0.33
5.25 8.64 1.22 0.48 2.48 0.33
5.26 8.65 1.24 0.48 2.45 0.33
5.27 8.65 1.26 0.49 2.42 0.32
5.28 8.65 1.29 0.49 2.38 0.32
5.29 8.64 1.31 0.49 2.34 0.32
5.30 8.63 1.34 0.50 2.30 0.32
5.31 8.62 1.36 0.50 2.26 0.32
5.32 8.60 1.38 0.50 2.21 0.32
5.33 8.58 1.40 0.51 2.16 0.31
5.34 8.56 1.42 0.51 2.10 0.31
5.35 8.54 1.44 0.51 2.05 0.31
5.36 8.52 1.46 0.51 1.99 0.31
5.37 8.51 1.48 0.52 1.93 0.31
5.38 8.50 1.50 0.52 1.87 0.31
5.39 8.50 1.52 0.52 1.80 0.31
5.40 8.51 1.54 0.53 1.73 0.31
5.41 8.52 1.56 0.53 1.66 0.31
5.42 8.54 1.57 0.53 1.59 0.31
5.43 8.56 1.59 0.54 1.52 0.31
