TI=0.10 | U_mean=11.00 | Ct_used=0.81 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_11_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
0.64 11.57 1.76 0.11 2.87 0.60
0.65 11.60 1.79 0.12 2.77 0.62
0.66 11.65 1.82 0.12 2.68 0.64
0.67 11.70 1.85 0.13 2.57 0.66
0.68 11.75 1.87 0.14 2.47 0.69
0.69 11.80 1.90 0.14 2.37 0.71
0.70 11.85 1.92 0.15 2.26 0.73
0.71 11.88 1.94 0.16 2.16 0.75
0.72 11.90 1.96 0.16 2.05 0.77
0.73 11.91 1.98 0.17 1.94 0.79
0.74 11.91 2.00 0.18 1.83 0.81
0.75 11.90 2.02 0.19 1.71 0.84
0.76 11.88 2.03 0.20 1.60 0.86
0.77 11.86 2.05 0.21 1.49 0.88
0.78 11.84 2.06 0.21 1.37 0.90
0.79 11.82 2.08 0.22 1.25 0.92
0.80 11.80 2.09 0.23 1.14 0.94
0.81 11.79 2.10 0.24 1.02 0.96
0.82 11.79 2.11 0.25 0.90 0.98
0.83 11.79 2.12 0.26 0.78 1.00
0.84 11.79 2.13 0.27 0.66 1.02
0.85 11.80 2.13 0.28 0.54 1.04
0.86 11.81 2.14 0.29 0.43 1.06
0.87 11.81 2.14 0.30 0.31 1.08
0.88 11.80 2.14 0.31 0.20 1.09
0.89 11.79 2.14 0.33 0.08 1.11
0.90 11.77 2.14 0.34 -0.03 1.13
0.91 11.73 2.14 0.35 -0.14 1.14
0.92 11.70 2.14 0.36 -0.25 1.16
0.93 11.65 2.14 0.37 -0.36 1.18
0.94 11.61 2.13 0.38 -0.47 1.19
0.95 11.57 2.13 0.40 -0.58 1.20
0.96 11.53 2.12 0.41 -0.68 1.22
0.97 11.51 2.12 0.42 -0.78 1.23
0.98 11.49 2.11 0.43 -0.88 1.24
0.99 11.48 2.10 0.44 -0.98 1.26
1.00 11.48 2.09 0.46 -1.08 1.27
1.01 11.49 2.08 0.47 -1.17 1.28
1.02 11.51 2.06 0.48 -1.26 1.29
1.03 11.53 2.05 0.50 -1.34 1.30
1.04 11.55 2.04 0.51 -1.42 1.30
1.05 11.56 2.02 0.52 -1.50 1.31
1.06 11.58 2.01 0.53 -1.57 1.32
1.07 11.59 1.99 0.55 -1.64 1.32
1.08 11.59 1.97 0.56 -1.70 1.33
1.09 11.59 1.96 0.57 -1.76 1.33
1.10 11.59 1.94 0.59 -1.81 1.34
1.11 11.59 1.92 0.60 -1.86 1.34
1.12 11.60 1.90 0.61 -1.91 1.34
1.13 11.61 1.88 0.63 -1.95 1.34
1.14 11.63 1.86 0.64 -1.98 1.34
1.15 11.66 1.84 0.65 -2.01 1.34
1.16 11.69 1.82 0.67 -2.03 1.34
1.17 11.74 1.80 0.68 -2.05 1.34
1.18 11.79 1.78 0.69 -2.07 1.33
1.19 11.84 1.76 0.71 -2.07 1.33
1.20 11.89 1.74 0.72 -2.08 1.32
1.21 11.94 1.72 0.73 -2.07 1.32
1.22 11.97 1.70 0.75 -2.06 1.31
1.23 11.99 1.68 0.76 -2.05 1.30
1.24 12.00 1.66 0.77 -2.03 1.30
1.25 11.98 1.64 0.79 -2.00 1.29
1.26 11.96 1.62 0.80 -1.97 1.28
1.27 11.91 1.60 0.81 -1.94 1.26
1.28 11.86 1.58 0.82 -1.90 1.25
1.29 11.80 1.56 0.84 -1.87 1.24
1.30 11.73 1.54 0.85 -1.82 1.23
1.31 11.67 1.52 0.86 -1.78 1.21
1.32 11.62 1.51 0.87 -1.73 1.20
1.33 11.57 1.49 0.89 -1.68 1.18
1.34 11.53 1.47 0.90 -1.63 1.17
1.35 11.50 1.46 0.91 -1.57 1.15
1.36 11.48 1.44 0.92 -1.51 1.13
1.37 11.47 1.43 0.93 -1.45 1.11
1.38 11.46 1.41 0.94 -1.38 1.09
1.39 11.46 1.40 0.95 -1.32 1.07
1.40 11.45 1.39 0.96 -1.24 1.05
1.41 11.43 1.37 0.97 -1.17 1.03
1.42 11.41 1.36 0.98 -1.09 1.01
1.43 11.39 1.35 0.99 -1.01 0.99
1.44 11.35 1.34 1.00 -0.93 0.96
1.45 11.31 1.33 1.01 -0.84 0.94
1.46 11.27 1.33 1.02 -0.76 0.92
1.47 11.22 1.32 1.03 -0.67 0.89
1.48 11.17 1.31 1.04 -0.59 0.87
1.49 11.12 1.31 1.05 -0.50 0.84
1.50 11.08 1.30 1.06 -0.41 0.82
1.51 11.05 1.30 1.07 -0.32 0.79
1.52 11.02 1.30 1.07 -0.23 0.76
1.53 11.00 1.29 1.08 -0.13 0.74
1.54 10.99 1.29 1.09 -0.04 0.71
1.55 10.98 1.29 1.10 0.05 0.68
1.56 10.97 1.29 1.10 0.15 0.65
1.57 10.97 1.30 1.11 0.24 0.63
1.58 10.96 1.30 1.11 0.34 0.60
1.59 10.96 1.30 1.12 0.43 0.57
1.60 10.95 1.31 1.13 0.53 0.54
1.61 10.93 1.31 1.13 0.62 0.51
1.62 10.92 1.32 1.14 0.72 0.48
1.63 10.90 1.33 1.14 0.81 0.45
1.64 10.88 1.34 1.15 0.90 0.42
1.65 10.86 1.35 1.15 0.99 0.40
1.66 10.85 1.36 1.15 1.08 0.37
1.67 10.84 1.37 1.16 1.17 0.34
1.68 10.84 1.38 1.16 1.26 0.31
1.69 10.84 1.39 1.16 1.35 0.28
1.70 10.84 1.41 1.17 1.43 0.25
1.71 10.86 1.42 1.17 1.51 0.22
1.72 10.87 1.44 1.17 1.60 0.19
1.73 10.89 1.45 1.17 1.68 0.16
1.74 10.91 1.47 1.17 1.76 0.14
1.75 10.93 1.49 1.17 1.83 0.11
1.76 10.95 1.51 1.18 1.91 0.08
1.77 10.97 1.53 1.18 1.98 0.05
1.78 10.98 1.55 1.18 2.05 0.02
1.79 10.99 1.57 1.18 2.12 -0.00
1.80 11.00 1.59 1.18 2.18 -0.03
1.81 11.01 1.61 1.18 2.24 -0.06
1.82 11.02 1.63 1.18 2.30 -0.08
1.83 11.02 1.66 1.17 2.36 -0.11
1.84 11.03 1.68 1.17 2.41 -0.13
1.85 11.04 1.71 1.17 2.46 -0.16
1.86 11.04 1.73 1.17 2.51 -0.18
1.87 11.05 1.76 1.17 2.55 -0.21
1.88 11.05 1.78 1.17 2.59 -0.23
1.89 11.05 1.81 1.16 2.62 -0.25
1.90 11.05 1.83 1.16 2.65 -0.28
1.91 11.04 1.86 1.16 2.68 -0.30
1.92 11.03 1.89 1.15 2.70 -0.32
1.93 11.02 1.91 1.15 2.71 -0.34
1.94 11.00 1.94 1.15 2.73 -0.36
1.95 10.98 1.97 1.14 2.73 -0.38
1.96 10.95 2.00 1.14 2.74 -0.40
1.97 10.93 2.02 1.14 2.73 -0.42
1.98 10.90 2.05 1.13 2.73 -0.44
1.99 10.88 2.08 1.13 2.72 -0.46
2.00 10.86 2.11 1.12 2.70 -0.47
2.01 10.84 2.13 1.12 2.68 -0.49
2.02 10.83 2.16 1.11 2.65 -0.51
2.03 10.82 2.18 1.11 2.62 -0.52
2.04 10.81 2.21 1.10 2.58 -0.54
2.05 10.81 2.24 1.10 2.54 -0.55
2.06 10.80 2.26 1.09 2.50 -0.56
2.07 10.80 2.29 1.09 2.45 -0.58
2.08 10.79 2.31 1.08 2.40 -0.59
2.09 10.77 2.33 1.07 2.34 -0.60
2.10 10.76 2.36 1.07 2.28 -0.61
2.11 10.73 2.38 1.06 2.21 -0.62
2.12 10.71 2.40 1.06 2.14 -0.63
2.13 10.68 2.42 1.05 2.07 -0.64
2.14 10.65 2.44 1.04 1.99 -0.65
2.15 10.62 2.46 1.04 1.90 -0.66
2.16 10.60 2.48 1.03 1.81 -0.67
2.17 10.57 2.50 1.02 1.72 -0.67
2.18 10.55 2.52 1.02 1.63 -0.68
2.19 10.53 2.53 1.01 1.53 -0.68
2.20 10.52 2.55 1.00 1.42 -0.69
2.21 10.51 2.56 1.00 1.32 -0.70
2.22 10.50 2.57 0.99 1.21 -0.70
2.23 10.50 2.58 0.98 1.10 -0.70
2.24 10.50 2.59 0.97 0.98 -0.71
2.25 10.51 2.60 0.97 0.87 -0.71
2.26 10.51 2.61 0.96 0.75 -0.71
2.27 10.51 2.62 0.95 0.63 -0.72
2.28 10.51 2.62 0.95 0.51 -0.72
2.29 10.52 2.63 0.94 0.38 -0.72
2.30 10.52 2.63 0.93 0.26 -0.72
2.31 10.51 2.63 0.92 0.13 -0.72
2.32 10.51 2.63 0.92 0.00 -0.72
2.33 10.51 2.63 0.91 -0.12 -0.72
2.34 10.51 2.63 0.90 -0.25 -0.72
2.35 10.50 2.63 0.90 -0.38 -0.72
2.36 10.49 2.62 0.89 -0.51 -0.72
2.37 10.48 2.62 0.88 -0.65 -0.72
2.38 10.47 2.61 0.87 -0.78 -0.72
2.39 10.46 2.60 0.87 -0.91 -0.72
2.40 10.45 2.59 0.86 -1.04 -0.72
2.41 10.43 2.58 0.85 -1.17 -0.72
2.42 10.42 2.57 0.85 -1.30 -0.72
2.43 10.40 2.56 0.84 -1.43 -0.71
2.44 10.39 2.54 0.83 -1.56 -0.71
2.45 10.38 2.53 0.82 -1.69 -0.71
2.46 10.38 2.51 0.82 -1.82 -0.71
2.47 10.39 2.49 0.81 -1.94 -0.71
2.48 10.40 2.47 0.80 -2.07 -0.70
2.49 10.43 2.45 0.80 -2.19 -0.70
2.50 10.47 2.42 0.79 -2.31 -0.70
2.51 10.52 2.40 0.78 -2.42 -0.70
2.52 10.57 2.38 0.77 -2.54 -0.70
2.53 10.63 2.35 0.77 -2.64 -0.70
2.54 10.70 2.32 0.76 -2.75 -0.69
2.55 10.76 2.30 0.75 -2.84 -0.69
2.56 10.82 2.27 0.75 -2.94 -0.69
2.57 10.88 2.24 0.74 -3.03 -0.69
2.58 10.92 2.21 0.73 -3.12 -0.69
2.59 10.95 2.17 0.73 -3.20 -0.69
2.60 10.97 2.14 0.72 -3.28 -0.69
2.61 10.97 2.11 0.71 -3.35 -0.69
2.62 10.96 2.08 0.71 -3.43 -0.69
2.63 10.94 2.04 0.70 -3.49 -0.69
2.64 10.91 2.01 0.69 -3.56 -0.69
2.65 10.87 1.97 0.68 -3.62 -0.69
2.66 10.84 1.93 0.68 -3.68 -0.69
2.67 10.80 1.90 0.67 -3.73 -0.69
2.68 10.77 1.86 0.66 -3.78 -0.69
2.69 10.75 1.82 0.66 -3.83 -0.69
2.70 10.74 1.78 0.65 -3.87 -0.69
2.71 10.73 1.74 0.64 -3.91 -0.69
2.72 10.74 1.70 0.64 -3.94 -0.70
2.73 10.75 1.66 0.63 -3.97 -0.70
2.74 10.76 1.62 0.62 -3.99 -0.70
2.75 10.78 1.58 0.62 -4.01 -0.70
2.76 10.79 1.54 0.61 -4.03 -0.71
2.77 10.81 1.50 0.60 -4.04 -0.71
2.78 10.82 1.46 0.59 -4.04 -0.71
2.79 10.82 1.42 0.59 -4.04 -0.72
2.80 10.82 1.38 0.58 -4.04 -0.72
2.81 10.81 1.34 0.57 -4.03 -0.73
2.82 10.80 1.30 0.57 -4.02 -0.73
2.83 10.79 1.26 0.56 -4.00 -0.74
2.84 10.77 1.22 0.55 -3.97 -0.74
2.85 10.76 1.18 0.54 -3.95 -0.75
2.86 10.75 1.14 0.54 -3.92 -0.75
2.87 10.75 1.10 0.53 -3.88 -0.76
2.88 10.75 1.07 0.52 -3.84 -0.77
2.89 10.76 1.03 0.51 -3.80 -0.77
2.90 10.77 0.99 0.50 -3.75 -0.78
2.91 10.79 0.95 0.50 -3.70 -0.79
2.92 10.81 0.92 0.49 -3.64 -0.80
2.93 10.83 0.88 0.48 -3.58 -0.80
2.94 10.86 0.84 0.47 -3.52 -0.81
2.95 10.89 0.81 0.46 -3.45 -0.82
2.96 10.92 0.77 0.46 -3.37 -0.83
2.97 10.95 0.74 0.45 -3.29 -0.83
2.98 10.98 0.71 0.44 -3.21 -0.84
2.99 11.00 0.68 0.43 -3.13 -0.85
3.00 11.03 0.65 0.42 -3.04 -0.86
3.01 11.05 0.62 0.41 -2.94 -0.87
3.02 11.08 0.59 0.41 -2.84 -0.88
3.03 11.10 0.56 0.40 -2.74 -0.89
3.04 11.12 0.53 0.39 -2.64 -0.89
3.05 11.13 0.51 0.38 -2.53 -0.90
3.06 11.14 0.48 0.37 -2.43 -0.91
3.07 11.15 0.46 0.36 -2.31 -0.92
3.08 11.15 0.44 0.35 -2.20 -0.93
3.09 11.14 0.41 0.34 -2.09 -0.94
3.10 11.13 0.39 0.33 -1.97 -0.95
3.11 11.11 0.37 0.32 -1.86 -0.95
3.12 11.09 0.36 0.31 -1.74 -0.96
3.13 11.06 0.34 0.30 -1.62 -0.97
3.14 11.03 0.32 0.29 -1.50 -0.98
3.15 11.01 0.31 0.28 -1.39 -0.98
3.16 10.98 0.30 0.27 -1.27 -0.99
3.17 10.96 0.28 0.26 -1.15 -1.00
3.18 10.95 0.27 0.25 -1.03 -1.01
3.19 10.94 0.26 0.24 -0.91 -1.01
3.20 10.94 0.26 0.23 -0.80 -1.02
3.21 10.95 0.25 0.22 -0.68 -1.02
3.22 10.97 0.24 0.21 -0.56 -1.03
3.23 10.99 0.24 0.20 -0.45 -1.04
3.24 11.01 0.23 0.19 -0.33 -1.04
3.25 11.04 0.23 0.18 -0.21 -1.04
3.26 11.06 0.23 0.17 -0.10 -1.05
3.27 11.08 0.23 0.16 0.02 -1.05
3.28 11.09 0.23 0.15 0.13 -1.06
3.29 11.09 0.23 0.14 0.24 -1.06
3.30 11.08 0.23 0.13 0.35 -1.06
3.31 11.07 0.24 0.12 0.45 -1.06
3.32 11.04 0.24 0.11 0.56 -1.06
3.33 11.02 0.25 0.10 0.66 -1.06
3.34 10.98 0.26 0.09 0.76 -1.06
3.35 10.95 0.26 0.08 0.85 -1.06
3.36 10.92 0.27 0.07 0.95 -1.06
3.37 10.89 0.28 0.06 1.04 -1.06
3.38 10.87 0.29 0.04 1.12 -1.06
3.39 10.86 0.31 0.03 1.20 -1.06
3.40 10.86 0.32 0.02 1.28 -1.05
3.41 10.86 0.33 0.01 1.36 -1.05
3.42 10.88 0.35 0.00 1.43 -1.04
3.43 10.90 0.36 -0.01 1.50 -1.04
3.44 10.92 0.38 -0.02 1.56 -1.03
3.45 10.95 0.39 -0.03 1.63 -1.03
3.46 10.98 0.41 -0.04 1.69 -1.02
3.47 11.00 0.42 -0.05 1.74 -1.01
3.48 11.02 0.44 -0.06 1.79 -1.00
3.49 11.04 0.46 -0.07 1.84 -0.99
3.50 11.04 0.48 -0.08 1.89 -0.98
3.51 11.04 0.50 -0.09 1.93 -0.97
3.52 11.03 0.52 -0.10 1.97 -0.96
3.53 11.02 0.54 -0.11 2.00 -0.95
3.54 10.99 0.56 -0.12 2.03 -0.93
3.55 10.97 0.58 -0.13 2.05 -0.92
3.56 10.93 0.60 -0.14 2.07 -0.91
3.57 10.90 0.62 -0.14 2.09 -0.89
3.58 10.87 0.64 -0.15 2.10 -0.88
3.59 10.84 0.66 -0.16 2.10 -0.86
3.60 10.81 0.68 -0.17 2.10 -0.84
3.61 10.79 0.70 -0.18 2.10 -0.82
3.62 10.77 0.72 -0.19 2.09 -0.81
3.63 10.76 0.75 -0.19 2.08 -0.79
3.64 10.76 0.77 -0.20 2.06 -0.77
3.65 10.77 0.79 -0.21 2.04 -0.75
3.66 10.79 0.81 -0.22 2.01 -0.73
3.67 10.82 0.83 -0.22 1.99 -0.71
3.68 10.86 0.85 -0.23 1.96 -0.68
3.69 10.90 0.87 -0.24 1.92 -0.66
3.70 10.95 0.89 -0.24 1.89 -0.64
3.71 11.00 0.90 -0.25 1.85 -0.61
3.72 11.05 0.92 -0.26 1.81 -0.59
3.73 11.10 0.94 -0.26 1.76 -0.57
3.74 11.14 0.96 -0.27 1.72 -0.54
3.75 11.19 0.97 -0.27 1.67 -0.51
3.76 11.22 0.99 -0.28 1.62 -0.49
3.77 11.24 1.01 -0.28 1.57 -0.46
3.78 11.26 1.02 -0.29 1.51 -0.43
3.79 11.26 1.04 -0.29 1.46 -0.41
3.80 11.25 1.05 -0.30 1.40 -0.38
3.81 11.24 1.06 -0.30 1.33 -0.35
3.82 11.22 1.08 -0.30 1.27 -0.32
3.83 11.19 1.09 -0.31 1.20 -0.29
3.84 11.16 1.10 -0.31 1.13 -0.27
3.85 11.13 1.11 -0.31 1.06 -0.24
3.86 11.10 1.12 -0.31 0.98 -0.21
3.87 11.06 1.13 -0.32 0.91 -0.18
3.88 11.03 1.14 -0.32 0.83 -0.15
3.89 11.00 1.15 -0.32 0.74 -0.12
3.90 10.98 1.16 -0.32 0.66 -0.09
3.91 10.95 1.16 -0.32 0.57 -0.06
3.92 10.93 1.17 -0.32 0.49 -0.03
3.93 10.91 1.17 -0.32 0.40 0.00
3.94 10.89 1.18 -0.32 0.31 0.04
3.95 10.87 1.18 -0.32 0.22 0.07
3.96 10.85 1.18 -0.32 0.13 0.10
3.97 10.84 1.18 -0.32 0.04 0.13
3.98 10.83 1.18 -0.32 -0.05 0.16
3.99 10.82 1.18 -0.31 -0.14 0.19
4.00 10.82 1.18 -0.31 -0.23 0.22
4.01 10.82 1.18 -0.31 -0.32 0.25
4.02 10.82 1.17 -0.31 -0.41 0.28
4.03 10.84 1.17 -0.31 -0.49 0.31
4.04 10.85 1.16 -0.30 -0.58 0.34
4.05 10.87 1.16 -0.30 -0.66 0.37
4.06 10.89 1.15 -0.29 -0.75 0.40
4.07 10.91 1.14 -0.29 -0.83 0.43
4.08 10.92 1.13 -0.29 -0.90 0.45
4.09 10.94 1.12 -0.28 -0.98 0.48
4.10 10.94 1.11 -0.28 -1.05 0.51
4.11 10.94 1.10 -0.27 -1.12 0.54
4.12 10.94 1.09 -0.27 -1.19 0.57
4.13 10.92 1.08 -0.26 -1.26 0.59
4.14 10.89 1.06 -0.25 -1.32 0.62
4.15 10.86 1.05 -0.25 -1.39 0.64
4.16 10.83 1.04 -0.24 -1.45 0.67
4.17 10.79 1.02 -0.23 -1.51 0.69
4.18 10.74 1.01 -0.23 -1.56 0.72
4.19 10.70 0.99 -0.22 -1.62 0.74
4.20 10.67 0.97 -0.21 -1.67 0.77
4.21 10.63 0.96 -0.20 -1.72 0.79
4.22 10.60 0.94 -0.20 -1.76 0.81
4.23 10.58 0.92 -0.19 -1.80 0.83
4.24 10.56 0.90 -0.18 -1.84 0.85
4.25 10.55 0.89 -0.17 -1.88 0.87
4.26 10.55 0.87 -0.16 -1.91 0.89
4.27 10.55 0.85 -0.15 -1.94 0.91
4.28 10.55 0.83 -0.14 -1.96 0.93
4.29 10.56 0.81 -0.13 -1.98 0.95
4.30 10.56 0.79 -0.13 -2.00 0.96
4.31 10.57 0.77 -0.12 -2.01 0.98
4.32 10.58 0.75 -0.11 -2.02 1.00
4.33 10.59 0.73 -0.10 -2.02 1.01
4.34 10.60 0.71 -0.09 -2.02 1.02
4.35 10.60 0.69 -0.07 -2.02 1.04
4.36 10.61 0.67 -0.06 -2.01 1.05
4.37 10.61 0.65 -0.05 -1.99 1.06
4.38 10.61 0.63 -0.04 -1.97 1.07
4.39 10.61 0.61 -0.03 -1.95 1.08
4.40 10.60 0.59 -0.02 -1.92 1.09
4.41 10.59 0.57 -0.01 -1.89 1.10
4.42 10.57 0.55 0.00 -1.86 1.11
4.43 10.54 0.53 0.01 -1.82 1.12
4.44 10.50 0.51 0.02 -1.78 1.12
4.45 10.46 0.50 0.03 -1.73 1.13
4.46 10.41 0.48 0.05 -1.68 1.13
4.47 10.35 0.46 0.06 -1.63 1.14
4.48 10.29 0.45 0.07 -1.58 1.14
4.49 10.23 0.43 0.08 -1.52 1.15
4.50 10.18 0.42 0.09 -1.47 1.15
4.51 10.13 0.40 0.10 -1.40 1.15
4.52 10.09 0.39 0.11 -1.34 1.15
4.53 10.06 0.38 0.13 -1.27 1.15
4.54 10.05 0.36 0.14 -1.21 1.15
4.55 10.05 0.35 0.15 -1.13 1.15
4.56 10.07 0.34 0.16 -1.06 1.15
4.57 10.10 0.33 0.17 -0.98 1.15
4.58 10.15 0.32 0.18 -0.89 1.14
4.59 10.20 0.31 0.19 -0.81 1.14
4.60 10.27 0.30 0.21 -0.72 1.14
4.61 10.33 0.30 0.22 -0.62 1.13
4.62 10.39 0.29 0.23 -0.52 1.12
4.63 10.45 0.29 0.24 -0.42 1.12
4.64 10.49 0.28 0.25 -0.32 1.11
4.65 10.53 0.28 0.26 -0.21 1.11
4.66 10.55 0.28 0.27 -0.10 1.10
4.67 10.55 0.28 0.28 0.01 1.09
4.68 10.55 0.28 0.29 0.13 1.08
4.69 10.53 0.28 0.31 0.24 1.07
4.70 10.50 0.28 0.32 0.36 1.06
4.71 10.46 0.29 0.33 0.47 1.05
4.72 10.42 0.29 0.34 0.59 1.04
4.73 10.38 0.30 0.35 0.70 1.03
4.74 10.34 0.31 0.36 0.82 1.02
4.75 10.30 0.32 0.37 0.93 1.01
4.76 10.28 0.33 0.38 1.04 1.00
4.77 10.26 0.34 0.39 1.16 0.99
4.78 10.25 0.35 0.40 1.27 0.98
4.79 10.25 0.36 0.41 1.38 0.97
4.80 10.26 0.38 0.42 1.49 0.95
4.81 10.28 0.39 0.43 1.60 0.94
4.82 10.31 0.41 0.44 1.71 0.93
4.83 10.34 0.43 0.45 1.82 0.92
4.84 10.37 0.45 0.45 1.93 0.90
4.85 10.41 0.47 0.46 2.04 0.89
4.86 10.44 0.49 0.47 2.15 0.88
4.87 10.47 0.51 0.48 2.26 0.87
4.88 10.49 0.53 0.49 2.36 0.85
4.89 10.50 0.56 0.50 2.46 0.84
4.90 10.51 0.58 0.51 2.57 0.83
4.91 10.51 0.61 0.51 2.66 0.81
4.92 10.49 0.63 0.52 2.76 0.80
4.93 10.48 0.66 0.53 2.85 0.79
4.94 10.45 0.69 0.54 2.94 0.77
4.95 10.42 0.72 0.55 3.03 0.76
4.96 10.39 0.75 0.55 3.11 0.75
4.97 10.36 0.78 0.56 3.19 0.74
4.98 10.33 0.82 0.57 3.26 0.72
4.99 10.31 0.85 0.58 3.33 0.71
5.00 10.30 0.88 0.58 3.40 0.70
5.01 10.30 0.92 0.59 3.46 0.69
5.02 10.30 0.95 0.60 3.52 0.68
5.03 10.32 0.99 0.60 3.57 0.67
5.04 10.35 1.02 0.61 3.62 0.65
5.05 10.38 1.06 0.62 3.67 0.64
5.06 10.42 1.10 0.62 3.72 0.63
5.07 10.47 1.13 0.63 3.76 0.62
5.08 10.51 1.17 0.63 3.79 0.61
5.09 10.56 1.21 0.64 3.83 0.60
5.10 10.59 1.25 0.65 3.86 0.59
5.11 10.62 1.29 0.65 3.88 0.59
5.12 10.64 1.33 0.66 3.90 0.58
5.13 10.66 1.37 0.66 3.92 0.57
5.14 10.66 1.40 0.67 3.93 0.56
5.15 10.66 1.44 0.68 3.94 0.55
5.16 10.65 1.48 0.68 3.95 0.54
5.17 10.63 1.52 0.69 3.95 0.54
5.18 10.62 1.56 0.69 3.94 0.53
5.19 10.60 1.60 0.70 3.93 0.52
5.20 10.59 1.64 0.70 3.91 0.52
5.21 10.59 1.68 0.71 3.89 0.51
5.22 10.58 1.72 0.71 3.86 0.51
5.23 10.58 1.76 0.72 3.83 0.50
5.24 10.59 1.80 0.72 3.80 0.50
5.25 10.59 1.83 0.73 3.76 0.49
5.26 10.60 1.87 0.73 3.71 0.49
5.27 10.60 1.91 0.74 3.66 0.49
5.28 10.60 1.94 0.74 3.61 0.48
5.29 10.59 1.98 0.75 3.55 0.48
5.30 10.58 2.01 0.75 3.49 0.48
5.31 10.56 2.05 0.76 3.43 0.47
5.32 10.53 2.08 0.76 3.35 0.47
5.33 10.51 2.12 0.77 3.28 0.47
5.34 10.48 2.15 0.77 3.20 0.47
5.35 10.45 2.18 0.78 3.11 0.47
5.36 10.43 2.21 0.78 3.03 0.47
5.37 10.41 2.24 0.78 2.93 0.47
5.38 10.40 2.27 0.79 2.84 0.47
5.39 10.40 2.30 0.79 2.74 0.47
5.40 10.41 2.32 0.80 2.63 0.47
5.41 10.43 2.35 0.80 2.53 0.47
5.42 10.45 2.37 0.81 2.42 0.47
5.43 10.48 2.40 0.81 2.31 0.47
