TI=0.10 | U_mean=25.00 | Ct_used=0.06 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_25_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
1.87 25.43 0.68 0.46 0.97 -0.09
1.88 25.44 0.69 0.46 0.99 -0.10
1.89 25.44 0.70 0.46 1.00 -0.11
1.90 25.44 0.71 0.46 1.02 -0.11
1.91 25.42 0.72 0.46 1.03 -0.12
1.92 25.39 0.73 0.46 1.04 -0.13
1.93 25.34 0.74 0.45 1.05 -0.14
1.94 25.29 0.75 0.45 1.05 -0.15
1.95 25.22 0.76 0.45 1.06 -0.16
1.96 25.15 0.77 0.45 1.06 -0.17
1.97 25.08 0.78 0.45 1.06 -0.17
1.98 25.00 0.79 0.45 1.06 -0.18
1.99 24.94 0.80 0.44 1.05 -0.19
2.00 24.88 0.81 0.44 1.05 -0.19
2.01 24.83 0.82 0.44 1.04 -0.20
2.02 24.80 0.83 0.44 1.03 -0.21
2.03 24.77 0.84 0.44 1.02 -0.21
2.04 24.75 0.85 0.43 1.00 -0.22
2.05 24.73 0.86 0.43 0.99 -0.23
2.06 24.72 0.87 0.43 0.97 -0.23
2.07 24.70 0.88 0.43 0.95 -0.24
2.08 24.67 0.89 0.43 0.93 -0.24
2.09 24.63 0.90 0.42 0.91 -0.25
2.10 24.58 0.91 0.42 0.89 -0.25
2.11 24.52 0.92 0.42 0.86 -0.26
2.12 24.44 0.93 0.42 0.84 -0.26
2.13 24.36 0.94 0.41 0.81 -0.26
2.14 24.27 0.94 0.41 0.78 -0.27
2.15 24.19 0.95 0.41 0.74 -0.27
2.16 24.11 0.96 0.40 0.71 -0.27
2.17 24.03 0.97 0.40 0.67 -0.28
2.18 23.97 0.97 0.40 0.64 -0.28
2.19 23.91 0.98 0.40 0.60 -0.28
2.20 23.88 0.98 0.39 0.56 -0.29
2.21 23.85 0.99 0.39 0.51 -0.29
2.22 23.84 0.99 0.39 0.47 -0.29
2.23 23.84 1.00 0.38 0.43 -0.29
2.24 23.84 1.00 0.38 0.38 -0.29
2.25 23.85 1.01 0.38 0.34 -0.29
2.26 23.86 1.01 0.38 0.29 -0.30
2.27 23.87 1.01 0.37 0.24 -0.30
2.28 23.88 1.01 0.37 0.20 -0.30
2.29 23.88 1.02 0.37 0.15 -0.30
2.30 23.88 1.02 0.36 0.10 -0.30
2.31 23.88 1.02 0.36 0.05 -0.30
2.32 23.87 1.02 0.36 -0.00 -0.30
2.33 23.86 1.02 0.35 -0.05 -0.30
2.34 23.85 1.02 0.35 -0.10 -0.30
2.35 23.84 1.02 0.35 -0.16 -0.30
2.36 23.82 1.01 0.35 -0.21 -0.30
2.37 23.80 1.01 0.34 -0.26 -0.30
2.38 23.77 1.01 0.34 -0.31 -0.30
2.39 23.73 1.01 0.34 -0.36 -0.30
2.40 23.69 1.00 0.33 -0.42 -0.30
2.41 23.64 1.00 0.33 -0.47 -0.30
2.42 23.60 0.99 0.33 -0.52 -0.30
2.43 23.55 0.99 0.32 -0.57 -0.30
2.44 23.52 0.98 0.32 -0.62 -0.30
2.45 23.49 0.97 0.32 -0.67 -0.30
2.46 23.49 0.97 0.32 -0.72 -0.30
2.47 23.51 0.96 0.31 -0.77 -0.30
2.48 23.56 0.95 0.31 -0.82 -0.29
2.49 23.64 0.94 0.31 -0.87 -0.29
2.50 23.75 0.93 0.30 -0.92 -0.29
2.51 23.90 0.93 0.30 -0.96 -0.29
2.52 24.06 0.92 0.30 -1.01 -0.29
2.53 24.25 0.91 0.30 -1.05 -0.29
2.54 24.45 0.89 0.29 -1.09 -0.29
2.55 24.64 0.88 0.29 -1.13 -0.29
2.56 24.82 0.87 0.29 -1.17 -0.29
2.57 24.98 0.86 0.28 -1.20 -0.29
2.58 25.11 0.85 0.28 -1.24 -0.29
2.59 25.20 0.84 0.28 -1.27 -0.29
2.60 25.25 0.82 0.28 -1.30 -0.29
2.61 25.26 0.81 0.27 -1.33 -0.29
2.62 25.23 0.80 0.27 -1.36 -0.29
2.63 25.16 0.78 0.27 -1.38 -0.29
2.64 25.07 0.77 0.26 -1.41 -0.29
2.65 24.97 0.75 0.26 -1.43 -0.29
2.66 24.86 0.74 0.26 -1.45 -0.29
2.67 24.76 0.73 0.26 -1.47 -0.29
2.68 24.67 0.71 0.25 -1.49 -0.29
2.69 24.61 0.70 0.25 -1.51 -0.29
2.70 24.57 0.68 0.25 -1.53 -0.29
2.71 24.56 0.66 0.24 -1.54 -0.29
2.72 24.57 0.65 0.24 -1.56 -0.29
2.73 24.60 0.63 0.24 -1.57 -0.29
2.74 24.64 0.62 0.23 -1.58 -0.29
2.75 24.69 0.60 0.23 -1.58 -0.29
2.76 24.74 0.59 0.23 -1.59 -0.29
2.77 24.78 0.57 0.23 -1.59 -0.30
2.78 24.81 0.55 0.22 -1.60 -0.30
2.79 24.82 0.54 0.22 -1.60 -0.30
2.80 24.82 0.52 0.22 -1.59 -0.30
2.81 24.80 0.51 0.21 -1.59 -0.30
2.82 24.77 0.49 0.21 -1.58 -0.30
2.83 24.73 0.47 0.21 -1.58 -0.31
2.84 24.69 0.46 0.20 -1.57 -0.31
2.85 24.65 0.44 0.20 -1.56 -0.31
2.86 24.62 0.43 0.20 -1.55 -0.31
2.87 24.61 0.41 0.20 -1.53 -0.31
2.88 24.61 0.40 0.19 -1.52 -0.32
2.89 24.63 0.38 0.19 -1.50 -0.32
2.90 24.67 0.37 0.19 -1.48 -0.32
2.91 24.72 0.35 0.18 -1.46 -0.32
2.92 24.79 0.34 0.18 -1.44 -0.33
2.93 24.86 0.32 0.18 -1.42 -0.33
2.94 24.95 0.31 0.17 -1.39 -0.33
2.95 25.04 0.30 0.17 -1.36 -0.33
2.96 25.12 0.28 0.17 -1.33 -0.34
2.97 25.21 0.27 0.16 -1.30 -0.34
2.98 25.30 0.26 0.16 -1.27 -0.34
2.99 25.38 0.24 0.16 -1.24 -0.35
3.00 25.46 0.23 0.15 -1.20 -0.35
3.01 25.53 0.22 0.15 -1.16 -0.35
3.02 25.60 0.21 0.15 -1.12 -0.36
3.03 25.66 0.20 0.14 -1.08 -0.36
3.04 25.72 0.19 0.14 -1.04 -0.36
3.05 25.76 0.18 0.13 -1.00 -0.37
3.06 25.79 0.17 0.13 -0.96 -0.37
3.07 25.81 0.16 0.13 -0.91 -0.37
3.08 25.81 0.15 0.12 -0.87 -0.37
3.09 25.79 0.14 0.12 -0.82 -0.38
3.10 25.76 0.13 0.12 -0.78 -0.38
3.11 25.70 0.12 0.11 -0.73 -0.38
3.12 25.64 0.12 0.11 -0.68 -0.39
3.13 25.56 0.11 0.10 -0.64 -0.39
3.14 25.47 0.10 0.10 -0.59 -0.39
3.15 25.39 0.10 0.10 -0.54 -0.39
3.16 25.32 0.09 0.09 -0.50 -0.40
3.17 25.25 0.09 0.09 -0.45 -0.40
3.18 25.21 0.08 0.08 -0.40 -0.40
3.19 25.20 0.08 0.08 -0.36 -0.40
3.20 25.20 0.08 0.08 -0.31 -0.41
3.21 25.23 0.07 0.07 -0.27 -0.41
3.22 25.28 0.07 0.07 -0.22 -0.41
3.23 25.35 0.07 0.06 -0.17 -0.41
3.24 25.42 0.07 0.06 -0.13 -0.41
3.25 25.50 0.07 0.06 -0.08 -0.42
3.26 25.56 0.07 0.05 -0.04 -0.42
3.27 25.62 0.07 0.05 0.01 -0.42
3.28 25.65 0.07 0.04 0.05 -0.42
3.29 25.66 0.07 0.04 0.10 -0.42
3.30 25.64 0.07 0.04 0.14 -0.42
3.31 25.59 0.07 0.03 0.18 -0.42
3.32 25.52 0.07 0.03 0.22 -0.42
3.33 25.43 0.08 0.02 0.26 -0.42
3.34 25.34 0.08 0.02 0.30 -0.42
3.35 25.24 0.08 0.01 0.34 -0.42
3.36 25.15 0.08 0.01 0.38 -0.42
3.37 25.07 0.09 0.01 0.41 -0.42
3.38 25.01 0.09 0.00 0.44 -0.42
3.39 24.98 0.10 -0.00 0.48 -0.41
3.40 24.97 0.10 -0.01 0.51 -0.41
3.41 24.99 0.11 -0.01 0.54 -0.41
3.42 25.03 0.11 -0.01 0.56 -0.41
3.43 25.09 0.12 -0.02 0.59 -0.41
3.44 25.17 0.13 -0.02 0.62 -0.40
3.45 25.25 0.13 -0.03 0.64 -0.40
3.46 25.33 0.14 -0.03 0.66 -0.40
3.47 25.40 0.14 -0.03 0.69 -0.39
3.48 25.46 0.15 -0.04 0.71 -0.39
3.49 25.51 0.16 -0.04 0.73 -0.39
3.50 25.53 0.17 -0.05 0.75 -0.38
3.51 25.53 0.17 -0.05 0.76 -0.38
3.52 25.50 0.18 -0.05 0.78 -0.37
3.53 25.45 0.19 -0.06 0.79 -0.37
3.54 25.39 0.20 -0.06 0.80 -0.36
3.55 25.30 0.21 -0.07 0.81 -0.36
3.56 25.21 0.21 -0.07 0.82 -0.35
3.57 25.11 0.22 -0.07 0.83 -0.34
3.58 25.01 0.23 -0.08 0.83 -0.34
3.59 24.92 0.24 -0.08 0.83 -0.33
3.60 24.84 0.25 -0.08 0.83 -0.32
3.61 24.77 0.26 -0.09 0.83 -0.32
3.62 24.73 0.26 -0.09 0.82 -0.31
3.63 24.70 0.27 -0.09 0.82 -0.30
3.64 24.71 0.28 -0.09 0.81 -0.29
3.65 24.74 0.29 -0.10 0.80 -0.28
3.66 24.80 0.30 -0.10 0.79 -0.28
3.67 24.88 0.30 -0.10 0.78 -0.27
3.68 24.99 0.31 -0.11 0.77 -0.26
3.69 25.12 0.32 -0.11 0.76 -0.25
3.70 25.26 0.33 -0.11 0.74 -0.24
3.71 25.41 0.33 -0.11 0.73 -0.23
3.72 25.57 0.34 -0.11 0.71 -0.22
3.73 25.72 0.35 -0.12 0.69 -0.21
3.74 25.85 0.35 -0.12 0.68 -0.20
3.75 25.97 0.36 -0.12 0.66 -0.19
3.76 26.07 0.37 -0.12 0.64 -0.18
3.77 26.14 0.37 -0.12 0.62 -0.17
3.78 26.18 0.38 -0.13 0.60 -0.16
3.79 26.20 0.39 -0.13 0.58 -0.15
3.80 26.18 0.39 -0.13 0.56 -0.14
3.81 26.14 0.40 -0.13 0.53 -0.12
3.82 26.08 0.40 -0.13 0.51 -0.11
3.83 26.00 0.41 -0.13 0.48 -0.10
3.84 25.91 0.41 -0.13 0.46 -0.09
3.85 25.82 0.42 -0.13 0.43 -0.08
3.86 25.72 0.42 -0.14 0.40 -0.07
3.87 25.62 0.42 -0.14 0.37 -0.05
3.88 25.53 0.43 -0.14 0.34 -0.04
3.89 25.44 0.43 -0.14 0.31 -0.03
3.90 25.36 0.43 -0.14 0.28 -0.02
3.91 25.29 0.44 -0.14 0.24 -0.01
3.92 25.22 0.44 -0.14 0.21 0.01
3.93 25.16 0.44 -0.14 0.17 0.02
3.94 25.10 0.44 -0.14 0.14 0.03
3.95 25.05 0.44 -0.14 0.10 0.04
3.96 25.00 0.44 -0.14 0.07 0.05
3.97 24.96 0.45 -0.14 0.03 0.07
3.98 24.93 0.45 -0.13 -0.00 0.08
3.99 24.91 0.45 -0.13 -0.04 0.09
4.00 24.90 0.44 -0.13 -0.07 0.10
4.01 24.90 0.44 -0.13 -0.11 0.12
4.02 24.92 0.44 -0.13 -0.14 0.13
4.03 24.96 0.44 -0.13 -0.18 0.14
4.04 25.00 0.44 -0.13 -0.21 0.15
4.05 25.06 0.44 -0.13 -0.24 0.16
4.06 25.12 0.43 -0.12 -0.27 0.17
4.07 25.18 0.43 -0.12 -0.31 0.19
4.08 25.23 0.43 -0.12 -0.34 0.20
4.09 25.27 0.42 -0.12 -0.37 0.21
4.10 25.29 0.42 -0.12 -0.39 0.22
4.11 25.29 0.42 -0.11 -0.42 0.23
4.12 25.27 0.41 -0.11 -0.45 0.24
4.13 25.22 0.41 -0.11 -0.47 0.25
4.14 25.15 0.40 -0.11 -0.50 0.26
4.15 25.05 0.40 -0.10 -0.52 0.27
4.16 24.95 0.39 -0.10 -0.55 0.28
4.17 24.83 0.39 -0.10 -0.57 0.29
4.18 24.70 0.38 -0.10 -0.59 0.30
4.19 24.58 0.38 -0.09 -0.61 0.31
4.20 24.47 0.37 -0.09 -0.63 0.32
4.21 24.37 0.36 -0.09 -0.65 0.33
4.22 24.28 0.36 -0.08 -0.67 0.34
4.23 24.22 0.35 -0.08 -0.69 0.35
4.24 24.17 0.34 -0.08 -0.70 0.35
4.25 24.14 0.34 -0.07 -0.72 0.36
4.26 24.12 0.33 -0.07 -0.73 0.37
4.27 24.12 0.32 -0.07 -0.74 0.38
4.28 24.13 0.31 -0.06 -0.75 0.39
4.29 24.15 0.31 -0.06 -0.76 0.39
4.30 24.17 0.30 -0.05 -0.77 0.40
4.31 24.20 0.29 -0.05 -0.77 0.40
4.32 24.22 0.28 -0.05 -0.78 0.41
4.33 24.25 0.27 -0.04 -0.78 0.42
4.34 24.27 0.27 -0.04 -0.78 0.42
4.35 24.30 0.26 -0.03 -0.78 0.43
4.36 24.31 0.25 -0.03 -0.77 0.43
4.37 24.33 0.24 -0.02 -0.77 0.44
4.38 24.33 0.24 -0.02 -0.76 0.44
4.39 24.32 0.23 -0.02 -0.75 0.45
4.40 24.30 0.22 -0.01 -0.74 0.45
4.41 24.26 0.21 -0.01 -0.73 0.45
4.42 24.20 0.21 -0.00 -0.72 0.46
4.43 24.12 0.20 0.00 -0.70 0.46
4.44 24.01 0.19 0.01 -0.68 0.46
4.45 23.88 0.19 0.01 -0.67 0.46
4.46 23.73 0.18 0.02 -0.65 0.47
4.47 23.56 0.17 0.02 -0.63 0.47
4.48 23.38 0.17 0.03 -0.61 0.47
4.49 23.21 0.16 0.03 -0.59 0.47
4.50 23.04 0.15 0.04 -0.57 0.47
4.51 22.89 0.15 0.04 -0.54 0.47
4.52 22.78 0.14 0.04 -0.52 0.47
4.53 22.70 0.14 0.05 -0.50 0.47
4.54 22.66 0.13 0.05 -0.47 0.47
4.55 22.67 0.13 0.06 -0.44 0.47
4.56 22.73 0.12 0.06 -0.41 0.47
4.57 22.83 0.12 0.07 -0.38 0.47
4.58 22.96 0.12 0.07 -0.35 0.47
4.59 23.13 0.11 0.08 -0.32 0.46
4.60 23.32 0.11 0.08 -0.28 0.46
4.61 23.51 0.11 0.09 -0.25 0.46
4.62 23.69 0.11 0.09 -0.21 0.46
4.63 23.86 0.10 0.10 -0.17 0.46
4.64 24.00 0.10 0.10 -0.13 0.45
4.65 24.10 0.10 0.11 -0.08 0.45
4.66 24.16 0.10 0.11 -0.04 0.45
4.67 24.18 0.10 0.11 0.00 0.44
4.68 24.16 0.10 0.12 0.05 0.44
4.69 24.11 0.10 0.12 0.09 0.44
4.70 24.02 0.10 0.13 0.14 0.43
4.71 23.91 0.10 0.13 0.18 0.43
4.72 23.79 0.11 0.14 0.23 0.42
4.73 23.66 0.11 0.14 0.28 0.42
4.74 23.55 0.11 0.14 0.32 0.42
4.75 23.44 0.12 0.15 0.36 0.41
4.76 23.36 0.12 0.15 0.41 0.41
4.77 23.31 0.12 0.16 0.45 0.40
4.78 23.29 0.13 0.16 0.50 0.40
4.79 23.29 0.13 0.16 0.54 0.39
4.80 23.32 0.14 0.17 0.59 0.39
4.81 23.38 0.15 0.17 0.63 0.38
4.82 23.46 0.15 0.18 0.67 0.38
4.83 23.55 0.16 0.18 0.72 0.37
4.84 23.66 0.17 0.18 0.76 0.37
4.85 23.76 0.17 0.19 0.80 0.36
4.86 23.86 0.18 0.19 0.84 0.35
4.87 23.94 0.19 0.19 0.89 0.35
4.88 24.00 0.20 0.20 0.93 0.34
4.89 24.05 0.21 0.20 0.97 0.34
4.90 24.07 0.22 0.20 1.01 0.33
4.91 24.06 0.23 0.21 1.05 0.33
4.92 24.03 0.24 0.21 1.09 0.32
4.93 23.97 0.25 0.21 1.12 0.32
4.94 23.89 0.26 0.22 1.16 0.31
4.95 23.81 0.27 0.22 1.19 0.31
4.96 23.72 0.29 0.22 1.23 0.30
4.97 23.63 0.30 0.23 1.26 0.30
4.98 23.55 0.31 0.23 1.29 0.29
4.99 23.48 0.32 0.23 1.31 0.29
5.00 23.45 0.34 0.23 1.34 0.28
5.01 23.44 0.35 0.24 1.37 0.27
5.02 23.46 0.37 0.24 1.39 0.27
5.03 23.51 0.38 0.24 1.41 0.27
5.04 23.59 0.39 0.25 1.43 0.26
5.05 23.70 0.41 0.25 1.45 0.26
5.06 23.82 0.42 0.25 1.47 0.25
5.07 23.96 0.44 0.25 1.48 0.25
5.08 24.09 0.45 0.26 1.50 0.24
5.09 24.22 0.47 0.26 1.51 0.24
5.10 24.33 0.48 0.26 1.53 0.23
5.11 24.42 0.50 0.26 1.54 0.23
5.12 24.49 0.51 0.27 1.55 0.23
5.13 24.52 0.53 0.27 1.55 0.22
5.14 24.54 0.54 0.27 1.56 0.22
5.15 24.52 0.56 0.27 1.56 0.22
5.16 24.50 0.58 0.27 1.57 0.21
5.17 24.45 0.59 0.28 1.57 0.21
5.18 24.41 0.61 0.28 1.57 0.21
5.19 24.37 0.62 0.28 1.56 0.20
5.20 24.34 0.64 0.28 1.56 0.20
5.21 24.31 0.65 0.28 1.55 0.20
5.22 24.30 0.67 0.29 1.54 0.20
5.23 24.30 0.68 0.29 1.53 0.19
5.24 24.32 0.70 0.29 1.51 0.19
5.25 24.33 0.71 0.29 1.50 0.19
5.26 24.35 0.73 0.29 1.48 0.19
5.27 24.36 0.74 0.30 1.46 0.19
5.28 24.35 0.76 0.30 1.44 0.18
5.29 24.33 0.77 0.30 1.42 0.18
5.30 24.29 0.79 0.30 1.40 0.18
5.31 24.24 0.80 0.30 1.37 0.18
5.32 24.17 0.81 0.30 1.34 0.18
5.33 24.09 0.83 0.31 1.31 0.18
5.34 24.00 0.84 0.31 1.28 0.18
5.35 23.92 0.85 0.31 1.25 0.18
5.36 23.85 0.87 0.31 1.21 0.18
5.37 23.80 0.88 0.31 1.17 0.17
5.38 23.77 0.89 0.32 1.14 0.17
5.39 23.77 0.90 0.32 1.10 0.17
5.40 23.80 0.91 0.32 1.06 0.17
5.41 23.85 0.92 0.32 1.01 0.17
5.42 23.93 0.93 0.32 0.97 0.17
5.43 24.01 0.94 0.32 0.93 0.17
